DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-08-28 00:00:00;1;1;0;0;0;0
2020-08-28 00:15:00;1;1;0;0;0;0
2020-08-28 00:30:00;0;0;0;0;0;0
2020-08-28 00:45:00;0;0;0;0;0;0
2020-08-28 01:00:00;1;1;0;0;0;0
2020-08-28 01:15:00;1;0;0;0;0;0
2020-08-28 01:30:00;1;2;0;0;0;0
2020-08-28 01:45:00;1;1;0;0;0;0
2020-08-28 02:00:00;0;0;0;0;0;0
2020-08-28 02:15:00;0;0;0;0;0;0
2020-08-28 02:30:00;0;1;0;0;0;0
2020-08-28 02:45:00;0;0;0;0;0;0
2020-08-28 03:00:00;0;0;0;0;0;0
2020-08-28 03:15:00;0;0;0;0;0;0
2020-08-28 03:30:00;0;0;0;0;0;0
2020-08-28 03:45:00;0;0;0;0;0;0
2020-08-28 04:00:00;4;1;0;0;0;0
2020-08-28 04:15:00;1;0;0;0;0;0
2020-08-28 04:30:00;2;0;0;0;0;0
2020-08-28 04:45:00;1;2;0;0;0;0
2020-08-28 05:00:00;1;4;0;0;0;0
2020-08-28 05:15:00;2;4;0;0;0;0
2020-08-28 05:30:00;7;1;0;0;0;0
2020-08-28 05:45:00;12;4;0;0;0;0
2020-08-28 06:00:00;11;9;0;0;0;0
2020-08-28 06:15:00;6;6;0;0;0;0
2020-08-28 06:30:00;8;8;0;0;0;0
2020-08-28 06:45:00;16;7;0;0;0;0
2020-08-28 07:00:00;8;6;2;1;0;0
2020-08-28 07:15:00;6;10;0;0;0;0
2020-08-28 07:30:00;9;9;1;1;0;0
2020-08-28 07:45:00;7;19;0;0;0;0
2020-08-28 08:00:00;10;15;0;0;0;0
2020-08-28 08:15:00;7;7;0;0;0;0
2020-08-28 08:30:00;10;15;0;0;0;0
2020-08-28 08:45:00;13;8;0;0;0;0
2020-08-28 09:00:00;13;8;0;1;0;0
2020-08-28 09:15:00;8;3;1;0;0;0
2020-08-28 09:30:00;4;17;0;0;0;0
2020-08-28 09:45:00;13;13;2;1;0;0
2020-08-28 10:00:00;12;13;0;0;0;0
2020-08-28 10:15:00;13;18;2;0;0;0
2020-08-28 10:30:00;8;12;0;1;0;0
2020-08-28 10:45:00;7;18;2;3;0;0
2020-08-28 11:00:00;13;13;3;0;0;0
2020-08-28 11:15:00;12;25;0;0;0;0
2020-08-28 11:30:00;6;19;1;0;0;0
2020-08-28 11:45:00;17;25;0;0;0;0
2020-08-28 12:00:00;13;32;9;5;0;0
2020-08-28 12:15:00;14;19;0;1;0;0
2020-08-28 12:30:00;17;17;1;1;0;0
2020-08-28 12:45:00;20;12;3;0;0;0
2020-08-28 13:00:00;11;17;0;0;0;0
2020-08-28 13:15:00;12;12;0;7;0;0
2020-08-28 13:30:00;9;17;3;1;0;0
2020-08-28 13:45:00;13;13;0;2;0;0
2020-08-28 14:00:00;13;14;0;4;0;0
2020-08-28 14:15:00;11;12;0;2;0;0
2020-08-28 14:30:00;17;15;1;1;0;0
2020-08-28 14:45:00;14;17;3;1;0;0
2020-08-28 15:00:00;15;13;2;2;0;0
2020-08-28 15:15:00;19;17;0;2;0;0
2020-08-28 15:30:00;15;19;1;0;0;0
2020-08-28 15:45:00;14;17;3;0;0;0
2020-08-28 16:00:00;12;21;2;1;0;0
2020-08-28 16:15:00;7;8;4;0;0;0
2020-08-28 16:30:00;269;16;0;0;0;0
2020-08-28 16:45:00;8;12;0;0;0;0
2020-08-28 17:00:00;14;15;0;1;0;0
2020-08-28 17:15:00;11;16;0;0;0;0
2020-08-28 17:30:00;17;8;1;0;0;0
2020-08-28 17:45:00;11;11;0;0;0;0
2020-08-28 18:00:00;13;9;0;0;0;0
2020-08-28 18:15:00;8;9;0;0;0;0
2020-08-28 18:30:00;12;10;0;0;0;0
2020-08-28 18:45:00;10;6;0;0;0;0
2020-08-28 19:00:00;6;8;0;0;0;0
2020-08-28 19:15:00;6;8;0;0;0;0
2020-08-28 19:30:00;10;8;0;2;0;0
2020-08-28 19:45:00;9;2;0;0;0;0
2020-08-28 20:00:00;12;9;0;0;0;0
2020-08-28 20:15:00;6;7;0;0;0;0
2020-08-28 20:30:00;12;5;0;0;0;0
2020-08-28 20:45:00;13;5;0;0;0;0
2020-08-28 21:00:00;7;4;0;0;0;0
2020-08-28 21:15:00;10;8;0;0;0;0
2020-08-28 21:30:00;9;5;0;0;0;0
2020-08-28 21:45:00;2;3;0;0;0;0
2020-08-28 22:00:00;4;2;0;0;0;0
2020-08-28 22:15:00;4;1;0;0;0;0
2020-08-28 22:30:00;5;2;0;0;0;0
2020-08-28 22:45:00;1;1;0;0;0;0
2020-08-28 23:00:00;7;9;0;0;0;0
2020-08-28 23:15:00;8;0;0;0;0;0
2020-08-28 23:30:00;5;1;0;0;0;0
2020-08-28 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
