DATUM;1(DA1);2(DA2);3(DC);4(DB);5(TAFGA);6(TAFGC)
2020-07-27 00:00:00;4;0;4;0;0;0
2020-07-27 00:15:00;1;0;1;0;0;0
2020-07-27 00:30:00;4;0;1;0;0;0
2020-07-27 00:45:00;3;0;2;0;0;0
2020-07-27 01:00:00;4;0;1;0;0;0
2020-07-27 01:15:00;2;0;0;0;0;0
2020-07-27 01:30:00;5;0;2;0;0;0
2020-07-27 01:45:00;0;0;0;0;0;0
2020-07-27 02:00:00;1;0;0;0;0;0
2020-07-27 02:15:00;4;0;2;0;0;0
2020-07-27 02:30:00;1;0;1;0;0;0
2020-07-27 02:45:00;1;0;1;0;0;0
2020-07-27 03:00:00;2;0;1;0;0;0
2020-07-27 03:15:00;0;0;2;0;0;0
2020-07-27 03:30:00;1;1;6;0;0;0
2020-07-27 03:45:00;1;0;2;0;0;0
2020-07-27 04:00:00;1;0;7;0;0;0
2020-07-27 04:15:00;1;1;2;1;0;0
2020-07-27 04:30:00;4;2;7;0;0;0
2020-07-27 04:45:00;8;5;29;0;0;0
2020-07-27 05:00:00;16;10;88;0;11;2
2020-07-27 05:15:00;47;30;218;0;15;6
2020-07-27 05:30:00;64;43;215;1;8;6
2020-07-27 05:45:00;43;26;106;1;5;5
2020-07-27 06:00:00;40;16;77;1;4;2
2020-07-27 06:15:00;39;15;90;7;10;4
2020-07-27 06:30:00;52;18;139;5;10;4
2020-07-27 06:45:00;75;12;129;3;8;9
2020-07-27 07:00:00;73;9;102;2;8;8
2020-07-27 07:15:00;70;9;111;3;6;13
2020-07-27 07:30:00;73;14;110;2;4;4
2020-07-27 07:45:00;59;6;119;1;0;8
2020-07-27 08:00:00;68;4;84;1;0;1
2020-07-27 08:15:00;61;3;93;2;2;1
2020-07-27 08:30:00;60;2;84;0;1;3
2020-07-27 08:45:00;53;0;65;0;0;0
2020-07-27 09:00:00;45;1;60;1;0;0
2020-07-27 09:15:00;44;5;69;1;2;0
2020-07-27 09:30:00;59;1;83;2;0;3
2020-07-27 09:45:00;41;1;66;2;0;3
2020-07-27 10:00:00;45;3;73;2;1;1
2020-07-27 10:15:00;49;5;90;1;0;3
2020-07-27 10:30:00;50;2;79;3;4;0
2020-07-27 10:45:00;59;2;88;4;1;0
2020-07-27 11:00:00;46;2;63;3;3;0
2020-07-27 11:15:00;59;5;61;2;0;0
2020-07-27 11:30:00;64;1;74;6;1;3
2020-07-27 11:45:00;77;1;67;4;0;4
2020-07-27 12:00:00;64;2;52;7;6;13
2020-07-27 12:15:00;68;1;63;9;4;3
2020-07-27 12:30:00;68;0;50;1;1;0
2020-07-27 12:45:00;57;3;58;6;3;1
2020-07-27 13:00:00;69;2;71;3;13;13
2020-07-27 13:15:00;79;10;69;7;5;3
2020-07-27 13:30:00;84;11;103;5;15;8
2020-07-27 13:45:00;85;15;95;23;16;21
2020-07-27 14:00:00;128;8;97;33;29;9
2020-07-27 14:15:00;137;2;84;107;15;10
2020-07-27 14:30:00;130;3;60;147;3;9
2020-07-27 14:45:00;112;0;79;49;5;7
2020-07-27 15:00:00;115;2;72;34;20;9
2020-07-27 15:15:00;119;1;66;24;13;8
2020-07-27 15:30:00;99;2;57;19;7;3
2020-07-27 15:45:00;99;2;58;15;5;12
2020-07-27 16:00:00;126;2;58;13;0;19
2020-07-27 16:15:00;101;1;49;16;10;7
2020-07-27 16:30:00;97;2;57;12;15;5
2020-07-27 16:45:00;105;2;61;10;3;3
2020-07-27 17:00:00;94;3;57;10;2;3
2020-07-27 17:15:00;69;1;61;10;0;6
2020-07-27 17:30:00;68;0;49;7;0;0
2020-07-27 17:45:00;75;0;69;4;1;0
2020-07-27 18:00:00;62;0;48;2;0;0
2020-07-27 18:15:00;63;0;53;2;0;0
2020-07-27 18:30:00;51;0;39;4;0;3
2020-07-27 18:45:00;47;2;46;3;0;0
2020-07-27 19:00:00;51;0;26;2;0;0
2020-07-27 19:15:00;32;1;28;0;0;0
2020-07-27 19:30:00;27;1;27;1;0;0
2020-07-27 19:45:00;39;0;33;0;0;0
2020-07-27 20:00:00;50;1;35;1;0;0
2020-07-27 20:15:00;26;0;30;0;0;12
2020-07-27 20:30:00;33;2;29;0;2;0
2020-07-27 20:45:00;36;5;55;0;12;0
2020-07-27 21:00:00;40;4;100;0;5;1
2020-07-27 21:15:00;38;27;141;0;13;6
2020-07-27 21:30:00;25;13;89;21;12;11
2020-07-27 21:45:00;60;4;60;38;9;9
2020-07-27 22:00:00;79;5;26;24;1;2
2020-07-27 22:15:00;25;1;21;4;0;23
2020-07-27 22:30:00;19;1;6;0;0;0
2020-07-27 22:45:00;18;1;14;0;0;0
2020-07-27 23:00:00;19;1;11;3;0;0
2020-07-27 23:15:00;18;0;7;1;0;0
2020-07-27 23:30:00;8;0;7;1;0;0
2020-07-27 23:45:00;12;0;10;0;0;0
