DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-01-13 00:00:00;6;5;2;1;2;4;5;3;4;2;0;0;0;0
2020-01-13 00:15:00;10;3;0;0;1;3;3;2;2;1;0;0;0;0
2020-01-13 00:30:00;15;7;1;1;3;7;5;2;3;1;0;0;0;0
2020-01-13 00:45:00;3;4;1;2;1;4;4;1;0;0;0;0;0;0
2020-01-13 01:00:00;5;3;2;0;0;5;9;2;1;1;0;0;0;0
2020-01-13 01:15:00;1;3;1;0;1;0;3;2;0;0;0;0;0;0
2020-01-13 01:30:00;6;4;0;0;1;4;6;2;1;1;0;0;0;0
2020-01-13 01:45:00;2;2;2;0;2;7;5;0;0;0;0;0;0;0
2020-01-13 02:00:00;5;1;0;0;0;6;7;3;2;1;0;0;0;0
2020-01-13 02:15:00;0;4;0;0;1;1;3;1;0;0;0;0;0;0
2020-01-13 02:30:00;6;4;0;0;1;6;4;0;0;0;0;0;0;0
2020-01-13 02:45:00;6;1;1;2;2;2;1;0;0;1;0;0;0;0
2020-01-13 03:00:00;8;5;0;1;1;8;8;3;0;0;0;0;0;0
2020-01-13 03:15:00;0;1;0;2;3;4;8;2;0;1;0;0;0;0
2020-01-13 03:30:00;3;3;0;0;0;7;8;4;0;1;0;0;0;0
2020-01-13 03:45:00;4;2;0;2;0;10;6;3;1;0;0;0;0;0
2020-01-13 04:00:00;5;3;1;2;1;10;9;3;0;0;0;0;0;0
2020-01-13 04:15:00;14;7;1;2;2;7;7;6;1;2;0;0;0;0
2020-01-13 04:30:00;10;4;0;5;3;13;14;12;2;0;0;0;0;0
2020-01-13 04:45:00;17;6;1;1;5;12;9;7;3;1;0;0;0;0
2020-01-13 05:00:00;55;47;3;11;8;27;22;12;4;4;0;0;0;0
2020-01-13 05:15:00;60;44;0;7;19;26;27;15;7;2;0;0;0;0
2020-01-13 05:30:00;55;67;3;6;14;36;32;25;5;3;0;0;0;0
2020-01-13 05:45:00;54;64;3;27;25;28;25;22;7;6;0;0;0;0
2020-01-13 06:00:00;60;72;3;23;19;35;22;31;12;7;3;0;0;0
2020-01-13 06:15:00;71;95;10;15;27;45;35;43;12;6;0;0;0;0
2020-01-13 06:30:00;89;109;7;25;51;44;45;46;16;6;0;0;0;0
2020-01-13 06:45:00;94;115;12;44;48;71;62;49;16;10;0;0;1;0
2020-01-13 07:00:00;102;135;18;36;79;61;47;31;7;13;0;0;0;0
2020-01-13 07:15:00;120;150;26;43;99;77;80;42;21;19;10;0;1;0
2020-01-13 07:30:00;114;121;29;40;88;85;68;34;21;13;1;1;0;0
2020-01-13 07:45:00;105;127;24;57;94;92;95;47;16;17;0;0;2;0
2020-01-13 08:00:00;99;113;20;37;43;96;87;47;20;11;0;0;1;0
2020-01-13 08:15:00;95;109;23;35;55;67;79;37;19;14;0;0;0;0
2020-01-13 08:30:00;93;105;15;33;37;70;88;45;19;14;0;0;3;0
2020-01-13 08:45:00;86;95;26;48;45;92;89;52;23;13;0;0;0;0
2020-01-13 09:00:00;83;81;18;31;33;72;65;44;18;8;0;0;0;0
2020-01-13 09:15:00;83;79;25;28;44;75;75;32;8;11;0;0;1;0
2020-01-13 09:30:00;87;119;31;37;46;69;61;39;13;8;0;0;0;0
2020-01-13 09:45:00;81;75;32;47;41;103;104;51;13;7;0;0;0;0
2020-01-13 10:00:00;89;86;26;35;46;99;95;44;20;9;0;0;1;0
2020-01-13 10:15:00;81;79;29;44;41;96;92;48;19;8;0;0;0;0
2020-01-13 10:30:00;85;95;31;31;32;95;96;48;14;7;0;0;0;0
2020-01-13 10:45:00;74;63;17;36;45;91;103;62;15;5;0;0;0;0
2020-01-13 11:00:00;81;90;25;40;46;96;109;46;23;12;0;0;0;0
2020-01-13 11:15:00;79;95;22;44;43;109;124;47;17;6;0;4;0;0
2020-01-13 11:30:00;75;78;33;29;29;105;121;56;14;15;6;0;0;0
2020-01-13 11:45:00;78;71;29;42;33;97;111;44;23;12;1;0;0;0
2020-01-13 12:00:00;79;66;23;30;52;112;118;38;24;9;0;0;0;0
2020-01-13 12:15:00;83;79;23;38;36;100;125;35;16;12;13;0;2;1
2020-01-13 12:30:00;98;88;13;30;35;93;118;34;16;12;0;5;0;0
2020-01-13 12:45:00;79;88;28;39;28;104;121;45;13;6;0;0;2;0
2020-01-13 13:00:00;91;94;16;64;57;92;117;42;16;15;13;3;5;8
2020-01-13 13:15:00;92;96;17;42;44;97;122;46;16;7;1;0;0;0
2020-01-13 13:30:00;83;92;22;41;42;107;131;52;9;7;0;0;9;0
2020-01-13 13:45:00;93;97;28;29;43;101;127;34;14;14;6;0;6;0
2020-01-13 14:00:00;84;86;34;36;36;94;104;36;18;11;2;0;2;0
2020-01-13 14:15:00;82;81;26;39;34;109;131;46;15;7;0;0;0;0
2020-01-13 14:30:00;75;89;22;37;42;113;132;39;14;5;0;0;2;0
2020-01-13 14:45:00;85;92;30;44;36;133;145;66;18;13;1;0;0;0
2020-01-13 15:00:00;93;86;18;32;54;103;136;46;14;13;4;0;9;1
2020-01-13 15:15:00;99;109;32;42;38;121;148;43;21;12;9;0;0;18
2020-01-13 15:30:00;86;75;31;38;52;130;158;55;14;10;17;0;0;0
2020-01-13 15:45:00;82;91;32;43;50;145;150;52;24;13;0;0;7;0
2020-01-13 16:00:00;89;93;24;62;73;130;153;51;26;7;0;0;0;0
2020-01-13 16:15:00;86;79;31;38;47;155;177;39;20;10;0;3;1;1
2020-01-13 16:30:00;85;96;27;52;51;148;170;58;19;3;0;5;0;0
2020-01-13 16:45:00;94;86;23;47;56;144;165;71;26;14;2;4;4;1
2020-01-13 17:00:00;87;99;25;42;49;149;157;62;36;17;13;6;0;1
2020-01-13 17:15:00;96;97;22;42;45;143;154;56;15;13;2;0;6;2
2020-01-13 17:30:00;101;82;29;45;46;126;136;59;33;13;0;0;8;0
2020-01-13 17:45:00;91;88;23;51;52;134;140;71;25;4;3;0;12;0
2020-01-13 18:00:00;88;87;27;36;45;126;137;47;35;16;144;0;2;0
2020-01-13 18:15:00;97;82;27;39;42;119;136;40;18;8;0;0;2;0
2020-01-13 18:30:00;72;74;26;21;42;114;104;33;15;12;0;0;0;0
2020-01-13 18:45:00;68;61;24;26;39;86;87;40;12;10;2;0;1;0
2020-01-13 19:00:00;78;66;19;24;24;81;84;42;21;8;0;0;0;0
2020-01-13 19:15:00;52;51;16;24;32;70;86;25;6;4;2;0;0;1
2020-01-13 19:30:00;48;52;18;12;27;54;56;21;5;6;0;0;0;0
2020-01-13 19:45:00;49;46;13;17;30;61;64;21;10;9;1;0;0;2
2020-01-13 20:00:00;39;37;7;3;13;51;37;12;8;1;0;0;0;0
2020-01-13 20:15:00;38;37;10;12;10;72;64;22;3;4;0;0;0;0
2020-01-13 20:30:00;39;38;8;10;19;59;50;19;12;6;0;0;0;0
2020-01-13 20:45:00;39;37;11;16;24;46;39;26;5;11;0;0;0;0
2020-01-13 21:00:00;37;39;8;9;9;48;46;17;10;1;0;0;0;0
2020-01-13 21:15:00;42;27;8;8;15;60;42;17;3;1;0;0;0;0
2020-01-13 21:30:00;20;23;4;13;11;46;37;15;6;2;0;0;0;0
2020-01-13 21:45:00;25;14;1;11;10;59;54;19;3;5;0;0;0;0
2020-01-13 22:00:00;20;25;7;5;7;58;67;16;4;3;0;0;0;0
2020-01-13 22:15:00;23;15;5;9;7;79;76;26;5;2;0;0;0;0
2020-01-13 22:30:00;16;10;5;3;3;47;39;18;3;8;0;0;0;0
2020-01-13 22:45:00;15;12;9;7;9;32;31;14;10;3;0;0;0;0
2020-01-13 23:00:00;9;5;1;2;3;26;26;12;1;2;0;0;0;0
2020-01-13 23:15:00;13;5;8;4;3;24;28;14;4;2;0;0;0;0
2020-01-13 23:30:00;6;8;3;1;2;14;13;7;3;0;0;0;0;0
2020-01-13 23:45:00;2;4;4;2;4;14;10;6;4;4;0;0;0;0
