DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-10-22 00:00:00;8;1;0;1;6;3;5;1;0;2;4;1;0
2020-10-22 00:15:00;3;2;2;1;3;10;9;2;2;2;1;0;2
2020-10-22 00:30:00;2;1;1;1;1;6;5;1;1;2;4;4;1
2020-10-22 00:45:00;4;1;2;1;1;4;7;6;4;3;1;0;2
2020-10-22 01:00:00;6;1;2;1;0;3;4;2;1;11;9;1;2
2020-10-22 01:15:00;6;3;1;3;1;3;2;1;2;1;2;0;1
2020-10-22 01:30:00;5;2;2;0;1;5;7;3;1;1;4;0;2
2020-10-22 01:45:00;4;1;0;0;1;7;6;3;3;4;2;0;0
2020-10-22 02:00:00;2;1;0;1;2;6;6;1;0;0;1;2;0
2020-10-22 02:15:00;4;1;0;0;2;9;5;3;1;1;1;0;0
2020-10-22 02:30:00;2;0;0;0;3;12;9;0;0;2;1;0;0
2020-10-22 02:45:00;1;0;0;0;1;6;3;1;0;4;4;1;0
2020-10-22 03:00:00;13;4;1;0;0;8;7;0;0;1;1;0;1
2020-10-22 03:15:00;5;0;0;3;3;6;4;1;0;1;2;0;0
2020-10-22 03:30:00;5;0;0;0;0;10;12;1;0;1;2;0;0
2020-10-22 03:45:00;5;0;2;0;3;8;7;4;3;2;1;1;2
2020-10-22 04:00:00;11;2;0;1;3;7;3;0;0;0;3;2;0
2020-10-22 04:15:00;1;0;2;2;3;15;10;3;3;3;2;0;2
2020-10-22 04:30:00;11;3;2;3;6;21;16;3;2;2;2;1;2
2020-10-22 04:45:00;20;4;4;5;13;21;14;3;3;3;2;0;3
2020-10-22 05:00:00;25;12;2;4;11;19;29;4;2;2;2;0;2
2020-10-22 05:15:00;25;10;4;23;21;34;27;12;4;4;5;0;4
2020-10-22 05:30:00;28;20;5;20;35;41;33;12;6;6;4;2;5
2020-10-22 05:45:00;30;29;7;19;20;55;55;21;14;11;2;0;7
2020-10-22 06:00:00;34;22;10;24;27;47;52;12;6;3;1;1;9
2020-10-22 06:15:00;55;43;8;28;40;70;84;33;18;15;4;1;7
2020-10-22 06:30:00;50;46;12;48;40;82;96;52;38;28;11;2;12
2020-10-22 06:45:00;58;50;12;65;53;102;130;63;56;41;11;4;10
2020-10-22 07:00:00;65;65;16;35;49;79;88;48;35;26;24;9;14
2020-10-22 07:15:00;76;94;19;52;56;103;111;54;41;38;22;7;18
2020-10-22 07:30:00;62;61;25;56;67;100;115;61;50;45;30;12;21
