DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-12-07 00:00:00;0;4;0;1;0;0;0;2;0;0;0;0;0
2020-12-07 00:15:00;1;3;3;3;0;0;0;1;0;0;0;0;0
2020-12-07 00:30:00;0;0;0;0;1;2;1;2;0;0;0;0;0
2020-12-07 00:45:00;0;1;0;0;1;1;1;0;0;0;0;0;0
2020-12-07 01:00:00;0;0;0;0;0;0;0;4;0;0;0;0;0
2020-12-07 01:15:00;0;1;0;0;0;0;0;1;0;0;0;0;0
2020-12-07 01:30:00;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 01:45:00;0;0;3;3;0;0;0;0;0;0;0;0;0
2020-12-07 02:00:00;0;0;0;0;1;0;1;0;0;0;0;0;0
2020-12-07 02:15:00;1;1;1;1;0;0;0;0;0;0;0;0;0
2020-12-07 02:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-07 02:45:00;0;2;0;0;0;0;0;1;0;0;0;0;0
2020-12-07 03:00:00;0;1;1;1;0;0;0;1;0;0;0;0;0
2020-12-07 03:15:00;0;0;0;0;0;0;0;3;0;0;0;0;0
2020-12-07 03:30:00;1;1;1;0;0;0;0;2;0;0;0;0;0
2020-12-07 03:45:00;2;2;1;1;1;0;1;1;0;0;0;0;0
2020-12-07 04:00:00;0;0;1;2;0;1;0;5;0;0;0;0;0
2020-12-07 04:15:00;0;2;3;2;1;0;0;4;0;0;0;0;0
2020-12-07 04:30:00;1;4;8;8;0;1;0;1;0;0;0;0;0
2020-12-07 04:45:00;0;9;24;24;1;3;1;11;0;0;0;0;0
2020-12-07 05:00:00;5;20;31;30;5;3;5;40;0;0;0;0;0
2020-12-07 05:15:00;6;67;89;93;15;6;14;71;0;0;0;0;0
2020-12-07 05:30:00;7;68;103;99;11;14;12;80;0;0;0;0;0
2020-12-07 05:45:00;8;80;54;55;11;8;13;86;0;0;0;0;0
2020-12-07 06:00:00;4;41;23;23;20;10;18;54;0;0;0;0;0
2020-12-07 06:15:00;9;63;41;43;16;13;14;61;0;0;0;0;0
2020-12-07 06:30:00;7;67;42;42;11;17;13;91;0;0;0;0;0
2020-12-07 06:45:00;8;74;46;45;16;22;14;111;0;0;0;0;0
2020-12-07 07:00:00;6;60;38;39;21;11;20;91;0;0;0;0;0
2020-12-07 07:15:00;7;60;29;30;10;14;10;143;0;0;0;0;0
2020-12-07 07:30:00;4;54;42;41;19;34;17;126;0;0;0;0;0
2020-12-07 07:45:00;6;79;48;50;29;38;30;85;0;0;0;0;0
2020-12-07 08:00:00;8;46;34;35;23;21;22;85;0;0;0;0;0
2020-12-07 08:15:00;3;55;32;33;9;14;8;70;0;0;0;0;0
2020-12-07 08:30:00;3;40;37;37;11;27;12;76;0;0;0;0;0
2020-12-07 08:45:00;5;31;25;25;18;23;17;54;0;0;0;0;0
2020-12-07 09:00:00;6;30;20;20;17;12;16;57;0;0;0;0;0
2020-12-07 09:15:00;2;35;23;23;8;19;8;58;0;0;0;0;0
2020-12-07 09:30:00;2;48;25;26;19;15;18;44;0;0;0;0;0
2020-12-07 09:45:00;4;35;15;15;17;20;16;47;0;0;0;0;0
2020-12-07 10:00:00;2;42;21;21;17;19;16;42;0;0;0;0;0
2020-12-07 10:15:00;2;35;22;22;13;17;12;48;0;0;0;0;0
2020-12-07 10:30:00;5;43;17;20;16;18;15;50;0;0;0;0;0
2020-12-07 10:45:00;2;35;27;26;22;16;22;40;0;0;0;0;0
2020-12-07 11:00:00;4;50;22;24;15;28;15;49;0;0;0;0;0
2020-12-07 11:15:00;3;47;19;19;10;24;11;46;0;0;0;0;0
2020-12-07 11:30:00;3;46;31;32;21;21;20;57;0;0;0;0;0
2020-12-07 11:45:00;3;38;21;21;18;22;18;52;0;0;0;0;0
2020-12-07 12:00:00;2;56;24;27;26;20;26;54;0;0;0;0;0
2020-12-07 12:15:00;4;56;28;27;17;21;17;36;0;0;0;0;0
2020-12-07 12:30:00;3;47;30;28;18;23;18;67;0;0;0;0;0
2020-12-07 12:45:00;0;63;35;35;19;22;19;68;0;0;0;0;0
2020-12-07 13:00:00;3;89;44;46;26;24;27;57;0;0;0;0;0
2020-12-07 13:15:00;6;102;58;59;26;28;25;77;0;0;0;0;0
2020-12-07 13:30:00;7;91;100;102;28;35;28;85;0;0;0;0;0
2020-12-07 13:45:00;11;105;88;87;40;39;38;95;0;0;0;0;0
2020-12-07 14:00:00;4;118;58;58;45;100;46;126;0;0;0;0;0
2020-12-07 14:15:00;3;71;33;33;65;156;70;111;0;0;0;0;0
2020-12-07 14:30:00;0;69;30;32;26;66;22;116;0;0;0;0;0
2020-12-07 14:45:00;2;72;18;20;30;52;31;106;0;0;0;0;0
2020-12-07 15:00:00;7;68;20;19;31;46;31;100;0;0;0;0;0
2020-12-07 15:15:00;3;92;33;35;20;56;22;122;0;0;0;0;0
2020-12-07 15:30:00;2;87;20;26;35;36;36;69;0;0;0;0;0
2020-12-07 15:45:00;2;71;19;20;30;37;27;72;0;0;0;0;0
2020-12-07 16:00:00;2;89;25;27;24;40;25;66;0;0;0;0;0
2020-12-07 16:15:00;2;80;15;16;26;40;23;54;0;0;0;0;0
2020-12-07 16:30:00;0;89;21;23;26;40;26;64;0;0;0;0;0
2020-12-07 16:45:00;1;66;24;27;19;28;19;60;0;0;0;0;0
2020-12-07 17:00:00;1;77;18;20;27;29;26;42;0;0;0;0;0
2020-12-07 17:15:00;2;85;15;16;20;36;18;52;0;0;0;0;0
2020-12-07 17:30:00;3;62;8;9;18;28;18;55;0;0;0;0;0
2020-12-07 17:45:00;2;52;17;19;18;28;16;53;0;0;0;0;0
2020-12-07 18:00:00;3;43;12;12;6;21;5;49;0;0;0;0;0
2020-12-07 18:15:00;2;58;14;15;8;20;5;42;0;0;0;0;0
2020-12-07 18:30:00;1;31;10;10;14;12;15;34;0;0;0;0;0
2020-12-07 18:45:00;0;39;8;8;15;11;14;40;0;0;0;0;0
2020-12-07 19:00:00;1;28;9;11;10;10;11;26;0;0;0;0;0
2020-12-07 19:15:00;1;32;9;10;10;6;7;30;0;0;0;0;0
2020-12-07 19:30:00;1;33;8;8;9;8;9;24;0;0;0;0;0
2020-12-07 19:45:00;2;18;7;7;8;10;6;17;0;0;0;0;0
2020-12-07 20:00:00;0;24;4;3;6;6;5;19;0;0;0;0;0
2020-12-07 20:15:00;1;20;10;10;4;10;4;13;0;0;0;0;0
2020-12-07 20:30:00;0;17;10;10;7;6;6;20;0;0;0;0;0
2020-12-07 20:45:00;1;25;38;39;6;8;7;28;0;0;0;0;0
2020-12-07 21:00:00;4;48;62;65;13;8;12;66;0;0;0;0;0
2020-12-07 21:15:00;5;56;84;85;11;3;9;63;0;0;0;0;0
2020-12-07 21:30:00;1;30;84;79;10;14;9;49;0;0;0;0;0
2020-12-07 21:45:00;2;39;23;23;43;102;51;34;0;0;0;0;0
2020-12-07 22:00:00;3;48;24;24;64;144;68;85;0;0;0;0;0
2020-12-07 22:15:00;2;18;10;10;16;34;12;27;0;0;0;0;0
2020-12-07 22:30:00;0;8;5;5;7;10;5;14;0;0;0;0;0
2020-12-07 22:45:00;1;7;2;1;6;6;5;10;0;0;0;0;0
2020-12-07 23:00:00;0;9;3;3;5;4;5;5;0;0;0;0;0
2020-12-07 23:15:00;0;4;2;1;2;6;0;2;0;0;0;0;0
2020-12-07 23:30:00;0;2;4;4;5;4;2;3;0;0;0;0;0
2020-12-07 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
