DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-06-07 00:00:00;27;19;0;0;0;16;12;0;0
2020-06-07 00:15:00;28;32;2;2;0;32;24;0;0
2020-06-07 00:30:00;32;20;0;0;0;28;18;0;0
2020-06-07 00:45:00;29;16;0;0;0;28;16;0;0
2020-06-07 01:00:00;18;15;0;0;0;21;13;0;2
2020-06-07 01:15:00;23;11;0;0;0;16;14;0;0
2020-06-07 01:30:00;13;15;0;0;1;20;14;0;0
2020-06-07 01:45:00;17;11;0;1;0;9;5;0;0
2020-06-07 02:00:00;10;12;1;0;0;13;10;0;0
2020-06-07 02:15:00;13;8;0;0;0;12;6;0;0
2020-06-07 02:30:00;8;6;0;0;0;7;5;0;0
2020-06-07 02:45:00;12;8;0;0;0;13;7;0;0
2020-06-07 03:00:00;10;5;0;0;0;4;4;0;0
2020-06-07 03:15:00;6;8;0;0;0;7;2;0;0
2020-06-07 03:30:00;5;4;0;0;0;11;6;0;0
2020-06-07 03:45:00;4;6;0;1;1;5;2;0;0
2020-06-07 04:00:00;3;4;0;0;0;5;3;0;0
2020-06-07 04:15:00;6;5;0;0;0;10;3;0;0
2020-06-07 04:30:00;4;2;1;0;1;7;3;0;0
2020-06-07 04:45:00;6;3;0;0;0;5;2;0;0
2020-06-07 05:00:00;5;3;1;0;0;10;2;0;0
2020-06-07 05:15:00;8;9;0;0;0;14;3;0;0
2020-06-07 05:30:00;5;3;0;0;0;18;11;0;0
2020-06-07 05:45:00;14;5;0;0;0;10;10;0;1
2020-06-07 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 06:15:00;11;9;0;0;0;9;10;0;1
2020-06-07 06:30:00;12;6;0;0;0;7;6;0;0
2020-06-07 06:45:00;9;8;0;0;0;9;8;0;0
2020-06-07 07:00:00;7;4;0;0;0;14;2;0;0
2020-06-07 07:15:00;18;7;0;0;0;6;2;0;0
2020-06-07 07:30:00;4;6;0;0;0;6;6;0;0
2020-06-07 07:45:00;15;9;0;0;0;12;9;0;1
2020-06-07 08:00:00;9;9;0;0;0;8;7;0;0
2020-06-07 08:15:00;16;9;0;0;0;14;11;0;0
2020-06-07 08:30:00;13;5;1;1;0;7;14;0;0
2020-06-07 08:45:00;24;11;1;0;0;12;10;0;0
2020-06-07 09:00:00;16;15;1;2;1;15;13;0;0
2020-06-07 09:15:00;21;18;0;0;0;24;17;0;0
2020-06-07 09:30:00;28;20;0;0;0;22;20;0;0
2020-06-07 09:45:00;39;28;2;1;1;37;38;0;2
2020-06-07 10:00:00;38;29;1;3;0;34;26;0;1
2020-06-07 10:15:00;41;34;1;2;0;33;23;0;0
2020-06-07 10:30:00;34;34;0;1;0;38;34;0;0
2020-06-07 10:45:00;42;45;1;2;0;49;31;11;0
2020-06-07 11:00:00;51;39;1;0;2;43;30;12;0
2020-06-07 11:15:00;63;50;1;0;0;47;34;0;0
2020-06-07 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 11:45:00;67;47;1;3;1;49;47;0;3
2020-06-07 12:00:00;52;46;0;4;1;66;52;0;0
2020-06-07 12:15:00;65;50;1;1;0;53;46;0;0
2020-06-07 12:30:00;50;48;0;0;0;51;46;0;1
2020-06-07 12:45:00;62;58;2;1;1;59;49;0;0
2020-06-07 13:00:00;48;45;1;1;1;61;50;0;0
2020-06-07 13:15:00;73;75;5;4;4;55;52;0;2
2020-06-07 13:30:00;45;44;1;2;4;49;54;0;0
2020-06-07 13:45:00;69;60;1;2;2;70;54;0;2
2020-06-07 14:00:00;76;41;1;1;3;64;50;0;1
2020-06-07 14:15:00;68;64;0;4;1;72;57;0;1
2020-06-07 14:30:00;60;66;2;1;0;66;55;0;1
2020-06-07 14:45:00;70;67;3;6;5;72;58;0;1
2020-06-07 15:00:00;65;51;2;2;1;53;40;0;2
2020-06-07 15:15:00;78;61;0;6;1;65;57;0;1
2020-06-07 15:30:00;44;44;0;2;1;60;53;0;2
2020-06-07 15:45:00;78;69;1;1;2;65;39;0;2
2020-06-07 16:00:00;59;51;1;6;1;55;42;0;1
2020-06-07 16:15:00;88;62;2;3;0;75;57;0;1
2020-06-07 16:30:00;65;47;1;3;1;67;42;0;1
2020-06-07 16:45:00;85;80;3;2;0;76;63;0;1
2020-06-07 17:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-07 17:15:00;72;55;0;4;7;68;51;0;0
2020-06-07 17:30:00;55;54;0;3;0;63;58;0;2
2020-06-07 17:45:00;58;60;2;4;2;71;69;0;3
2020-06-07 18:00:00;77;38;2;6;2;61;57;0;1
2020-06-07 18:15:00;78;69;1;1;0;65;72;0;0
2020-06-07 18:30:00;56;56;0;0;0;66;48;0;0
2020-06-07 18:45:00;64;47;0;3;1;76;48;0;1
2020-06-07 19:00:00;50;40;0;5;1;68;46;0;1
2020-06-07 19:15:00;52;44;1;1;2;61;46;0;3
2020-06-07 19:30:00;53;45;0;0;0;51;45;0;1
2020-06-07 19:45:00;58;33;0;1;1;76;50;0;2
2020-06-07 20:00:00;49;41;0;1;1;50;40;0;0
2020-06-07 20:15:00;65;49;2;0;0;69;59;0;1
2020-06-07 20:30:00;54;44;4;2;1;58;43;0;1
2020-06-07 20:45:00;53;43;0;1;2;62;51;0;0
2020-06-07 21:00:00;48;39;2;1;2;42;38;0;0
2020-06-07 21:15:00;51;34;1;2;1;49;40;0;0
2020-06-07 21:30:00;50;35;2;3;2;54;33;0;1
2020-06-07 21:45:00;54;40;1;2;1;46;29;0;0
2020-06-07 22:00:00;42;41;2;0;0;30;25;0;0
2020-06-07 22:15:00;53;40;2;5;3;30;32;0;0
2020-06-07 22:30:00;32;29;0;0;0;31;18;0;3
2020-06-07 22:45:00;29;16;1;1;1;32;21;0;0
2020-06-07 23:00:00;26;14;0;1;0;20;17;0;0
2020-06-07 23:15:00;32;15;1;1;1;22;9;0;0
2020-06-07 23:30:00;12;11;0;3;0;18;9;0;0
2020-06-07 23:45:00;18;12;0;0;0;24;11;0;0
