DATUM;1(DA1);2(DRES);3(DC1);4(DD1);5(TARDB);6(TARDD);7(TAFGA);8(TAFGC);9(TAFBA);10(TAFBC);11(TAFBD);12(TARES)
2020-12-11 00:00:00;2;0;2;1;0;0;0;0;0;0;0;0
2020-12-11 00:15:00;11;0;3;4;0;0;0;0;0;0;0;0
2020-12-11 00:30:00;3;0;5;2;0;0;0;0;0;0;0;0
2020-12-11 00:45:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:00:00;3;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:15:00;1;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:30:00;2;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 01:45:00;1;0;1;1;0;0;0;0;0;0;0;0
2020-12-11 02:00:00;1;0;2;0;0;0;0;0;0;0;0;0
2020-12-11 02:15:00;3;0;1;0;0;0;0;0;0;0;0;0
2020-12-11 02:30:00;2;0;1;1;0;0;0;0;0;0;0;0
2020-12-11 02:45:00;2;0;3;0;0;0;0;0;0;0;0;0
2020-12-11 03:00:00;1;0;0;0;0;0;0;0;0;0;0;0
2020-12-11 03:15:00;1;0;4;0;0;0;0;0;0;0;0;0
2020-12-11 03:30:00;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-11 03:45:00;1;0;4;1;0;0;0;0;0;0;0;0
2020-12-11 04:00:00;3;0;4;2;0;0;0;0;0;0;0;0
2020-12-11 04:15:00;9;0;2;1;0;0;0;0;0;0;0;0
2020-12-11 04:30:00;6;0;6;1;0;0;0;0;0;0;0;0
2020-12-11 04:45:00;8;0;13;4;0;0;0;0;0;0;0;0
2020-12-11 05:00:00;5;0;22;3;0;0;0;0;0;0;0;0
2020-12-11 05:15:00;14;0;26;6;0;0;0;0;0;0;0;0
2020-12-11 05:30:00;22;0;50;9;0;0;0;0;0;0;0;0
2020-12-11 05:45:00;36;0;22;6;0;0;0;0;0;0;0;0
2020-12-11 06:00:00;41;0;25;7;0;0;0;0;0;0;0;0
2020-12-11 06:15:00;49;0;58;10;0;1;1;0;0;0;0;0
2020-12-11 06:30:00;33;0;86;14;0;1;0;4;0;0;0;0
2020-12-11 06:45:00;32;0;62;12;0;0;2;0;0;0;0;0
2020-12-11 07:00:00;25;0;91;16;7;1;0;8;0;0;0;0
2020-12-11 07:15:00;61;0;124;24;3;1;11;0;0;0;0;0
2020-12-11 07:30:00;52;0;123;36;17;0;11;0;0;0;0;0
2020-12-11 07:45:00;80;0;120;39;1;0;7;0;0;0;0;0
2020-12-11 08:00:00;61;0;83;12;1;0;4;0;0;0;0;0
2020-12-11 08:15:00;47;0;74;18;0;0;0;1;0;0;0;0
2020-12-11 08:30:00;54;0;88;23;1;0;1;0;0;0;0;0
2020-12-11 08:45:00;43;0;85;25;0;1;0;0;0;0;0;0
2020-12-11 09:00:00;51;0;67;19;0;0;1;0;0;0;0;0
2020-12-11 09:15:00;57;0;77;18;6;0;0;0;0;0;0;0
2020-12-11 09:30:00;48;0;89;22;1;0;1;0;0;0;0;0
2020-12-11 09:45:00;62;0;77;25;6;0;3;0;0;0;0;0
2020-12-11 10:00:00;62;0;73;26;1;0;5;0;1;0;0;0
2020-12-11 10:15:00;65;0;71;24;3;0;3;0;0;0;0;0
2020-12-11 10:30:00;79;0;75;19;4;0;1;0;0;0;0;0
2020-12-11 10:45:00;73;0;75;26;0;0;5;0;0;0;0;0
2020-12-11 11:00:00;89;0;77;22;0;0;1;0;0;0;0;0
2020-12-11 11:15:00;62;0;81;31;2;0;1;0;0;0;0;0
2020-12-11 11:30:00;61;0;77;27;1;1;1;7;0;0;0;0
2020-12-11 11:45:00;69;0;80;29;7;0;0;0;0;0;0;0
2020-12-11 12:00:00;100;0;82;25;1;0;3;1;0;0;0;0
2020-12-11 12:15:00;96;0;81;22;0;0;22;0;0;0;0;0
2020-12-11 12:30:00;77;0;93;29;0;0;9;0;0;0;0;0
2020-12-11 12:45:00;79;0;100;34;1;1;4;0;0;0;0;0
2020-12-11 13:00:00;75;0;79;28;0;0;19;3;2;0;0;0
2020-12-11 13:15:00;86;0;83;32;1;0;1;0;0;0;5;0
2020-12-11 13:30:00;84;0;95;25;11;0;34;0;1;0;0;0
2020-12-11 13:45:00;82;0;81;22;10;0;3;0;0;0;0;0
2020-12-11 14:00:00;87;0;98;28;7;0;0;0;0;0;0;0
2020-12-11 14:15:00;100;0;102;28;0;1;7;1;0;0;0;0
2020-12-11 14:30:00;79;0;110;36;6;0;7;0;0;0;0;0
2020-12-11 14:45:00;80;0;81;23;0;0;3;6;0;0;0;0
2020-12-11 15:00:00;100;0;97;24;3;0;9;0;0;0;0;0
2020-12-11 15:15:00;80;0;91;33;6;0;15;0;0;0;0;0
2020-12-11 15:30:00;82;0;104;24;1;0;16;1;0;0;0;0
2020-12-11 15:45:00;101;0;78;34;0;1;2;0;2;0;0;0
2020-12-11 16:00:00;75;0;93;30;3;0;4;4;0;0;0;0
2020-12-11 16:15:00;83;0;70;31;15;0;6;0;0;0;0;0
2020-12-11 16:30:00;72;0;79;26;4;0;0;0;0;0;0;0
2020-12-11 16:45:00;77;0;90;34;6;0;0;0;0;0;0;0
2020-12-11 17:00:00;82;0;88;26;4;0;1;0;0;0;0;0
2020-12-11 17:15:00;67;0;65;24;1;0;37;0;0;0;0;0
2020-12-11 17:30:00;82;0;87;23;0;1;0;0;0;0;0;0
2020-12-11 17:45:00;72;0;69;20;2;0;1;0;0;0;0;0
2020-12-11 18:00:00;58;0;67;21;0;0;1;0;0;0;0;0
2020-12-11 18:15:00;60;0;63;22;1;0;2;0;0;0;0;0
2020-12-11 18:30:00;47;0;45;27;0;0;0;0;0;0;1;0
2020-12-11 18:45:00;43;0;38;18;0;0;2;0;0;0;0;0
2020-12-11 19:00:00;44;0;51;24;0;0;4;0;0;0;0;0
2020-12-11 19:15:00;50;0;40;14;2;0;2;1;0;0;0;0
2020-12-11 19:30:00;39;0;32;21;0;0;0;0;0;0;0;0
2020-12-11 19:45:00;34;0;36;14;0;0;0;0;0;0;0;0
2020-12-11 20:00:00;27;0;23;13;0;0;13;0;0;0;0;0
2020-12-11 20:15:00;28;0;29;14;0;0;4;0;0;0;0;0
2020-12-11 20:30:00;32;0;36;9;0;0;1;0;0;0;0;0
2020-12-11 20:45:00;34;0;32;15;0;4;0;0;0;0;0;0
2020-12-11 21:00:00;17;0;37;12;0;0;0;0;0;0;0;0
2020-12-11 21:15:00;25;0;32;20;0;0;0;0;0;0;0;0
2020-12-11 21:30:00;14;0;24;8;0;0;0;0;0;0;0;0
2020-12-11 21:45:00;10;0;12;4;0;0;0;0;0;0;0;0
2020-12-11 22:00:00;23;0;23;5;3;0;0;0;0;0;0;0
2020-12-11 22:15:00;32;0;18;10;0;0;0;0;0;0;0;0
2020-12-11 22:30:00;15;0;32;9;0;0;9;0;0;0;0;0
2020-12-11 22:45:00;11;0;18;4;0;0;0;0;0;0;0;0
2020-12-11 23:00:00;7;0;2;1;0;0;0;0;0;0;0;0
2020-12-11 23:15:00;5;0;9;0;0;0;0;0;0;0;0;0
2020-12-11 23:30:00;3;0;8;3;0;0;0;0;0;0;0;0
2020-12-11 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
