DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-06-01 00:00:00;14;15;12;6;0;0;0
2020-06-01 00:15:00;15;9;24;4;0;1;0
2020-06-01 00:30:00;15;16;15;4;1;0;0
2020-06-01 00:45:00;22;12;15;4;0;0;0
2020-06-01 01:00:00;10;12;23;3;1;0;0
2020-06-01 01:15:00;10;11;12;2;0;0;0
2020-06-01 01:30:00;10;8;10;6;0;0;0
2020-06-01 01:45:00;5;2;12;0;1;0;0
2020-06-01 02:00:00;4;3;9;2;0;0;0
2020-06-01 02:15:00;10;6;13;2;1;0;0
2020-06-01 02:30:00;9;4;7;1;0;0;0
2020-06-01 02:45:00;6;4;6;1;0;0;0
2020-06-01 03:00:00;4;1;9;0;0;0;0
2020-06-01 03:15:00;4;6;5;0;0;1;0
2020-06-01 03:30:00;0;1;9;0;0;0;0
2020-06-01 03:45:00;3;3;5;0;0;0;0
2020-06-01 04:00:00;2;0;2;1;0;0;0
2020-06-01 04:15:00;4;2;4;3;0;0;0
2020-06-01 04:30:00;5;0;4;0;1;0;0
2020-06-01 04:45:00;3;0;1;0;0;0;1
2020-06-01 05:00:00;6;7;10;0;1;0;0
2020-06-01 05:15:00;13;6;5;2;1;0;0
2020-06-01 05:30:00;7;2;8;2;0;0;0
2020-06-01 05:45:00;15;5;13;3;0;0;0
2020-06-01 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 06:15:00;9;13;17;4;2;0;0
2020-06-01 06:30:00;10;6;16;1;1;0;0
2020-06-01 06:45:00;10;5;14;1;0;0;0
2020-06-01 07:00:00;17;15;19;2;3;0;0
2020-06-01 07:15:00;17;6;25;5;0;1;0
2020-06-01 07:30:00;24;9;30;7;0;0;0
2020-06-01 07:45:00;16;11;26;8;0;0;0
2020-06-01 08:00:00;12;14;26;5;1;0;0
2020-06-01 08:15:00;29;18;42;11;3;0;0
2020-06-01 08:30:00;34;19;47;14;2;1;0
2020-06-01 08:45:00;46;28;65;21;2;0;0
2020-06-01 09:00:00;35;17;59;20;1;0;0
2020-06-01 09:15:00;51;33;80;25;5;0;1
2020-06-01 09:30:00;43;23;66;31;1;0;0
2020-06-01 09:45:00;91;45;88;38;2;2;0
2020-06-01 10:00:00;49;41;77;41;6;0;1
2020-06-01 10:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 10:30:00;58;41;105;35;1;1;0
2020-06-01 10:45:00;78;71;105;40;2;0;0
2020-06-01 11:00:00;61;36;103;52;4;1;0
2020-06-01 11:15:00;85;53;111;54;1;1;0
2020-06-01 11:30:00;70;71;96;47;1;0;1
2020-06-01 11:45:00;110;63;121;63;0;0;0
2020-06-01 12:00:00;95;58;103;36;6;2;0
2020-06-01 12:15:00;110;78;129;49;5;1;1
2020-06-01 12:30:00;89;63;93;40;4;0;0
2020-06-01 12:45:00;87;60;145;48;2;0;0
2020-06-01 13:00:00;98;65;126;50;3;1;0
2020-06-01 13:15:00;118;84;127;50;4;1;1
2020-06-01 13:30:00;111;77;115;56;5;1;0
2020-06-01 13:45:00;122;90;151;57;7;1;0
2020-06-01 14:00:00;104;78;113;55;4;0;0
2020-06-01 14:15:00;127;76;152;68;7;2;0
2020-06-01 14:30:00;116;82;110;47;4;0;0
2020-06-01 14:45:00;137;109;141;70;6;2;0
2020-06-01 15:00:00;97;67;116;61;3;1;0
2020-06-01 15:15:00;121;93;126;67;4;0;0
2020-06-01 15:30:00;96;90;129;52;5;0;0
2020-06-01 15:45:00;116;73;131;71;3;0;0
2020-06-01 16:00:00;106;64;118;55;1;0;0
2020-06-01 16:15:00;124;77;128;69;6;1;0
2020-06-01 16:30:00;105;76;113;56;4;0;0
2020-06-01 16:45:00;130;84;154;83;7;1;0
2020-06-01 17:00:00;127;85;122;63;5;0;0
2020-06-01 17:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-01 17:30:00;119;93;134;71;10;0;0
2020-06-01 17:45:00;95;78;144;69;1;0;0
2020-06-01 18:00:00;130;96;136;73;3;0;0
2020-06-01 18:15:00;124;91;151;57;13;0;0
2020-06-01 18:30:00;125;76;116;62;5;2;1
2020-06-01 18:45:00;128;107;149;68;8;1;1
2020-06-01 19:00:00;109;80;120;49;6;1;0
2020-06-01 19:15:00;115;91;135;59;5;0;0
2020-06-01 19:30:00;108;87;110;59;5;0;1
2020-06-01 19:45:00;97;66;131;53;6;0;0
2020-06-01 20:00:00;84;64;104;42;3;0;0
2020-06-01 20:15:00;97;75;123;41;3;1;0
2020-06-01 20:30:00;85;61;95;38;6;0;0
2020-06-01 20:45:00;100;72;94;39;4;0;2
2020-06-01 21:00:00;78;54;80;34;2;0;0
2020-06-01 21:15:00;80;68;84;39;4;0;0
2020-06-01 21:30:00;76;60;62;31;3;0;1
2020-06-01 21:45:00;64;42;84;34;5;1;0
2020-06-01 22:00:00;64;42;70;20;0;2;1
2020-06-01 22:15:00;45;40;70;26;3;0;0
2020-06-01 22:30:00;45;27;42;20;2;1;0
2020-06-01 22:45:00;27;26;61;19;0;2;1
2020-06-01 23:00:00;37;17;32;8;2;0;1
2020-06-01 23:15:00;29;15;38;8;2;0;3
2020-06-01 23:30:00;19;12;14;4;5;3;0
2020-06-01 23:45:00;20;11;25;4;1;2;1
