DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2020-02-25 00:00:00;0;7;3;9;3;0;0;0;0;0;0;0;0
2020-02-25 00:15:00;0;7;3;7;2;0;0;0;0;0;0;0;0
2020-02-25 00:30:00;0;10;4;10;2;0;0;0;0;0;0;0;0
2020-02-25 00:45:00;1;5;3;10;5;0;0;0;0;0;0;0;0
2020-02-25 01:00:00;0;6;3;4;6;1;1;1;0;0;0;0;0
2020-02-25 01:15:00;0;6;3;10;2;0;0;0;0;0;0;0;0
2020-02-25 01:30:00;1;5;0;9;3;0;0;0;0;0;0;0;0
2020-02-25 01:45:00;0;8;1;5;5;0;1;1;0;0;0;0;0
2020-02-25 02:00:00;0;6;2;3;4;1;0;0;0;0;0;0;0
2020-02-25 02:15:00;0;4;0;2;1;0;0;0;0;0;0;0;0
2020-02-25 02:30:00;0;6;3;2;1;1;0;0;0;0;0;0;0
2020-02-25 02:45:00;1;4;3;8;4;0;0;1;0;0;0;0;0
2020-02-25 03:00:00;0;5;2;9;2;0;1;2;0;0;0;0;0
2020-02-25 03:15:00;0;4;0;6;3;0;0;0;0;0;0;0;0
2020-02-25 03:30:00;0;5;2;5;4;0;0;0;0;0;0;0;0
2020-02-25 03:45:00;1;6;1;12;1;1;1;1;0;0;0;0;0
2020-02-25 04:00:00;0;16;1;5;3;1;0;0;0;0;0;0;0
2020-02-25 04:15:00;2;10;3;11;3;0;0;0;0;0;0;0;0
2020-02-25 04:30:00;1;16;6;23;0;1;1;3;0;0;0;0;0
2020-02-25 04:45:00;2;23;7;33;14;2;1;2;0;0;0;0;0
2020-02-25 05:00:00;0;27;17;82;42;3;0;0;0;0;0;0;0
2020-02-25 05:15:00;1;46;30;128;94;1;0;2;0;0;0;0;0
2020-02-25 05:30:00;1;47;49;110;117;1;0;5;0;0;0;0;0
2020-02-25 05:45:00;17;89;60;110;116;4;0;0;0;0;0;0;0
2020-02-25 06:00:00;14;93;68;111;107;7;10;10;0;0;0;0;0
2020-02-25 06:15:00;11;89;76;125;120;5;10;13;0;0;0;0;0
2020-02-25 06:30:00;15;77;86;144;157;10;10;10;0;0;0;0;0
2020-02-25 06:45:00;15;66;57;131;149;12;7;10;1;0;0;0;0
2020-02-25 07:00:00;9;61;57;113;128;13;6;7;0;0;0;0;0
2020-02-25 07:15:00;21;54;55;142;167;21;7;11;7;0;1;0;0
2020-02-25 07:30:00;20;63;64;127;127;21;10;10;4;0;0;0;0
2020-02-25 07:45:00;28;68;65;120;138;19;13;7;11;0;1;2;0
2020-02-25 08:00:00;29;65;64;125;119;22;8;7;1;0;1;0;0
2020-02-25 08:15:00;25;61;55;114;92;20;14;13;5;4;0;0;0
2020-02-25 08:30:00;27;66;48;110;108;26;10;14;2;0;5;2;0
2020-02-25 08:45:00;29;61;54;89;97;19;9;20;17;0;0;0;0
2020-02-25 09:00:00;31;71;58;90;86;14;16;23;0;0;0;0;0
2020-02-25 09:15:00;29;62;68;83;69;17;11;16;3;0;13;0;0
2020-02-25 09:30:00;27;67;59;81;72;20;24;26;3;0;7;0;0
2020-02-25 09:45:00;31;76;66;86;76;21;14;28;1;0;23;0;0
2020-02-25 10:00:00;33;77;63;86;89;19;16;24;10;0;5;0;0
2020-02-25 10:15:00;35;72;51;83;67;20;19;25;8;8;6;0;0
2020-02-25 10:30:00;34;69;68;71;55;20;30;39;2;0;28;0;0
2020-02-25 10:45:00;34;82;78;78;65;19;19;31;4;0;2;0;0
2020-02-25 11:00:00;32;75;65;74;55;18;22;30;8;0;4;0;0
2020-02-25 11:15:00;46;87;98;76;62;23;21;36;10;0;8;2;0
2020-02-25 11:30:00;37;82;75;71;46;21;39;45;9;6;9;0;0
