DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-03-16 00:00:00;0;3;2;0;0;8;0;0;9;0;2;0;0;0;0;0;0
2020-03-16 00:15:00;1;6;0;0;0;9;0;0;12;0;0;0;0;0;0;0;0
2020-03-16 00:30:00;1;2;2;0;1;5;0;1;6;1;0;0;0;0;0;0;0
2020-03-16 00:45:00;0;5;1;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2020-03-16 01:00:00;0;5;1;0;0;7;0;0;9;0;0;0;0;0;0;0;0
2020-03-16 01:15:00;0;2;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0
2020-03-16 01:30:00;0;0;0;0;3;2;0;1;3;1;0;0;0;0;0;0;0
2020-03-16 01:45:00;0;1;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-16 02:00:00;0;5;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-03-16 02:15:00;2;3;3;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2020-03-16 02:30:00;1;1;3;1;0;1;1;0;1;1;0;1;0;0;0;0;0
2020-03-16 02:45:00;2;2;0;0;0;4;0;0;3;1;0;0;0;0;0;0;0
2020-03-16 03:00:00;1;5;1;1;1;4;1;0;5;0;0;1;0;0;0;0;0
2020-03-16 03:15:00;2;5;0;0;0;3;0;0;3;0;2;3;0;0;0;0;0
2020-03-16 03:30:00;1;4;1;0;0;4;0;0;4;1;0;0;0;0;0;0;0
2020-03-16 03:45:00;1;7;0;1;0;1;1;0;1;1;1;2;0;0;0;0;0
2020-03-16 04:00:00;0;5;2;0;0;5;0;0;6;0;0;1;0;0;0;0;0
2020-03-16 04:15:00;1;5;1;0;0;4;0;0;4;0;2;4;0;0;0;0;0
2020-03-16 04:30:00;0;5;2;0;0;14;0;0;14;1;0;0;0;0;0;0;0
2020-03-16 04:45:00;2;10;1;0;0;8;0;0;7;1;1;2;0;0;0;0;0
2020-03-16 05:00:00;4;15;11;0;0;4;0;0;4;1;0;1;0;0;0;0;0
2020-03-16 05:15:00;5;16;10;1;2;13;2;1;14;1;0;2;0;0;0;0;0
2020-03-16 05:30:00;4;33;14;1;1;29;1;1;31;3;0;3;0;0;0;0;0
2020-03-16 05:45:00;16;38;13;7;4;49;6;1;50;7;2;9;0;0;0;0;0
2020-03-16 06:00:00;15;29;17;2;1;55;3;1;51;3;1;6;0;0;0;0;0
2020-03-16 06:15:00;2;37;21;1;2;78;1;2;79;2;4;8;0;0;0;0;0
2020-03-16 06:30:00;8;58;38;3;1;114;2;0;110;4;3;4;0;0;0;0;0
2020-03-16 06:45:00;9;56;34;6;2;134;11;2;128;11;0;5;0;0;0;0;0
2020-03-16 07:00:00;4;61;34;5;3;109;5;3;106;6;2;7;0;0;0;0;0
2020-03-16 07:15:00;6;66;38;9;7;130;12;5;128;17;2;5;0;0;0;0;0
2020-03-16 07:30:00;10;66;54;10;5;120;12;3;119;12;8;13;0;0;0;0;0
2020-03-16 07:45:00;6;61;59;10;5;123;11;5;123;12;9;17;0;0;0;0;0
2020-03-16 08:00:00;6;55;31;4;3;112;5;2;109;10;5;8;0;0;0;0;0
2020-03-16 08:15:00;7;69;40;5;2;81;4;0;80;5;5;7;0;0;0;0;0
2020-03-16 08:30:00;8;60;40;5;0;102;5;0;101;6;12;11;0;0;0;0;0
2020-03-16 08:45:00;3;68;39;263;1;75;9;1;78;10;5;8;1;0;0;0;0
2020-03-16 09:00:00;9;63;52;2;4;91;2;1;92;3;7;5;0;0;0;0;0
2020-03-16 09:15:00;8;79;46;3;2;72;3;2;70;4;1;4;1;0;0;0;0
2020-03-16 09:30:00;9;72;37;4;0;56;6;0;59;1;3;6;0;0;0;0;0
2020-03-16 09:45:00;10;91;45;9;4;82;12;1;83;9;2;9;2;0;0;0;0
2020-03-16 10:00:00;5;67;37;5;3;55;4;1;56;3;3;5;0;0;0;0;0
2020-03-16 10:15:00;9;77;45;3;7;69;5;6;68;8;3;8;1;0;0;0;0
2020-03-16 10:30:00;10;82;40;7;2;65;7;1;70;3;3;6;1;0;0;0;0
2020-03-16 10:45:00;12;87;39;2;1;53;3;0;59;1;4;6;0;0;0;0;0
2020-03-16 11:00:00;14;81;51;2;1;57;2;0;56;0;5;5;0;0;0;0;0
2020-03-16 11:15:00;9;81;61;1;1;40;4;0;40;3;6;7;0;0;0;0;0
2020-03-16 11:30:00;7;73;45;1;0;43;1;0;41;1;2;6;0;0;0;0;0
2020-03-16 11:45:00;13;72;52;3;1;52;3;0;48;7;4;5;0;0;0;0;0
2020-03-16 12:00:00;6;101;61;5;3;50;8;1;48;6;2;7;3;0;0;0;0
2020-03-16 12:15:00;8;92;57;1;0;48;3;0;44;1;7;11;0;0;0;0;0
2020-03-16 12:30:00;5;95;63;1;1;73;5;1;69;3;4;10;0;0;0;0;0
2020-03-16 12:45:00;12;83;56;5;2;56;6;0;59;4;7;7;1;0;0;0;0
2020-03-16 13:00:00;8;89;49;3;1;66;6;0;59;7;4;12;0;0;0;0;0
2020-03-16 13:15:00;8;90;59;6;5;60;8;2;64;2;8;3;0;0;0;0;0
2020-03-16 13:30:00;20;101;58;2;1;68;3;1;68;3;7;7;3;0;0;0;0
2020-03-16 13:45:00;10;100;52;4;4;62;5;3;63;5;5;4;0;0;0;0;0
2020-03-16 14:00:00;4;105;57;1;1;40;2;2;49;2;10;10;0;0;0;0;0
2020-03-16 14:15:00;6;80;57;3;4;56;3;3;55;2;5;7;0;0;0;0;0
2020-03-16 14:30:00;7;105;53;2;5;58;3;3;58;5;9;9;1;0;0;0;0
2020-03-16 14:45:00;9;88;55;6;1;58;7;1;66;3;9;14;0;0;0;0;0
2020-03-16 15:00:00;13;80;56;3;1;65;5;0;62;2;11;6;1;0;0;0;0
2020-03-16 15:15:00;3;90;61;7;2;63;6;3;61;7;8;8;2;0;0;0;0
2020-03-16 15:30:00;18;125;77;2;5;65;4;1;64;3;9;9;0;0;0;0;0
2020-03-16 15:45:00;9;124;78;5;2;71;4;1;74;7;15;18;0;0;0;0;0
2020-03-16 16:00:00;15;115;83;6;1;78;6;1;81;5;19;21;2;0;0;0;0
2020-03-16 16:15:00;11;134;89;0;0;71;0;0;72;0;5;14;0;0;0;0;0
2020-03-16 16:30:00;20;133;111;4;1;87;6;1;86;3;26;17;0;0;0;0;0
2020-03-16 16:45:00;5;154;103;7;3;83;7;3;91;8;16;13;0;0;0;0;0
2020-03-16 17:00:00;13;146;106;5;5;82;9;5;86;5;18;9;1;0;0;0;0
2020-03-16 17:15:00;6;149;88;10;3;86;8;2;85;9;12;9;2;0;0;0;0
2020-03-16 17:30:00;17;110;75;6;3;74;8;2;76;7;11;4;0;0;0;0;0
2020-03-16 17:45:00;11;116;61;10;4;80;7;2;85;2;8;10;1;0;0;0;0
2020-03-16 18:00:00;9;124;78;1;3;75;2;2;74;3;7;8;0;0;0;0;0
2020-03-16 18:15:00;6;79;63;2;0;53;3;0;50;2;8;5;0;0;0;0;0
2020-03-16 18:30:00;8;66;48;5;1;42;5;0;46;6;4;7;0;0;0;0;0
2020-03-16 18:45:00;4;69;43;3;3;44;4;1;48;5;2;1;0;0;0;0;0
2020-03-16 19:00:00;6;63;42;4;2;56;7;0;58;6;5;6;0;0;0;0;0
2020-03-16 19:15:00;8;70;26;3;0;49;2;0;44;2;8;10;0;0;0;0;0
2020-03-16 19:30:00;3;37;24;2;1;29;2;0;31;0;0;3;0;0;0;0;0
2020-03-16 19:45:00;1;44;22;1;0;33;1;0;33;2;1;3;0;0;0;0;0
