DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2);9(TAFGA);10(TAFBA);11(TAFGB);12(TAFBB);13(TAFBC)
2019-09-02 00:00:00;0;12;1;11;2;1;0;0;0;0;0;0;0
2019-09-02 00:15:00;0;6;2;21;5;0;1;1;0;0;0;0;0
2019-09-02 00:30:00;1;12;5;16;2;1;1;2;0;0;0;0;0
2019-09-02 00:45:00;0;10;5;13;7;0;0;0;0;0;0;0;0
2019-09-02 01:00:00;1;5;0;10;2;0;0;0;0;0;0;0;0
2019-09-02 01:15:00;0;9;3;7;3;0;0;0;0;0;0;0;0
2019-09-02 01:30:00;0;12;1;7;0;0;0;0;0;0;0;0;0
2019-09-02 01:45:00;0;5;0;5;2;0;0;0;0;0;0;0;0
2019-09-02 02:00:00;0;8;2;5;3;0;0;0;0;0;0;0;0
2019-09-02 02:15:00;0;8;1;1;0;0;0;0;0;0;0;0;0
2019-09-02 02:30:00;0;6;1;4;3;1;0;0;0;0;0;0;0
2019-09-02 02:45:00;1;4;1;5;3;0;0;3;0;0;0;0;0
2019-09-02 03:00:00;0;6;2;13;3;1;0;0;0;0;0;0;0
2019-09-02 03:15:00;0;7;1;7;7;0;0;0;0;0;0;0;0
2019-09-02 03:30:00;0;3;2;10;3;1;2;3;0;0;0;0;0
2019-09-02 03:45:00;0;4;3;9;3;1;0;0;0;0;0;0;0
2019-09-02 04:00:00;0;9;6;8;4;1;0;0;0;0;0;0;0
2019-09-02 04:15:00;1;18;7;13;2;0;0;1;0;0;0;0;0
2019-09-02 04:30:00;1;16;8;21;6;2;1;1;0;0;0;0;0
2019-09-02 04:45:00;0;17;7;36;7;0;1;1;0;0;0;0;0
2019-09-02 05:00:00;2;30;15;62;33;1;0;1;0;0;0;0;0
2019-09-02 05:15:00;0;40;24;95;84;2;1;6;0;0;0;0;0
2019-09-02 05:30:00;5;51;27;106;101;2;0;2;0;0;0;0;0
2019-09-02 05:45:00;9;59;37;112;101;2;2;4;0;0;0;0;0
2019-09-02 06:00:00;8;56;44;109;108;8;6;10;0;0;0;0;0
2019-09-02 06:15:00;4;81;60;130;125;5;7;10;0;0;0;0;0
2019-09-02 06:30:00;11;63;73;145;143;5;6;6;0;0;6;31;0
2019-09-02 06:45:00;14;78;67;146;167;19;10;12;0;0;0;0;0
2019-09-02 07:00:00;14;71;50;149;167;21;10;17;0;0;0;0;0
2019-09-02 07:15:00;21;61;58;149;176;23;10;10;0;0;1;0;0
2019-09-02 07:30:00;20;75;83;147;184;29;13;12;2;0;1;0;0
2019-09-02 07:45:00;38;73;73;130;148;43;5;12;33;0;2;0;0
2019-09-02 08:00:00;32;65;55;120;130;26;11;18;1;0;0;0;0
2019-09-02 08:15:00;29;58;45;105;106;32;16;22;4;0;5;0;0
2019-09-02 08:30:00;36;54;64;113;123;19;16;24;4;1;7;0;0
2019-09-02 08:45:00;17;82;57;97;114;30;16;28;25;2;10;7;0
2019-09-02 09:00:00;25;70;75;85;94;22;16;18;9;0;6;0;0
2019-09-02 09:15:00;24;70;62;93;92;22;15;23;12;0;18;0;0
2019-09-02 09:30:00;29;84;69;95;75;30;15;34;11;0;14;0;0
2019-09-02 09:45:00;32;67;47;73;75;25;16;27;8;0;41;0;0
2019-09-02 10:00:00;33;69;51;91;72;15;24;29;7;0;0;8;0
2019-09-02 10:15:00;30;62;66;85;73;17;23;27;8;11;3;0;0
2019-09-02 10:30:00;24;75;71;89;63;13;20;28;6;1;11;0;0
2019-09-02 10:45:00;45;94;83;90;62;11;9;24;6;0;1;0;2
2019-09-02 11:00:00;34;84;68;83;59;16;24;37;12;0;1;0;0
2019-09-02 11:15:00;25;76;59;91;67;21;26;39;10;0;13;0;0
2019-09-02 11:30:00;35;88;81;74;54;23;16;28;2;0;28;0;0
2019-09-02 11:45:00;34;79;84;79;58;17;25;43;5;1;12;3;4
2019-09-02 12:00:00;34;95;78;84;45;19;30;24;15;0;8;2;0
2019-09-02 12:15:00;35;77;77;74;59;17;29;44;19;3;45;11;2
2019-09-02 12:30:00;35;76;81;77;39;24;16;32;9;1;15;0;0
2019-09-02 12:45:00;28;82;81;75;64;20;24;37;6;0;13;0;0
2019-09-02 13:00:00;33;85;80;87;68;14;23;31;9;0;0;0;0
2019-09-02 13:15:00;24;97;78;110;96;13;18;23;17;13;4;1;0
2019-09-02 13:30:00;28;102;98;112;105;13;21;27;10;3;1;0;0
2019-09-02 13:45:00;25;85;91;96;100;16;25;32;4;0;6;0;0
2019-09-02 14:00:00;36;104;109;98;78;19;45;40;0;0;4;3;0
2019-09-02 14:15:00;32;139;153;91;74;14;35;32;10;0;8;0;1
2019-09-02 14:30:00;31;151;172;88;79;16;40;26;15;0;20;0;0
2019-09-02 14:45:00;16;118;123;86;66;12;24;28;7;1;0;4;0
2019-09-02 15:00:00;36;119;153;83;66;24;28;38;1;1;13;0;2
2019-09-02 15:15:00;27;138;156;88;75;15;33;30;0;0;10;0;0
2019-09-02 15:30:00;37;148;179;83;70;23;32;24;19;0;17;0;0
2019-09-02 15:45:00;43;148;170;94;89;15;27;34;9;0;28;0;0
2019-09-02 16:00:00;39;149;152;83;81;18;48;35;33;1;8;0;0
2019-09-02 16:15:00;39;166;178;103;77;21;35;44;24;0;4;0;0
2019-09-02 16:30:00;35;157;179;97;85;20;36;31;10;0;2;3;0
2019-09-02 16:45:00;36;150;176;105;89;18;42;41;5;0;10;0;0
2019-09-02 17:00:00;49;147;176;105;96;28;38;51;6;0;59;6;0
2019-09-02 17:15:00;56;130;175;88;77;24;51;45;16;0;10;1;0
2019-09-02 17:30:00;57;149;165;99;77;31;43;48;3;0;0;0;0
2019-09-02 17:45:00;54;116;163;83;65;27;45;49;13;2;3;0;0
2019-09-02 18:00:00;48;103;126;79;66;21;34;44;10;0;7;0;0
2019-09-02 18:15:00;39;115;107;88;69;20;36;49;18;22;3;0;0
2019-09-02 18:30:00;28;96;100;74;60;22;40;56;0;0;13;0;0
2019-09-02 18:45:00;20;78;74;66;53;21;26;35;15;0;6;0;0
2019-09-02 19:00:00;28;67;66;66;50;30;29;36;4;0;11;0;0
2019-09-02 19:15:00;31;69;61;60;41;21;18;31;3;0;0;2;0
2019-09-02 19:30:00;22;65;66;56;33;18;30;32;4;1;4;0;0
2019-09-02 19:45:00;13;55;38;48;30;5;21;37;18;0;0;0;0
2019-09-02 20:00:00;3;65;55;59;38;4;14;15;0;0;0;0;0
2019-09-02 20:15:00;1;66;58;52;33;0;1;7;0;0;0;0;0
