DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-09-04 00:00:00;10;9;11;10;1;3;0
2019-09-04 00:15:00;15;12;11;8;1;8;0
2019-09-04 00:30:00;8;11;10;7;1;1;0
2019-09-04 00:45:00;9;10;11;5;1;0;0
2019-09-04 01:00:00;3;8;9;7;0;1;0
2019-09-04 01:15:00;10;5;3;7;2;2;0
2019-09-04 01:30:00;4;7;16;7;0;2;0
2019-09-04 01:45:00;4;6;5;5;1;1;0
2019-09-04 02:00:00;9;13;6;5;0;0;0
2019-09-04 02:15:00;4;6;7;5;0;1;0
2019-09-04 02:30:00;5;10;11;8;3;0;0
2019-09-04 02:45:00;3;0;7;6;1;1;0
2019-09-04 03:00:00;5;7;5;1;0;0;0
2019-09-04 03:15:00;11;8;7;10;1;0;0
2019-09-04 03:30:00;6;2;9;0;0;0;0
2019-09-04 03:45:00;4;4;13;5;1;1;0
2019-09-04 04:00:00;10;8;7;3;0;2;0
2019-09-04 04:15:00;15;20;11;5;0;3;0
2019-09-04 04:30:00;12;12;19;7;1;2;0
2019-09-04 04:45:00;22;16;32;12;3;5;0
2019-09-04 05:00:00;24;35;94;26;5;6;2
2019-09-04 05:15:00;31;38;194;95;5;17;1
2019-09-04 05:30:00;45;71;215;112;10;13;1
2019-09-04 05:45:00;88;127;180;118;10;20;0
2019-09-04 06:00:00;109;144;137;106;8;20;0
2019-09-04 06:15:00;79;111;198;147;20;31;0
2019-09-04 06:30:00;84;114;247;167;16;48;0
2019-09-04 06:45:00;69;128;232;218;25;48;1
2019-09-04 07:00:00;73;88;246;193;17;38;0
2019-09-04 07:15:00;70;122;240;199;19;60;2
2019-09-04 07:30:00;83;130;228;201;18;62;0
2019-09-04 07:45:00;87;129;266;209;29;62;0
2019-09-04 08:00:00;78;109;246;183;52;40;6
2019-09-04 08:15:00;76;115;223;205;27;46;4
2019-09-04 08:30:00;67;116;179;153;22;41;0
2019-09-04 08:45:00;79;120;185;151;21;26;1
2019-09-04 09:00:00;81;126;139;114;15;18;1
2019-09-04 09:15:00;76;119;137;126;20;12;0
2019-09-04 09:30:00;83;115;129;135;11;21;1
2019-09-04 09:45:00;78;114;129;114;19;23;0
2019-09-04 10:00:00;76;109;108;94;126;23;0
2019-09-04 10:15:00;76;134;114;113;25;24;2
2019-09-04 10:30:00;96;138;125;123;11;20;0
2019-09-04 10:45:00;89;152;112;139;23;20;0
2019-09-04 11:00:00;97;133;112;114;21;27;0
2019-09-04 11:15:00;84;142;110;122;19;23;0
2019-09-04 11:30:00;96;153;129;121;32;36;4
2019-09-04 11:45:00;88;137;120;124;18;17;14
2019-09-04 12:00:00;84;155;110;99;20;26;0
2019-09-04 12:15:00;87;163;116;100;19;22;0
2019-09-04 12:30:00;102;150;111;107;15;26;0
2019-09-04 12:45:00;106;182;151;128;15;16;0
2019-09-04 13:00:00;108;170;142;128;11;24;0
2019-09-04 13:15:00;107;161;177;131;126;16;0
2019-09-04 13:30:00;105;152;220;158;18;30;0
2019-09-04 13:45:00;107;149;190;165;187;19;0
2019-09-04 14:00:00;158;226;164;130;28;31;0
2019-09-04 14:15:00;179;251;122;127;19;22;1
2019-09-04 14:30:00;203;264;113;104;89;25;0
2019-09-04 14:45:00;134;207;108;118;14;28;0
2019-09-04 15:00:00;161;221;141;136;17;26;0
2019-09-04 15:15:00;186;285;121;122;15;15;0
2019-09-04 15:30:00;187;256;133;134;165;27;0
2019-09-04 15:45:00;176;274;130;146;12;28;0
2019-09-04 16:00:00;192;259;137;165;19;32;3
2019-09-04 16:15:00;213;275;105;127;16;34;8
2019-09-04 16:30:00;183;244;109;125;21;33;0
2019-09-04 16:45:00;177;256;141;158;16;32;0
2019-09-04 17:00:00;169;236;118;150;47;25;18
2019-09-04 17:15:00;180;253;129;153;20;30;0
2019-09-04 17:30:00;181;231;134;141;20;25;0
2019-09-04 17:45:00;131;198;132;152;56;25;0
2019-09-04 18:00:00;139;202;106;130;18;24;1
2019-09-04 18:15:00;138;190;116;130;20;26;11
2019-09-04 18:30:00;111;168;108;126;16;23;0
2019-09-04 18:45:00;98;138;111;113;18;16;1
2019-09-04 19:00:00;80;131;85;86;8;25;0
2019-09-04 19:15:00;86;127;94;104;227;11;0
2019-09-04 19:30:00;78;106;69;79;9;24;0
2019-09-04 19:45:00;73;108;77;75;9;16;0
2019-09-04 20:00:00;92;125;89;75;6;26;0
2019-09-04 20:15:00;88;106;85;80;4;7;0
2019-09-04 20:30:00;51;80;57;60;8;14;0
2019-09-04 20:45:00;52;84;80;73;10;9;0
2019-09-04 21:00:00;52;63;125;71;3;13;0
2019-09-04 21:15:00;56;88;146;76;3;11;0
2019-09-04 21:30:00;45;62;97;57;5;13;0
2019-09-04 21:45:00;90;124;64;49;3;11;0
2019-09-04 22:00:00;154;185;54;52;4;6;0
2019-09-04 22:15:00;76;122;52;34;6;7;0
2019-09-04 22:30:00;36;40;38;40;0;2;0
2019-09-04 22:45:00;22;30;35;26;2;4;0
2019-09-04 23:00:00;13;23;24;13;3;1;0
2019-09-04 23:15:00;20;36;20;13;1;5;0
2019-09-04 23:30:00;15;14;15;15;0;3;0
2019-09-04 23:45:00;15;20;16;8;1;1;0
