DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DD1);9(DD2);10(DE1);11(DF1);12(TAFGA)
2020-01-09 00:00:00;2;1;2;0;0;2;10;0;0;0;0;0
2020-01-09 00:15:00;0;1;1;1;2;0;3;0;0;0;0;0
2020-01-09 00:30:00;0;1;1;0;0;0;5;0;1;0;0;0
2020-01-09 00:45:00;0;4;7;1;0;0;2;1;2;0;0;0
2020-01-09 01:00:00;0;0;0;0;2;1;4;0;0;0;0;0
2020-01-09 01:15:00;0;1;1;0;3;3;3;0;0;0;0;0
2020-01-09 01:30:00;0;0;0;0;0;0;5;0;0;0;0;0
2020-01-09 01:45:00;0;0;0;0;0;0;2;0;0;0;0;0
2020-01-09 02:00:00;0;1;1;0;0;0;1;0;0;0;0;0
2020-01-09 02:15:00;0;1;1;0;0;1;1;0;0;0;0;0
2020-01-09 02:30:00;0;0;0;0;0;1;3;0;0;0;0;0
2020-01-09 02:45:00;0;0;0;1;1;1;2;0;0;0;0;0
2020-01-09 03:00:00;1;1;1;0;0;0;0;0;0;0;0;0
2020-01-09 03:15:00;0;0;0;0;0;0;0;0;0;0;0;0
2020-01-09 03:30:00;0;1;1;0;0;0;0;0;0;0;0;0
2020-01-09 03:45:00;0;1;1;0;0;0;1;0;0;0;0;0
2020-01-09 04:00:00;1;1;1;0;0;0;1;0;0;0;0;0
2020-01-09 04:15:00;2;1;2;0;0;0;0;0;0;0;0;0
2020-01-09 04:30:00;1;1;1;1;0;0;0;0;0;0;0;0
2020-01-09 04:45:00;0;3;2;0;0;0;4;0;0;1;0;0
2020-01-09 05:00:00;2;2;2;0;0;2;12;0;0;0;0;0
2020-01-09 05:15:00;4;7;7;0;2;2;23;0;0;2;0;0
2020-01-09 05:30:00;12;11;18;1;1;3;28;0;0;1;254;0
2020-01-09 05:45:00;17;16;23;0;0;4;20;0;0;0;0;0
2020-01-09 06:00:00;12;7;15;0;2;2;30;0;0;0;0;0
2020-01-09 06:15:00;15;15;23;0;1;8;28;0;1;0;0;0
2020-01-09 06:30:00;19;16;30;1;1;9;43;256;3;1;0;0
2020-01-09 06:45:00;19;23;28;3;3;7;45;3;1;2;0;0
2020-01-09 07:00:00;30;28;31;0;2;15;55;2;3;2;0;0
2020-01-09 07:15:00;43;27;40;3;3;17;60;257;4;5;0;0
2020-01-09 07:30:00;61;41;56;0;0;10;48;0;2;1;0;0
2020-01-09 07:45:00;56;37;47;2;2;18;71;0;1;3;0;3
2020-01-09 08:00:00;52;43;58;2;1;12;47;0;1;3;0;1
2020-01-09 08:15:00;55;67;71;2;3;15;62;256;9;1;0;0
2020-01-09 08:30:00;77;55;54;4;4;10;41;256;8;1;0;3
2020-01-09 08:45:00;53;49;68;2;11;14;56;4;6;0;0;0
2020-01-09 09:00:00;47;67;77;2;8;17;43;259;8;1;0;0
2020-01-09 09:15:00;66;76;88;4;10;12;47;7;11;1;0;0
2020-01-09 09:30:00;69;62;74;3;8;12;36;9;16;0;0;0
2020-01-09 09:45:00;70;87;96;2;21;26;45;6;14;0;0;1
2020-01-09 10:00:00;50;57;91;10;15;21;53;15;18;0;0;0
2020-01-09 10:15:00;57;65;67;8;20;23;57;13;17;2;0;1
2020-01-09 10:30:00;63;66;68;12;20;34;80;23;29;0;0;1
2020-01-09 10:45:00;68;81;84;15;23;37;77;14;13;0;0;1
2020-01-09 11:00:00;81;67;67;16;15;25;65;10;19;0;0;0
2020-01-09 11:15:00;63;73;84;14;11;29;81;24;29;3;0;0
2020-01-09 11:30:00;63;80;87;22;21;39;78;13;13;1;0;2
2020-01-09 11:45:00;69;75;73;28;20;41;100;22;27;1;0;1
2020-01-09 12:00:00;91;85;96;45;29;51;97;11;24;0;0;0
2020-01-09 12:15:00;60;59;56;27;24;43;102;12;24;2;0;3
2020-01-09 12:30:00;54;64;58;29;23;46;105;20;16;0;0;1
2020-01-09 12:45:00;50;57;61;28;25;56;92;21;25;1;0;4
2020-01-09 13:00:00;72;69;72;27;15;40;99;14;21;1;0;0
2020-01-09 13:15:00;57;70;69;31;25;44;78;17;32;0;0;4
2020-01-09 13:30:00;67;77;73;27;15;34;79;20;17;1;0;1
2020-01-09 13:45:00;61;73;68;33;18;37;101;21;21;1;0;6
2020-01-09 14:00:00;95;68;75;16;15;37;80;17;16;1;0;1
2020-01-09 14:15:00;72;77;72;18;25;22;68;11;19;1;0;0
2020-01-09 14:30:00;64;76;72;18;24;22;72;21;23;2;0;1
2020-01-09 14:45:00;60;74;72;22;24;23;72;264;15;2;0;0
2020-01-09 15:00:00;70;82;81;25;25;37;92;24;20;1;0;1
2020-01-09 15:15:00;103;95;98;23;24;37;88;33;32;2;0;0
2020-01-09 15:30:00;94;86;109;24;26;36;93;27;25;0;0;0
2020-01-09 15:45:00;83;74;78;22;23;40;97;15;25;1;0;2
2020-01-09 16:00:00;105;93;90;17;24;51;97;34;53;0;0;2
2020-01-09 16:15:00;105;106;94;20;26;32;88;280;22;3;0;2
2020-01-09 16:30:00;113;93;92;22;22;30;90;32;28;5;0;0
2020-01-09 16:45:00;105;93;106;116;23;31;80;26;30;5;0;1
2020-01-09 17:00:00;103;87;98;32;26;33;98;27;29;1;0;0
2020-01-09 17:15:00;100;94;77;26;34;43;113;38;36;3;0;1
2020-01-09 17:30:00;106;91;92;37;35;33;87;17;33;3;0;2
2020-01-09 17:45:00;88;69;75;29;22;46;91;19;24;3;0;2
2020-01-09 18:00:00;66;61;79;35;35;34;94;29;29;0;0;1
2020-01-09 18:15:00;61;70;81;28;23;34;76;27;28;0;0;0
2020-01-09 18:30:00;53;57;63;20;17;32;83;18;22;2;0;3
2020-01-09 18:45:00;62;66;71;23;18;33;82;17;23;2;0;0
2020-01-09 19:00:00;47;64;66;34;18;39;91;269;18;2;0;1
2020-01-09 19:15:00;25;40;45;25;18;29;65;40;18;0;0;1
2020-01-09 19:30:00;25;38;45;23;16;33;66;258;15;0;0;0
2020-01-09 19:45:00;18;32;37;22;29;23;65;12;15;0;0;0
2020-01-09 20:00:00;15;36;41;42;28;25;67;11;8;1;0;0
2020-01-09 20:15:00;5;17;23;29;14;13;56;258;2;0;0;1
2020-01-09 20:30:00;18;14;31;10;10;18;53;7;2;0;0;0
2020-01-09 20:45:00;14;23;27;12;10;10;41;1;0;0;0;0
2020-01-09 21:00:00;5;12;15;6;8;15;48;5;1;1;0;0
2020-01-09 21:15:00;11;16;20;4;5;8;52;0;0;0;0;0
2020-01-09 21:30:00;9;14;16;1;3;8;23;0;0;0;0;0
2020-01-09 21:45:00;8;10;13;9;9;5;44;0;4;1;0;0
2020-01-09 22:00:00;9;12;17;3;4;9;30;0;0;0;0;0
2020-01-09 22:15:00;10;16;14;1;4;12;42;1;1;0;0;0
2020-01-09 22:30:00;10;14;18;2;2;5;31;256;4;0;0;0
2020-01-09 22:45:00;1;10;13;6;3;9;23;0;4;0;0;0
2020-01-09 23:00:00;5;6;10;6;3;2;14;254;1;0;0;0
2020-01-09 23:15:00;3;8;6;1;0;2;13;256;0;0;0;0
2020-01-09 23:30:00;3;5;7;3;2;3;10;254;0;0;0;0
2020-01-09 23:45:00;2;9;10;2;2;3;10;0;0;0;0;0
