DATUM;1(DA1);2(DB1);3(TAFGA);4(TAFGB);5(TAFBA);6(TAFBB)
2020-12-10 00:00:00;0;0;0;0;0;0
2020-12-10 00:15:00;2;0;0;0;0;0
2020-12-10 00:30:00;2;1;0;0;0;0
2020-12-10 00:45:00;0;0;0;0;0;0
2020-12-10 01:00:00;1;0;0;0;0;0
2020-12-10 01:15:00;1;1;0;0;0;0
2020-12-10 01:30:00;1;1;0;0;0;0
2020-12-10 01:45:00;0;0;0;0;0;0
2020-12-10 02:00:00;0;0;0;0;0;0
2020-12-10 02:15:00;1;0;1;0;0;0
2020-12-10 02:30:00;0;0;0;0;0;0
2020-12-10 02:45:00;0;0;0;0;0;0
2020-12-10 03:00:00;0;0;0;0;0;0
2020-12-10 03:15:00;0;0;0;0;0;0
2020-12-10 03:30:00;0;0;0;0;0;0
2020-12-10 03:45:00;0;0;0;0;0;0
2020-12-10 04:00:00;1;0;0;0;0;0
2020-12-10 04:15:00;0;0;0;0;0;0
2020-12-10 04:30:00;1;4;0;0;0;0
2020-12-10 04:45:00;2;0;0;0;0;0
2020-12-10 05:00:00;1;6;0;0;0;0
2020-12-10 05:15:00;3;7;0;0;0;0
2020-12-10 05:30:00;8;8;0;0;0;0
2020-12-10 05:45:00;20;8;0;0;0;0
2020-12-10 06:00:00;9;7;0;0;0;0
2020-12-10 06:15:00;9;7;0;0;0;0
2020-12-10 06:30:00;13;13;0;0;0;0
2020-12-10 06:45:00;19;14;0;0;0;0
2020-12-10 07:00:00;10;9;0;1;0;0
2020-12-10 07:15:00;13;20;0;0;0;0
2020-12-10 07:30:00;15;15;0;0;0;0
2020-12-10 07:45:00;18;20;0;2;0;0
2020-12-10 08:00:00;17;16;0;1;0;0
2020-12-10 08:15:00;7;8;0;0;0;0
2020-12-10 08:30:00;9;8;0;0;0;0
2020-12-10 08:45:00;11;19;0;0;0;0
2020-12-10 09:00:00;4;6;0;0;0;0
2020-12-10 09:15:00;7;10;0;0;0;0
2020-12-10 09:30:00;16;10;0;1;0;0
2020-12-10 09:45:00;12;13;0;1;0;0
2020-12-10 10:00:00;11;20;1;0;0;0
2020-12-10 10:15:00;9;13;0;0;0;0
2020-12-10 10:30:00;6;7;1;0;0;0
2020-12-10 10:45:00;22;9;0;0;0;0
2020-12-10 11:00:00;5;16;1;0;0;0
2020-12-10 11:15:00;11;11;0;0;0;0
2020-12-10 11:30:00;7;15;0;3;0;0
2020-12-10 11:45:00;15;14;3;0;0;0
2020-12-10 12:00:00;11;5;0;0;0;0
2020-12-10 12:15:00;10;7;0;0;0;0
2020-12-10 12:30:00;13;7;1;0;0;0
2020-12-10 12:45:00;12;15;1;2;0;0
2020-12-10 13:00:00;17;17;0;1;0;0
2020-12-10 13:15:00;11;15;0;0;0;0
2020-12-10 13:30:00;13;17;1;0;0;0
2020-12-10 13:45:00;18;9;0;0;0;0
2020-12-10 14:00:00;19;22;1;0;0;0
2020-12-10 14:15:00;12;17;0;0;0;0
2020-12-10 14:30:00;11;13;0;0;0;0
2020-12-10 14:45:00;17;20;0;0;0;0
2020-12-10 15:00:00;12;22;0;1;0;0
2020-12-10 15:15:00;18;19;4;2;0;0
2020-12-10 15:30:00;18;26;4;0;0;0
2020-12-10 15:45:00;17;23;2;3;0;0
2020-12-10 16:00:00;22;45;2;0;0;0
2020-12-10 16:15:00;19;35;0;0;0;0
2020-12-10 16:30:00;16;34;2;1;0;0
2020-12-10 16:45:00;14;27;2;0;0;0
2020-12-10 17:00:00;10;16;0;0;0;0
2020-12-10 17:15:00;20;21;0;0;0;0
2020-12-10 17:30:00;12;10;1;0;0;0
2020-12-10 17:45:00;12;10;0;0;0;0
2020-12-10 18:00:00;15;12;0;0;0;0
2020-12-10 18:15:00;13;10;0;0;0;0
2020-12-10 18:30:00;9;10;0;0;0;0
2020-12-10 18:45:00;5;12;0;0;0;0
2020-12-10 19:00:00;3;8;0;0;0;0
2020-12-10 19:15:00;14;4;0;0;0;0
2020-12-10 19:30:00;6;4;0;0;0;0
2020-12-10 19:45:00;2;3;0;0;0;0
2020-12-10 20:00:00;10;2;0;0;0;0
2020-12-10 20:15:00;9;2;0;0;0;0
2020-12-10 20:30:00;2;1;0;0;0;0
2020-12-10 20:45:00;4;3;0;0;0;0
2020-12-10 21:00:00;2;1;0;0;0;0
2020-12-10 21:15:00;2;3;0;0;0;0
2020-12-10 21:30:00;2;1;0;0;0;0
2020-12-10 21:45:00;1;1;0;0;0;0
2020-12-10 22:00:00;2;4;0;0;0;0
2020-12-10 22:15:00;3;0;0;0;0;0
2020-12-10 22:30:00;1;0;0;0;0;0
2020-12-10 22:45:00;1;0;0;0;0;0
2020-12-10 23:00:00;0;2;0;0;0;0
2020-12-10 23:15:00;0;0;0;0;0;0
2020-12-10 23:30:00;1;0;0;0;0;0
2020-12-10 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
