DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(DC3);7(DF1);8(DH1);9(DH2);10(DH3);11(DH4)
2020-03-20 00:00:00;0;2;0;5;2;1;5;6;3;0;0
2020-03-20 00:15:00;0;0;0;7;3;5;2;6;4;0;0
2020-03-20 00:30:00;0;2;2;4;0;23;1;2;4;2;1
2020-03-20 00:45:00;0;1;0;5;5;35;0;7;7;1;1
2020-03-20 01:00:00;0;1;0;6;4;62;0;9;6;1;1
2020-03-20 01:15:00;1;1;0;5;2;40;0;1;4;1;1
2020-03-20 01:30:00;0;0;0;3;1;50;0;1;1;0;0
2020-03-20 01:45:00;1;0;0;0;0;15;0;5;3;0;0
2020-03-20 02:00:00;0;0;0;4;1;14;0;1;1;0;0
2020-03-20 02:15:00;0;0;0;2;3;20;1;4;3;0;0
2020-03-20 02:30:00;0;1;0;7;2;31;1;0;1;1;1
2020-03-20 02:45:00;0;1;0;4;1;75;0;1;1;0;0
2020-03-20 03:00:00;0;0;0;5;3;128;0;0;1;0;0
2020-03-20 03:15:00;1;2;0;2;0;172;2;0;0;0;0
2020-03-20 03:30:00;0;0;0;2;3;82;2;2;3;0;0
2020-03-20 03:45:00;0;2;0;8;3;171;2;3;1;0;0
2020-03-20 04:00:00;0;1;0;5;2;113;1;1;5;3;3
2020-03-20 04:15:00;0;1;0;7;6;138;1;2;2;0;0
2020-03-20 04:30:00;0;5;0;7;8;47;0;8;4;1;2
2020-03-20 04:45:00;1;3;1;10;2;9;1;11;9;4;4
2020-03-20 05:00:00;3;5;0;11;6;66;2;15;11;5;5
2020-03-20 05:15:00;2;8;3;21;14;3;10;29;43;15;10
2020-03-20 05:30:00;2;13;2;21;20;41;9;33;39;14;11
2020-03-20 05:45:00;2;20;2;36;26;40;3;56;72;17;14
2020-03-20 06:00:00;2;10;5;38;16;17;9;37;47;4;2
2020-03-20 06:15:00;2;22;2;52;22;42;11;59;63;12;6
2020-03-20 06:30:00;1;20;3;40;35;13;6;70;98;16;12
2020-03-20 06:45:00;7;38;6;36;29;18;15;67;87;20;15
2020-03-20 07:00:00;5;26;5;47;31;50;14;59;83;13;8
2020-03-20 07:15:00;5;17;7;44;30;16;18;52;73;18;13
2020-03-20 07:30:00;3;20;5;54;23;7;20;60;85;11;9
2020-03-20 07:45:00;9;23;2;54;29;13;30;65;82;20;17
2020-03-20 08:00:00;4;23;5;45;30;5;19;39;54;11;7
2020-03-20 08:15:00;8;22;3;55;31;6;14;45;61;16;12
2020-03-20 08:30:00;6;17;3;52;30;5;24;48;46;11;9
2020-03-20 08:45:00;9;12;6;51;34;11;24;65;64;23;18
2020-03-20 09:00:00;21;25;4;45;33;7;12;41;41;10;10
2020-03-20 09:15:00;7;36;4;71;48;12;19;48;47;7;6
2020-03-20 09:30:00;9;18;1;51;24;5;22;55;55;6;6
2020-03-20 09:45:00;7;20;10;64;47;7;26;45;54;4;2
2020-03-20 10:00:00;7;19;4;75;36;13;22;51;43;12;11
