DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(DF1);10(DF2);11(D11RES);12(D12RES);13(D13RES);14(D14RES)
2020-08-14 00:00:00;2;5;13;5;9;4;4;2;5;3;0;0;0;0
2020-08-14 00:15:00;6;9;11;2;8;5;1;0;6;4;0;0;0;0
2020-08-14 00:30:00;5;3;17;2;4;7;5;3;5;6;0;0;0;0
2020-08-14 00:45:00;9;5;12;4;5;3;1;2;2;4;0;0;0;0
2020-08-14 01:00:00;5;4;10;2;3;2;2;0;1;2;0;0;0;0
2020-08-14 01:15:00;1;4;9;2;5;2;1;0;4;4;0;0;0;0
2020-08-14 01:30:00;3;0;10;0;5;6;2;1;3;6;0;0;0;0
2020-08-14 01:45:00;1;6;9;0;3;1;0;0;2;1;0;0;0;0
2020-08-14 02:00:00;1;3;9;0;9;7;0;0;1;1;0;0;0;0
2020-08-14 02:15:00;1;3;4;1;9;5;3;0;0;1;0;0;0;0
2020-08-14 02:30:00;2;2;6;0;5;2;3;0;2;1;0;0;0;0
2020-08-14 02:45:00;3;5;5;1;3;3;2;2;2;2;0;0;0;0
2020-08-14 03:00:00;2;3;6;0;6;4;1;0;0;0;0;0;0;0
2020-08-14 03:15:00;8;3;5;1;5;2;2;0;0;3;0;0;0;0
2020-08-14 03:30:00;3;4;6;0;5;5;0;1;2;2;0;0;0;0
2020-08-14 03:45:00;3;5;5;0;7;5;1;0;4;3;0;0;0;0
2020-08-14 04:00:00;2;2;8;2;4;3;1;0;0;0;0;0;0;0
2020-08-14 04:15:00;2;2;5;1;7;4;1;0;3;4;0;0;0;0
2020-08-14 04:30:00;3;2;11;0;4;3;5;1;0;5;0;0;0;0
2020-08-14 04:45:00;6;4;7;1;6;2;4;3;4;6;0;0;0;0
2020-08-14 05:00:00;12;4;15;4;6;4;6;2;7;9;0;0;0;0
2020-08-14 05:15:00;17;14;19;4;15;17;8;2;7;12;0;0;0;0
2020-08-14 05:30:00;36;16;36;14;18;12;16;11;15;13;0;0;0;0
2020-08-14 05:45:00;49;22;31;26;12;16;15;7;10;13;0;0;0;0
2020-08-14 06:00:00;34;19;37;16;14;22;16;2;13;8;0;0;0;0
2020-08-14 06:15:00;48;27;35;21;20;23;18;3;16;13;0;0;0;0
2020-08-14 06:30:00;59;39;58;44;36;35;19;5;16;21;0;0;0;0
2020-08-14 06:45:00;52;35;48;29;33;35;18;5;9;15;0;0;0;0
2020-08-14 07:00:00;45;30;62;38;40;37;17;6;21;20;0;0;0;0
2020-08-14 07:15:00;63;28;68;40;40;39;24;13;20;19;0;0;0;0
2020-08-14 07:30:00;52;44;66;29;31;41;24;13;21;25;0;0;0;0
2020-08-14 07:45:00;60;40;66;44;42;51;21;13;33;33;0;0;0;0
2020-08-14 08:00:00;50;32;51;32;42;42;19;7;30;30;0;0;0;0
2020-08-14 08:15:00;57;50;62;32;31;42;30;14;22;30;0;0;0;0
2020-08-14 08:30:00;47;33;72;37;47;48;27;12;39;39;0;0;0;0
2020-08-14 08:45:00;50;35;74;41;50;55;28;11;44;47;0;0;0;0
2020-08-14 09:00:00;55;35;85;47;43;44;19;17;38;35;0;0;0;0
2020-08-14 09:15:00;51;42;65;43;34;41;29;9;30;41;0;0;0;0
2020-08-14 09:30:00;38;28;74;32;47;65;31;16;28;42;0;0;0;0
2020-08-14 09:45:00;50;50;83;64;51;58;28;12;56;49;0;0;0;0
2020-08-14 10:00:00;59;45;86;45;54;54;37;18;39;38;0;0;0;0
2020-08-14 10:15:00;48;43;94;49;63;55;27;16;42;41;0;0;0;0
2020-08-14 10:30:00;60;50;96;46;66;60;38;13;51;39;0;0;0;0
2020-08-14 10:45:00;58;46;85;45;79;73;36;12;43;50;0;0;0;0
2020-08-14 11:00:00;56;53;77;38;68;58;38;18;57;46;0;0;0;0
2020-08-14 11:15:00;49;37;88;58;79;63;33;13;44;49;0;0;0;0
2020-08-14 11:30:00;47;33;81;62;67;65;35;18;47;50;0;0;0;0
2020-08-14 11:45:00;56;40;72;48;83;75;41;15;59;55;0;0;0;0
2020-08-14 12:00:00;66;52;83;58;72;68;32;15;64;45;0;0;0;0
2020-08-14 12:15:00;64;44;90;59;76;78;37;20;61;55;0;0;0;0
2020-08-14 12:30:00;59;53;94;59;74;76;32;21;65;59;0;0;0;0
2020-08-14 12:45:00;56;40;94;71;68;50;33;14;57;52;0;0;0;0
2020-08-14 13:00:00;41;38;86;52;85;52;30;14;51;51;0;0;0;0
2020-08-14 13:15:00;47;45;103;75;94;76;38;18;60;49;0;0;0;0
