DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2);8(DC3);9(DC4);10(DD1);11(DD2);12(DD3);13(DD4)
2020-01-14 00:00:00;4;2;3;1;1;15;17;2;1;4;4;2;3
2020-01-14 00:15:00;5;5;3;1;6;11;15;7;7;7;2;1;3
2020-01-14 00:30:00;16;3;1;2;11;10;8;2;1;5;5;1;1
2020-01-14 00:45:00;10;4;1;2;1;8;13;3;1;3;5;0;1
2020-01-14 01:00:00;7;2;1;1;2;10;11;0;0;6;3;2;1
2020-01-14 01:15:00;6;0;1;1;2;4;3;0;1;4;2;0;1
2020-01-14 01:30:00;7;1;0;0;1;13;5;2;0;2;3;1;0
2020-01-14 01:45:00;3;1;1;0;1;5;3;2;1;2;1;0;1
2020-01-14 02:00:00;3;4;1;0;0;4;2;3;1;1;1;0;1
2020-01-14 02:15:00;7;0;0;0;1;8;9;2;0;2;5;1;0
2020-01-14 02:30:00;2;1;0;1;1;9;9;1;0;0;2;1;0
2020-01-14 02:45:00;4;0;1;2;4;6;6;2;1;2;0;0;1
2020-01-14 03:00:00;5;0;1;2;1;11;5;1;1;2;1;0;1
2020-01-14 03:15:00;4;0;0;0;1;12;13;2;2;1;1;0;0
2020-01-14 03:30:00;10;0;0;0;2;7;1;1;1;0;2;0;0
2020-01-14 03:45:00;5;1;2;0;3;11;5;0;0;1;2;0;2
2020-01-14 04:00:00;9;2;1;1;5;11;2;2;1;3;0;0;1
2020-01-14 04:15:00;9;3;2;3;4;12;5;1;0;2;5;2;2
2020-01-14 04:30:00;9;1;3;1;8;25;17;2;0;0;2;1;2
2020-01-14 04:45:00;14;5;4;4;9;28;24;5;0;2;3;2;4
2020-01-14 05:00:00;23;16;0;7;9;19;14;10;0;3;1;1;0
2020-01-14 05:15:00;23;15;3;14;17;28;25;11;0;3;0;0;3
2020-01-14 05:30:00;30;27;8;22;29;48;46;16;0;4;3;2;8
2020-01-14 05:45:00;39;30;7;28;38;55;40;13;3;13;8;1;7
2020-01-14 06:00:00;41;33;6;23;25;34;46;21;8;5;4;0;6
2020-01-14 06:15:00;66;45;7;41;37;59;62;28;17;7;11;4;8
