DATUM;1(RES1);2(DE1);3(DE2);4(DH1);5(DH2);6(DDL1);7(DDL2);8(DAL1);9(RES2);10(DBR1);11(DBR2)
2020-12-15 00:00:00;5;5;6;3;3;2;2;1;0;1;1
2020-12-15 00:15:00;7;12;7;7;1;0;0;4;0;0;2
2020-12-15 00:30:00;2;1;2;3;0;2;2;4;0;1;0
2020-12-15 00:45:00;6;7;6;8;3;1;0;1;0;2;1
2020-12-15 01:00:00;5;5;6;7;1;0;0;0;0;0;0
2020-12-15 01:15:00;1;3;1;3;1;0;0;1;0;0;0
2020-12-15 01:30:00;7;9;9;2;1;1;0;1;0;0;0
2020-12-15 01:45:00;4;6;0;7;0;0;0;2;0;1;1
2020-12-15 02:00:00;8;8;2;6;0;0;0;1;0;0;0
2020-12-15 02:15:00;9;10;5;5;0;0;0;0;0;0;0
2020-12-15 02:30:00;11;11;7;4;3;3;1;0;0;0;0
2020-12-15 02:45:00;4;5;4;2;1;4;0;0;0;0;1
2020-12-15 03:00:00;2;3;1;4;0;2;1;0;0;1;0
2020-12-15 03:15:00;4;8;3;5;2;1;0;0;0;0;0
2020-12-15 03:30:00;8;8;4;4;2;0;1;1;0;0;1
2020-12-15 03:45:00;2;3;2;5;3;2;1;0;0;0;0
2020-12-15 04:00:00;9;11;7;2;2;0;0;1;0;1;2
2020-12-15 04:15:00;16;17;6;7;3;0;0;3;0;1;2
2020-12-15 04:30:00;21;22;11;7;6;3;0;13;0;3;3
2020-12-15 04:45:00;29;29;14;12;7;4;0;6;0;0;6
2020-12-15 05:00:00;65;69;54;16;13;20;5;4;0;7;15
2020-12-15 05:15:00;64;70;60;26;19;21;6;6;0;13;16
2020-12-15 05:30:00;92;102;80;52;19;20;8;19;0;15;23
2020-12-15 05:45:00;84;99;65;48;42;15;8;35;0;13;22
2020-12-15 06:00:00;65;91;50;59;54;8;8;38;0;16;19
2020-12-15 06:15:00;96;120;80;67;45;22;13;31;0;13;18
2020-12-15 06:30:00;108;129;101;81;61;44;8;23;0;27;43
2020-12-15 06:45:00;140;154;109;85;70;27;13;20;0;20;26
2020-12-15 07:00:00;106;116;95;112;71;26;17;31;0;26;33
2020-12-15 07:15:00;118;140;107;140;100;51;38;26;0;32;52
2020-12-15 07:30:00;138;172;119;148;144;52;23;35;0;32;56
2020-12-15 07:45:00;147;185;143;131;99;49;94;40;0;37;57
2020-12-15 08:00:00;135;155;139;112;93;29;17;34;0;25;48
2020-12-15 08:15:00;116;143;138;103;89;40;22;39;0;34;40
2020-12-15 08:30:00;109;143;113;108;94;34;13;46;0;27;27
2020-12-15 08:45:00;98;127;100;130;111;39;19;36;0;31;38
2020-12-15 09:00:00;105;137;103;104;72;33;24;29;0;21;20
2020-12-15 09:15:00;111;136;104;112;69;40;18;44;0;16;24
2020-12-15 09:30:00;135;164;116;97;75;32;13;39;0;30;28
2020-12-15 09:45:00;122;149;101;121;101;28;19;45;0;31;28
2020-12-15 10:00:00;118;142;101;103;86;26;8;47;0;16;26
2020-12-15 10:15:00;121;159;131;119;95;28;18;47;0;30;31
2020-12-15 10:30:00;123;150;101;132;100;34;12;61;0;28;22
2020-12-15 10:45:00;146;183;121;146;110;23;16;51;0;17;29
2020-12-15 11:00:00;129;166;109;122;98;31;15;55;0;38;34
2020-12-15 11:15:00;134;169;97;128;90;27;15;57;0;33;30
2020-12-15 11:30:00;110;145;126;117;91;29;15;59;0;20;29
2020-12-15 11:45:00;132;176;117;129;113;33;19;60;0;35;31
2020-12-15 12:00:00;124;163;111;128;109;22;19;47;0;30;28
2020-12-15 12:15:00;122;162;106;132;114;44;45;68;0;31;35
2020-12-15 12:30:00;114;154;103;135;113;29;13;51;0;23;34
2020-12-15 12:45:00;116;147;107;128;109;29;14;65;0;17;26
2020-12-15 13:00:00;109;152;119;151;110;45;12;58;0;25;29
2020-12-15 13:15:00;144;186;144;137;97;39;15;57;0;42;44
2020-12-15 13:30:00;139;192;137;138;103;36;9;60;0;27;40
2020-12-15 13:45:00;136;183;132;150;135;43;21;73;0;34;43
2020-12-15 14:00:00;131;175;130;155;120;24;14;50;0;39;39
2020-12-15 14:15:00;123;182;110;137;102;33;26;76;0;23;23
2020-12-15 14:30:00;122;157;99;159;132;35;13;82;0;38;44
2020-12-15 14:45:00;114;154;126;178;170;32;10;84;0;24;29
2020-12-15 15:00:00;120;168;121;182;141;26;15;78;0;37;36
2020-12-15 15:15:00;127;186;113;153;139;44;24;79;0;38;37
2020-12-15 15:30:00;136;193;134;170;114;41;34;78;0;29;40
2020-12-15 15:45:00;131;186;127;157;151;37;14;90;0;26;37
2020-12-15 16:00:00;132;178;134;178;151;38;16;85;0;38;38
2020-12-15 16:15:00;134;187;119;161;145;43;21;74;0;35;31
2020-12-15 16:30:00;138;206;123;186;155;50;26;102;0;30;40
2020-12-15 16:45:00;132;187;123;179;142;37;22;81;0;47;51
2020-12-15 17:00:00;123;177;123;188;153;38;23;74;0;35;38
2020-12-15 17:15:00;125;176;117;189;145;30;12;80;0;30;34
2020-12-15 17:30:00;124;179;134;150;117;35;6;73;0;28;28
2020-12-15 17:45:00;118;162;116;136;125;29;11;61;0;29;23
2020-12-15 18:00:00;112;153;110;132;118;29;17;69;0;26;28
2020-12-15 18:15:00;123;171;134;108;103;27;14;58;0;23;28
2020-12-15 18:30:00;121;149;105;114;86;18;8;54;0;26;18
2020-12-15 18:45:00;101;145;89;128;77;24;10;53;0;15;11
2020-12-15 19:00:00;102;145;86;98;64;47;12;49;0;20;24
2020-12-15 19:15:00;81;115;62;95;62;30;15;38;0;17;13
2020-12-15 19:30:00;81;114;77;83;57;10;5;21;0;9;11
2020-12-15 19:45:00;71;105;54;67;63;16;6;32;0;18;16
2020-12-15 20:00:00;66;101;54;69;47;20;33;41;0;21;15
2020-12-15 20:15:00;55;87;54;63;61;13;4;35;0;8;11
2020-12-15 20:30:00;56;85;41;57;38;15;10;29;0;15;16
2020-12-15 20:45:00;54;67;46;54;46;14;9;17;0;19;13
2020-12-15 21:00:00;59;77;68;41;34;18;2;26;0;22;15
2020-12-15 21:15:00;57;66;59;23;15;16;67;25;0;21;20
2020-12-15 21:30:00;40;47;30;44;26;12;4;19;0;5;4
2020-12-15 21:45:00;23;38;24;63;37;10;4;20;0;8;9
2020-12-15 22:00:00;23;44;21;52;51;6;2;36;0;6;4
2020-12-15 22:15:00;26;42;25;28;28;6;2;21;0;4;7
2020-12-15 22:30:00;24;30;16;25;9;2;0;10;0;10;10
2020-12-15 22:45:00;22;26;12;14;10;4;3;7;0;7;7
2020-12-15 23:00:00;17;26;10;15;9;4;2;11;0;2;1
2020-12-15 23:15:00;14;21;7;16;13;3;9;4;0;1;3
2020-12-15 23:30:00;10;12;6;10;7;5;2;5;0;3;2
