DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2019-10-28 00:00:00;0;4;0;0;0;0;0;0;7;0;0;0;0;0
2019-10-28 00:15:00;1;1;1;1;0;0;0;2;2;0;0;0;0;0
2019-10-28 00:30:00;1;2;1;1;0;0;0;2;2;0;0;0;0;0
2019-10-28 00:45:00;0;2;0;0;0;0;0;0;6;0;0;0;0;0
2019-10-28 01:00:00;3;3;1;2;1;1;0;0;5;0;0;0;0;0
2019-10-28 01:15:00;0;5;0;0;0;2;0;0;4;0;0;0;0;0
2019-10-28 01:30:00;1;9;2;3;2;0;0;1;2;0;0;0;0;0
2019-10-28 01:45:00;0;0;0;0;0;0;0;1;3;0;0;0;0;0
2019-10-28 02:00:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2019-10-28 02:15:00;0;1;0;0;0;0;0;1;1;0;0;0;0;0
2019-10-28 02:30:00;1;1;0;0;0;0;0;1;1;0;0;0;0;0
2019-10-28 02:45:00;0;3;0;2;2;0;0;2;2;0;0;0;0;0
2019-10-28 03:00:00;1;3;1;0;3;1;1;0;2;0;0;0;0;0
2019-10-28 03:15:00;0;2;1;1;0;0;0;2;2;0;0;0;0;0
2019-10-28 03:30:00;0;0;0;0;0;0;0;0;2;0;0;0;0;0
2019-10-28 03:45:00;3;5;1;1;0;0;0;0;3;0;0;0;0;0
2019-10-28 04:00:00;0;3;1;1;0;0;0;1;3;0;0;0;0;0
2019-10-28 04:15:00;3;4;0;0;1;0;0;1;3;0;0;0;0;0
2019-10-28 04:30:00;5;7;1;1;3;0;0;5;13;0;0;0;0;0
2019-10-28 04:45:00;3;12;5;4;2;0;0;17;23;0;0;0;0;0
2019-10-28 05:00:00;8;11;10;10;7;0;0;40;70;0;0;0;1;0
2019-10-28 05:15:00;10;21;29;32;37;0;0;64;157;0;0;0;1;0
2019-10-28 05:30:00;27;35;17;25;30;0;0;81;129;0;0;0;2;3
2019-10-28 05:45:00;16;34;19;21;25;1;3;60;85;0;0;0;0;0
2019-10-28 06:00:00;15;34;26;29;5;1;2;53;67;0;0;0;0;0
2019-10-28 06:15:00;18;33;28;29;14;1;0;59;68;2;0;0;1;0
2019-10-28 06:30:00;13;32;68;65;27;9;5;94;96;0;0;0;33;24
2019-10-28 06:45:00;23;44;46;48;19;12;5;111;122;1;0;0;4;15
2019-10-28 07:00:00;20;34;38;39;14;4;2;82;107;0;0;0;3;0
2019-10-28 07:15:00;19;35;37;40;18;5;2;95;90;0;0;0;2;0
2019-10-28 07:30:00;26;40;42;38;14;8;6;97;120;0;0;0;3;0
2019-10-28 07:45:00;33;50;48;64;14;14;4;98;102;1;0;2;3;0
2019-10-28 08:00:00;26;43;33;50;14;2;3;100;87;0;0;0;3;2
2019-10-28 08:15:00;32;41;39;50;17;6;0;89;125;0;0;0;7;0
2019-10-28 08:30:00;30;49;26;34;13;4;2;82;60;0;0;0;5;1
2019-10-28 08:45:00;31;44;23;22;13;6;2;67;56;2;0;0;5;0
2019-10-28 09:00:00;26;38;22;27;15;4;3;53;50;1;0;0;4;0
2019-10-28 09:15:00;32;46;18;17;11;3;3;46;49;0;0;0;4;6
2019-10-28 09:30:00;32;42;15;23;12;3;1;32;42;0;0;0;3;0
2019-10-28 09:45:00;40;47;18;26;17;6;3;49;60;0;0;1;0;0
2019-10-28 10:00:00;38;44;11;13;26;5;2;49;42;0;0;0;3;0
2019-10-28 10:15:00;38;51;5;8;11;7;4;47;40;0;6;0;7;3
2019-10-28 10:30:00;28;49;18;26;17;9;4;36;40;0;0;0;2;1
2019-10-28 10:45:00;27;43;16;21;11;10;3;47;31;0;0;0;3;1
2019-10-28 11:00:00;29;61;25;24;24;7;2;36;63;0;0;0;5;2
2019-10-28 11:15:00;39;65;20;24;23;7;0;41;33;0;0;0;4;1
2019-10-28 11:30:00;33;58;20;19;20;12;2;30;37;1;4;0;3;1
2019-10-28 11:45:00;42;58;20;25;16;3;3;37;33;0;0;0;0;0
2019-10-28 12:00:00;41;63;26;34;20;8;2;42;35;2;1;0;6;0
2019-10-28 12:15:00;39;69;23;28;27;10;1;39;31;0;0;0;3;2
2019-10-28 12:30:00;33;65;26;26;18;11;2;43;33;0;0;1;6;2
2019-10-28 12:45:00;39;65;24;32;18;7;1;39;48;0;0;1;6;3
2019-10-28 13:00:00;40;49;24;28;41;15;5;43;54;5;0;1;4;2
2019-10-28 13:15:00;47;60;26;27;29;7;0;65;78;0;0;0;4;3
2019-10-28 13:30:00;37;73;24;28;40;10;3;85;90;0;0;0;3;2
2019-10-28 13:45:00;50;78;32;40;42;12;5;70;69;7;0;2;22;12
2019-10-28 14:00:00;87;139;27;30;40;20;13;52;58;9;12;0;9;7
2019-10-28 14:15:00;125;155;47;47;27;27;21;35;31;0;0;0;8;8
2019-10-28 14:30:00;88;136;45;47;32;23;7;39;50;0;0;0;3;2
2019-10-28 14:45:00;64;82;29;38;24;12;7;34;37;0;0;0;4;1
2019-10-28 15:00:00;58;95;33;32;43;29;14;31;28;0;0;0;5;4
2019-10-28 15:15:00;65;101;40;43;85;60;54;31;34;2;0;0;13;11
2019-10-28 15:30:00;76;125;43;46;48;47;40;44;47;5;0;0;11;2
2019-10-28 15:45:00;43;78;40;31;36;43;30;36;37;1;0;0;5;0
2019-10-28 16:00:00;52;114;14;20;57;55;35;36;42;0;0;0;3;0
2019-10-28 16:15:00;54;77;26;25;38;39;26;31;38;0;2;0;5;0
2019-10-28 16:30:00;55;102;22;24;35;48;20;30;34;0;0;0;5;0
2019-10-28 16:45:00;56;103;37;39;30;44;25;45;41;1;0;0;12;2
2019-10-28 17:00:00;57;109;30;36;51;34;14;26;39;3;0;0;6;1
2019-10-28 17:15:00;44;92;18;19;25;33;24;31;23;1;0;0;7;5
2019-10-28 17:30:00;40;63;18;24;21;33;14;38;37;0;1;0;7;56
2019-10-28 17:45:00;43;92;21;24;27;19;12;24;39;0;0;0;7;7
2019-10-28 18:00:00;18;45;16;17;25;17;7;19;27;0;3;0;9;2
2019-10-28 18:15:00;21;53;9;15;13;16;8;24;22;3;0;0;4;17
2019-10-28 18:30:00;37;59;16;14;12;10;12;20;25;0;0;0;3;7
2019-10-28 18:45:00;22;49;8;13;8;9;6;19;32;0;0;0;6;14
2019-10-28 19:00:00;15;38;12;11;13;10;4;16;23;0;0;0;2;0
2019-10-28 19:15:00;30;41;10;13;2;6;2;16;20;0;0;2;2;2
2019-10-28 19:30:00;16;24;4;5;0;3;3;10;19;0;0;0;0;0
2019-10-28 19:45:00;19;32;4;6;1;3;2;16;14;12;0;0;0;0
2019-10-28 20:00:00;11;20;5;7;4;1;2;10;15;0;0;0;1;0
2019-10-28 20:15:00;17;24;3;7;5;5;2;4;15;0;0;0;2;0
2019-10-28 20:30:00;6;13;8;12;5;4;2;13;19;0;0;0;1;0
2019-10-28 20:45:00;15;22;2;3;7;5;2;26;29;0;0;0;1;1
2019-10-28 21:00:00;18;22;7;6;6;0;0;33;41;0;0;0;1;0
2019-10-28 21:15:00;6;19;6;9;17;3;0;39;56;0;0;0;0;0
2019-10-28 21:30:00;19;27;9;8;11;3;1;17;28;0;0;0;2;5
2019-10-28 21:45:00;56;105;15;19;14;11;3;17;21;0;0;0;4;2
2019-10-28 22:00:00;73;157;27;28;14;7;6;20;22;3;0;0;2;9
2019-10-28 22:15:00;33;64;10;10;6;3;1;8;16;0;0;0;2;1
2019-10-28 22:30:00;6;14;2;5;3;3;1;3;11;0;0;0;0;0
2019-10-28 22:45:00;7;12;0;1;0;1;0;1;5;0;0;0;0;0
2019-10-28 23:00:00;8;10;0;0;0;1;4;3;4;0;0;0;0;0
