2020-05-20 00:00:00;0;1;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-20 00:15:00;0;2;0;1;3;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 00:30:00;0;2;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 00:45:00;0;7;0;2;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-20 01:00:00;0;7;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 01:15:00;0;1;1;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 01:30:00;0;3;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 01:45:00;0;5;1;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 02:00:00;0;2;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 02:15:00;0;2;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 02:30:00;0;2;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 02:45:00;1;4;0;2;2;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0
2020-05-20 03:00:00;0;1;0;3;2;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0
2020-05-20 03:15:00;1;6;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 03:30:00;0;2;0;4;3;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-20 03:45:00;0;9;1;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 04:00:00;1;5;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 04:15:00;0;8;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 04:30:00;1;12;1;11;6;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0
2020-05-20 04:45:00;2;8;1;11;9;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0
2020-05-20 05:00:00;1;25;3;10;4;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 05:15:00;2;41;7;23;6;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-05-20 05:30:00;4;50;7;42;8;0;2;0;0;2;1;0;2;1;0;0;0;0;0;0
2020-05-20 05:45:00;14;55;11;42;22;3;0;1;0;1;1;0;1;1;0;0;0;0;0;0
2020-05-20 06:00:00;10;40;14;41;31;3;2;2;0;2;0;0;2;1;0;0;0;0;0;0
2020-05-20 06:15:00;20;91;12;37;26;2;4;0;1;4;1;1;4;1;0;0;0;0;0;0
