DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2019-08-06 18:15:00;132;177;19;15;6;124;134;6;1
2019-08-06 18:30:00;118;170;5;15;10;136;127;43;1
2019-08-06 18:45:00;116;140;6;17;6;113;130;13;0
2019-08-06 19:00:00;110;123;4;18;1;127;106;13;1
2019-08-06 19:15:00;96;144;4;10;3;92;86;45;0
2019-08-06 19:30:00;88;121;2;5;2;98;92;1;0
2019-08-06 19:45:00;89;117;4;0;2;79;67;28;0
2019-08-06 20:00:00;89;121;3;1;0;75;59;27;0
2019-08-06 20:15:00;92;101;4;3;0;79;65;7;0
2019-08-06 20:30:00;59;69;1;1;2;72;55;1;0
2019-08-06 20:45:00;54;66;0;1;0;93;54;8;0
2019-08-06 21:00:00;61;108;2;0;1;172;93;0;1
2019-08-06 21:15:00;63;80;0;1;3;138;89;0;0
2019-08-06 21:30:00;80;76;1;0;0;121;80;0;1
2019-08-06 21:45:00;88;124;1;0;1;56;37;0;0
2019-08-06 22:00:00;180;224;2;0;0;59;42;1;0
2019-08-06 22:15:00;98;118;4;1;0;36;36;0;0
2019-08-06 22:30:00;49;65;0;0;0;40;38;5;0
2019-08-06 22:45:00;32;39;0;1;0;28;26;0;0
2019-08-06 23:00:00;36;44;0;1;0;29;18;0;1
2019-08-06 23:15:00;24;22;0;0;0;24;19;0;0
2019-08-06 23:30:00;18;25;0;0;0;22;15;0;2
