DATUM;1(DA1);2(DB1);3(DB2);4(DC1);5(DC2);9(TAFGB1);10(TAFGB2);11(TARDD);12(TAFBA);13(TAFBB);14(TAFGE);15(TAFBE)
2019-11-11 00:00:00;1;5;3;7;6;0;0;0;0;0;0;0
2019-11-11 00:15:00;1;6;5;5;5;0;0;0;0;0;0;0
2019-11-11 00:30:00;2;2;3;6;6;0;0;0;0;0;0;0
2019-11-11 00:45:00;2;1;1;6;0;0;0;0;0;0;0;0
2019-11-11 01:00:00;0;2;1;5;3;0;0;0;0;0;0;0
2019-11-11 01:15:00;1;2;3;5;4;0;0;0;0;0;0;0
2019-11-11 01:30:00;1;5;3;2;4;0;0;0;0;0;0;0
2019-11-11 01:45:00;0;1;3;5;1;0;0;0;0;0;0;0
2019-11-11 02:00:00;1;0;2;2;2;0;0;0;0;0;0;0
2019-11-11 02:15:00;1;1;5;4;5;0;0;0;0;0;0;0
2019-11-11 02:30:00;1;4;3;4;2;0;0;0;0;0;0;0
2019-11-11 02:45:00;1;1;1;2;1;0;0;0;0;0;0;0
2019-11-11 03:00:00;2;2;4;2;2;0;0;0;0;0;0;0
2019-11-11 03:15:00;4;0;1;3;3;0;0;0;0;0;0;0
2019-11-11 03:30:00;2;2;4;2;3;0;0;0;0;0;0;0
2019-11-11 03:45:00;4;3;4;4;2;0;0;0;0;0;0;0
2019-11-11 04:00:00;3;5;6;4;3;0;0;0;0;0;0;0
2019-11-11 04:15:00;2;4;5;8;1;0;0;0;0;0;0;0
2019-11-11 04:30:00;1;3;4;9;3;0;0;0;0;0;0;0
2019-11-11 04:45:00;5;9;12;13;9;1;0;0;0;0;0;0
2019-11-11 05:00:00;5;13;12;16;10;0;0;0;0;0;0;0
2019-11-11 05:15:00;14;43;25;44;26;0;0;0;0;0;0;0
2019-11-11 05:30:00;19;36;15;53;34;0;0;0;0;0;0;0
2019-11-11 05:45:00;16;35;31;54;44;0;0;0;0;0;0;0
2019-11-11 06:00:00;12;41;22;48;35;0;0;0;0;0;0;0
2019-11-11 06:15:00;17;53;41;106;95;0;0;0;0;0;0;0
2019-11-11 06:30:00;16;75;59;107;124;6;1;0;0;12;0;0
2019-11-11 06:45:00;23;65;41;115;141;2;1;0;0;3;1;7
2019-11-11 07:00:00;19;56;51;156;177;3;4;0;0;20;5;34
2019-11-11 07:15:00;15;59;47;159;184;5;2;0;0;34;19;16
2019-11-11 07:30:00;33;81;42;174;188;9;0;0;4;15;6;13
2019-11-11 07:45:00;28;101;72;143;146;5;4;0;0;15;6;18
2019-11-11 08:00:00;33;76;62;112;112;2;6;0;0;26;5;13
2019-11-11 08:15:00;22;64;41;105;135;9;2;0;0;55;10;27
2019-11-11 08:30:00;33;64;51;111;103;1;6;0;0;9;2;1
2019-11-11 08:45:00;26;54;52;103;102;2;3;0;0;8;8;3
2019-11-11 09:00:00;22;68;59;87;99;6;3;0;0;10;10;0
2019-11-11 09:15:00;22;51;54;91;93;6;2;0;0;17;2;0
2019-11-11 09:30:00;17;54;51;84;80;2;3;0;0;48;3;4
2019-11-11 09:45:00;27;59;69;60;65;1;2;0;0;4;5;4
2019-11-11 10:00:00;29;55;47;42;87;7;1;0;0;6;12;9
2019-11-11 10:15:00;23;56;58;64;46;1;2;0;0;4;0;6
2019-11-11 10:30:00;23;63;64;53;56;0;2;0;0;0;13;12
2019-11-11 10:45:00;25;59;57;72;73;0;5;0;0;29;4;1
2019-11-11 11:00:00;33;79;64;65;47;4;1;0;0;8;6;3
2019-11-11 11:15:00;20;74;51;68;61;5;1;0;0;16;9;35
2019-11-11 11:30:00;37;63;57;76;60;1;7;0;2;9;3;27
2019-11-11 11:45:00;15;65;51;64;55;1;1;0;0;2;8;9
2019-11-11 12:00:00;31;68;44;19;94;1;2;0;0;6;5;4
2019-11-11 12:15:00;31;70;73;32;102;1;3;0;0;9;5;3
2019-11-11 12:30:00;27;78;81;60;57;4;1;0;0;6;11;1
2019-11-11 12:45:00;27;80;81;63;58;3;5;0;1;14;13;18
2019-11-11 13:00:00;21;94;73;55;66;3;8;0;2;20;10;23
2019-11-11 13:15:00;32;83;100;68;44;3;3;0;1;27;4;2
2019-11-11 13:30:00;32;105;64;73;76;1;9;0;0;13;11;4
2019-11-11 13:45:00;18;90;60;65;66;2;3;0;0;22;2;2
2019-11-11 14:00:00;21;84;80;67;57;0;1;0;0;6;7;10
2019-11-11 14:15:00;22;98;101;91;71;6;3;0;0;14;6;2
2019-11-11 14:30:00;29;105;115;65;64;0;0;0;0;10;4;4
2019-11-11 14:45:00;28;116;111;68;64;1;0;0;0;2;8;7
2019-11-11 15:00:00;27;107;120;71;81;1;7;0;0;25;4;6
2019-11-11 15:15:00;23;131;122;76;65;4;4;0;0;43;3;1
2019-11-11 15:30:00;22;138;98;71;73;2;6;0;7;10;3;1
2019-11-11 15:45:00;26;135;126;77;85;2;3;0;0;17;5;15
2019-11-11 16:00:00;32;155;126;75;66;1;11;0;0;10;9;17
2019-11-11 16:15:00;29;164;187;77;74;1;11;0;0;28;15;25
2019-11-11 16:30:00;27;129;167;92;76;5;1;0;0;41;24;12
2019-11-11 16:45:00;36;122;107;78;71;10;0;0;0;45;6;35
2019-11-11 17:00:00;30;146;141;96;88;6;5;0;0;60;3;0
2019-11-11 17:15:00;29;153;119;93;72;2;9;0;0;45;7;3
2019-11-11 17:30:00;27;123;109;77;66;9;1;0;0;21;3;0
2019-11-11 17:45:00;23;68;85;58;46;2;4;0;0;19;5;0
2019-11-11 18:00:00;24;93;86;65;62;1;2;0;0;46;4;5
2019-11-11 18:15:00;33;90;88;59;49;0;3;0;0;1;3;24
