DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2019-12-26 00:00:00;0;7;3;0;0;8;0;0;7;1;2;2;0;0;0;0;0
2019-12-26 00:15:00;0;4;7;0;0;3;0;0;4;0;3;2;0;0;0;0;0
2019-12-26 00:30:00;1;10;9;1;0;5;1;0;6;0;0;0;0;0;0;0;0
2019-12-26 00:45:00;1;2;4;0;0;5;0;0;7;0;1;1;0;0;0;0;0
2019-12-26 01:00:00;1;7;6;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2019-12-26 01:15:00;1;3;1;0;0;7;0;0;8;0;2;2;0;0;0;0;0
2019-12-26 01:30:00;0;3;1;0;1;4;0;1;4;1;0;0;0;0;0;0;0
2019-12-26 01:45:00;1;3;3;0;0;3;0;0;3;0;0;1;0;0;0;0;0
2019-12-26 02:00:00;0;2;2;0;0;2;0;0;2;0;0;1;0;0;0;0;0
2019-12-26 02:15:00;0;2;2;0;0;6;0;0;5;0;1;1;0;0;0;0;0
2019-12-26 02:30:00;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2019-12-26 02:45:00;1;8;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2019-12-26 03:00:00;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2019-12-26 03:15:00;0;1;4;1;1;4;2;0;3;1;0;0;0;0;0;0;0
2019-12-26 03:30:00;0;2;0;0;0;3;0;0;3;1;0;1;0;0;0;0;0
2019-12-26 03:45:00;0;1;1;0;0;5;0;0;5;0;0;0;0;0;0;0;0
2019-12-26 04:00:00;0;0;0;1;1;1;1;0;2;0;0;1;0;0;0;0;0
2019-12-26 04:15:00;0;2;1;0;0;2;0;0;3;0;0;1;0;0;0;0;0
2019-12-26 04:30:00;2;7;4;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2019-12-26 04:45:00;0;5;2;0;0;5;0;0;7;0;0;1;0;0;0;0;0
2019-12-26 05:00:00;0;7;4;0;0;5;0;0;4;0;0;0;0;0;0;0;0
2019-12-26 05:15:00;0;2;1;0;0;2;0;0;3;0;0;1;0;0;0;0;0
2019-12-26 05:30:00;1;2;1;0;0;5;0;0;5;0;1;1;0;0;0;0;0
2019-12-26 05:45:00;1;2;2;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2019-12-26 06:00:00;1;4;0;0;0;6;0;0;5;1;1;0;0;0;0;0;0
2019-12-26 06:15:00;2;4;3;0;0;3;1;0;4;0;1;3;0;0;0;0;0
2019-12-26 06:30:00;0;3;4;0;0;3;0;0;3;0;0;0;0;0;0;0;0
2019-12-26 06:45:00;0;4;2;0;0;5;0;0;4;0;1;0;0;0;0;0;0
2019-12-26 07:00:00;0;4;2;0;0;3;0;0;3;0;1;0;0;0;0;0;0
2019-12-26 07:15:00;2;3;2;0;0;6;0;0;5;1;0;0;1;0;0;0;0
2019-12-26 07:30:00;0;4;4;0;0;4;0;0;3;0;0;0;0;0;0;0;0
2019-12-26 07:45:00;2;7;2;0;0;6;0;0;6;0;0;0;0;0;0;0;0
2019-12-26 08:00:00;0;9;3;0;2;4;0;1;5;1;0;1;0;0;0;0;0
