DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DD1);7(DD2);8(DD3);9(TAFGA);10(TAFGC);11(TAFBA);12(TAFBB);13(TAFBC);14(TAFBD)
2020-12-24 00:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 00:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 00:30:00;2;3;2;2;0;0;0;0;0;0;0;0;0;0
2020-12-24 00:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 01:00:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 01:15:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 01:30:00;1;0;0;0;0;1;1;1;0;0;0;0;0;0
2020-12-24 01:45:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 02:00:00;1;0;0;0;2;1;0;0;0;0;0;0;0;0
2020-12-24 02:15:00;1;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 02:30:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-24 02:45:00;2;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 03:00:00;0;0;0;0;3;0;0;0;0;0;0;0;0;0
2020-12-24 03:15:00;0;0;0;0;1;2;2;2;0;0;0;0;0;0
2020-12-24 03:30:00;3;1;1;1;3;0;0;259;0;0;0;0;0;0
2020-12-24 03:45:00;1;0;0;0;1;3;2;0;0;0;0;0;0;0
2020-12-24 04:00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 04:15:00;1;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 04:30:00;0;0;0;0;4;0;0;0;0;0;0;0;0;0
2020-12-24 04:45:00;1;0;0;0;0;2;2;1;0;0;0;0;0;0
2020-12-24 05:00:00;3;0;0;0;2;0;0;1;0;0;0;0;0;0
2020-12-24 05:15:00;3;2;2;1;3;0;0;1;0;0;0;0;0;0
2020-12-24 05:30:00;0;1;1;1;7;2;1;4;0;0;0;0;0;0
2020-12-24 05:45:00;4;0;0;0;6;1;0;0;0;0;0;0;0;0
2020-12-24 06:00:00;5;1;1;0;5;3;2;1;0;0;0;0;0;0
2020-12-24 06:15:00;5;0;0;0;4;3;3;3;0;0;0;0;0;0
2020-12-24 06:30:00;7;3;2;1;6;5;4;5;0;0;0;0;0;0
2020-12-24 06:45:00;11;1;0;0;1;4;3;6;0;0;0;0;0;0
2020-12-24 07:00:00;13;6;6;4;10;7;1;3;0;0;0;0;0;0
2020-12-24 07:15:00;25;2;2;2;26;16;7;7;0;0;0;0;0;0
2020-12-24 07:30:00;12;3;4;1;30;17;11;19;0;0;0;0;0;0
2020-12-24 07:45:00;18;5;4;5;27;24;19;16;0;0;0;0;0;0
2020-12-24 08:00:00;12;5;4;4;26;7;4;6;1;0;4;0;0;0
2020-12-24 08:15:00;31;7;7;4;30;16;14;22;2;2;0;0;0;0
2020-12-24 08:30:00;37;4;3;2;25;13;11;13;0;4;0;0;0;0
2020-12-24 08:45:00;30;7;6;7;38;18;14;26;0;0;0;0;0;0
2020-12-24 09:00:00;51;2;5;2;39;26;21;24;0;0;0;0;0;0
2020-12-24 09:15:00;46;8;8;8;41;12;9;12;4;0;1;0;0;0
2020-12-24 09:30:00;45;6;7;6;38;30;20;30;0;0;0;0;1;0
2020-12-24 09:45:00;56;15;15;10;51;28;23;24;0;0;0;0;0;0
2020-12-24 10:00:00;47;8;9;9;61;24;20;19;1;2;0;0;1;0
2020-12-24 10:15:00;48;8;7;6;63;27;18;16;1;2;1;0;1;0
2020-12-24 10:30:00;65;11;10;9;44;40;32;23;1;4;0;0;0;0
2020-12-24 10:45:00;60;8;8;6;65;31;25;17;3;3;0;0;2;0
2020-12-24 11:00:00;54;12;8;9;56;39;31;26;2;2;0;0;0;0
2020-12-24 11:15:00;51;18;16;15;50;41;25;18;1;11;0;0;0;0
2020-12-24 11:30:00;61;8;8;9;51;33;26;25;1;3;0;0;0;0
2020-12-24 11:45:00;56;14;13;13;50;28;22;24;0;0;0;0;0;0
2020-12-24 12:00:00;49;15;15;13;64;36;23;20;1;2;0;0;0;0
2020-12-24 12:15:00;45;16;11;12;50;24;20;15;0;1;0;0;0;0
2020-12-24 12:30:00;47;8;7;9;44;23;19;12;0;0;0;0;0;0
2020-12-24 12:45:00;53;8;6;5;53;30;28;28;1;4;0;0;0;1
2020-12-24 13:00:00;40;8;8;5;43;22;18;12;0;1;0;0;0;0
2020-12-24 13:15:00;51;10;8;9;40;19;12;10;3;2;0;0;0;0
2020-12-24 13:30:00;29;5;6;6;36;22;17;17;0;0;0;0;0;0
2020-12-24 13:45:00;43;6;7;8;51;20;13;16;1;0;0;0;0;0
2020-12-24 14:00:00;42;7;6;5;38;26;22;25;0;0;0;0;0;0
2020-12-24 14:15:00;50;8;9;6;35;28;17;19;2;0;0;0;0;0
2020-12-24 14:30:00;34;15;15;12;29;17;16;13;0;0;0;0;0;0
2020-12-24 14:45:00;57;8;8;7;36;27;18;22;1;1;0;0;0;0
2020-12-24 15:00:00;49;11;9;6;26;21;15;14;0;1;0;0;0;0
2020-12-24 15:15:00;41;9;10;12;30;23;21;18;0;1;0;0;0;0
2020-12-24 15:30:00;44;13;11;12;41;28;23;18;1;0;0;0;0;0
2020-12-24 15:45:00;49;13;9;12;52;21;12;13;3;0;0;0;0;0
2020-12-24 16:00:00;44;8;7;6;25;28;19;19;4;0;0;0;0;0
2020-12-24 16:15:00;50;14;8;10;28;24;22;19;0;0;0;0;0;0
2020-12-24 16:30:00;38;13;9;14;29;23;19;18;0;0;0;0;0;0
2020-12-24 16:45:00;24;12;8;6;38;18;13;11;1;0;1;0;0;0
2020-12-24 17:00:00;41;6;7;3;22;20;16;13;2;0;0;0;0;0
2020-12-24 17:15:00;29;4;2;3;20;21;14;14;0;0;0;0;0;0
2020-12-24 17:30:00;16;8;9;9;21;12;10;9;1;0;0;0;0;0
2020-12-24 17:45:00;21;5;6;6;9;11;7;4;0;0;0;0;0;0
2020-12-24 18:00:00;17;3;2;2;15;9;8;7;0;0;0;0;0;0
2020-12-24 18:15:00;11;5;6;6;18;5;6;4;0;0;0;0;0;0
2020-12-24 18:30:00;15;1;1;1;9;7;6;5;0;0;0;0;0;0
2020-12-24 18:45:00;15;3;3;4;6;6;3;4;0;0;0;0;0;0
2020-12-24 19:00:00;13;2;0;0;9;16;14;10;0;0;0;0;0;0
2020-12-24 19:15:00;14;6;4;4;15;10;8;3;0;0;0;0;0;0
2020-12-24 19:30:00;16;1;2;1;5;10;7;6;0;0;0;0;0;0
2020-12-24 19:45:00;17;3;2;2;19;16;9;9;0;0;0;0;0;0
2020-12-24 20:00:00;32;12;8;6;28;10;9;9;0;0;0;0;0;0
2020-12-24 20:15:00;36;10;7;6;32;23;19;14;0;0;0;0;0;0
2020-12-24 20:30:00;48;9;9;6;36;30;22;16;0;0;0;0;0;0
2020-12-24 20:45:00;65;9;8;7;51;30;27;13;0;0;0;0;0;0
2020-12-24 21:00:00;19;2;1;0;8;6;4;2;0;0;0;0;0;0
2020-12-24 21:15:00;8;2;2;2;5;3;2;3;0;0;0;0;0;0
2020-12-24 21:30:00;0;1;1;0;3;1;2;1;0;0;0;0;0;0
2020-12-24 21:45:00;3;0;0;0;1;1;0;0;0;0;0;0;0;0
2020-12-24 22:00:00;1;0;0;0;2;0;0;0;0;0;0;0;0;0
2020-12-24 22:15:00;2;1;1;1;0;2;0;1;0;0;0;0;0;0
2020-12-24 22:30:00;2;1;0;0;2;1;1;1;0;0;0;0;0;0
2020-12-24 22:45:00;0;0;0;0;1;0;0;0;0;0;0;0;0;0
2020-12-24 23:00:00;2;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-12-24 23:15:00;2;1;1;2;1;2;1;1;0;0;0;0;0;0
2020-12-24 23:30:00;3;1;0;0;2;1;1;1;0;0;0;0;0;0
2020-12-24 23:45:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0
