DATUM;1(DA1);2(DA2);3(DA3);4(DAL1);5(DB1);6(DB2);7(DB3);8(DBL1);9(DBL2);10(DC1);11(DCL1);12(DCL2);13(DD1);14(DD2);15(DD3);16(DDL1);17(DEG21);18(DEG22);19(DEG23);20(DEG24);21(DEG25);22(DEG26);23(DEG27);24(DEG28)
2020-09-05 00:00:00;8;1;8;8;0;14;17;3;8;6;12;8;22;27;15;2;0;0;21;0;0;0;0;0
2020-09-05 00:15:00;10;17;15;7;2;22;14;7;15;6;6;0;22;38;22;3;0;0;30;0;0;0;0;0
2020-09-05 00:30:00;6;5;8;7;8;16;9;8;11;3;12;12;17;35;25;1;0;0;30;0;0;0;0;0
2020-09-05 00:45:00;4;6;5;9;5;12;12;6;11;9;7;1;16;27;13;2;0;0;30;0;0;0;0;0
2020-09-05 01:00:00;4;2;5;3;0;7;16;2;7;7;9;5;15;30;21;0;0;0;38;0;0;0;0;0
2020-09-05 01:15:00;3;3;5;0;1;8;5;2;6;4;6;3;16;24;13;2;0;0;39;0;0;0;0;0
2020-09-05 01:30:00;2;1;4;2;0;6;7;5;6;3;10;3;10;23;15;3;0;0;33;0;0;0;0;0
2020-09-05 01:45:00;4;3;5;1;3;7;6;1;6;3;5;3;17;29;15;3;0;0;39;0;0;0;0;0
2020-09-05 02:00:00;3;1;2;2;0;6;5;3;7;2;6;2;10;20;15;1;0;0;39;0;0;0;0;0
2020-09-05 02:15:00;0;0;3;3;3;5;3;1;3;5;3;2;14;21;8;1;0;0;39;0;0;0;0;0
2020-09-05 02:30:00;2;2;6;2;2;5;6;2;3;3;7;2;7;16;11;3;0;0;39;0;0;0;0;0
2020-09-05 02:45:00;2;2;2;2;2;6;7;4;3;1;1;0;4;13;10;0;0;0;39;0;0;0;0;0
2020-09-05 03:00:00;1;1;7;3;2;8;7;3;5;6;3;4;7;17;12;1;0;0;39;0;0;0;0;0
2020-09-05 03:15:00;1;1;5;1;1;6;4;5;6;2;4;2;3;10;10;0;0;0;36;0;0;0;0;0
2020-09-05 03:30:00;1;0;1;2;1;7;5;0;8;5;1;0;3;8;5;0;0;0;36;0;0;0;0;0
2020-09-05 03:45:00;0;0;1;1;1;7;2;1;4;4;5;2;1;4;4;1;0;0;39;0;0;0;0;0
2020-09-05 04:00:00;2;2;3;1;2;8;6;2;5;3;3;2;7;17;7;0;0;0;39;0;0;0;0;0
2020-09-05 04:15:00;1;0;6;1;6;8;1;0;3;0;1;1;6;13;9;1;0;0;39;0;0;0;0;0
2020-09-05 04:30:00;0;2;4;0;4;6;3;3;3;3;2;0;4;13;10;1;0;0;39;0;0;0;0;0
2020-09-05 04:45:00;0;0;1;1;4;6;4;2;3;1;3;1;6;14;8;0;0;0;39;0;0;0;0;0
2020-09-05 05:00:00;0;1;5;5;1;6;7;6;3;4;5;6;13;21;11;1;0;0;27;0;0;0;0;0
2020-09-05 05:15:00;1;3;1;1;1;8;4;7;6;7;8;6;8;21;13;1;0;0;30;0;0;0;0;0
2020-09-05 05:30:00;1;1;0;4;5;14;14;7;10;8;15;20;16;32;13;3;0;0;30;0;0;0;0;0
2020-09-05 05:45:00;1;1;4;3;0;8;23;23;22;8;13;10;46;48;21;4;0;0;30;0;0;0;0;0
2020-09-05 06:00:00;2;4;4;4;2;9;16;16;20;7;14;12;59;67;25;0;0;0;30;0;0;0;0;0
2020-09-05 06:15:00;2;5;8;3;4;16;17;6;16;10;13;5;44;59;24;1;0;0;30;0;0;0;0;0
2020-09-05 06:30:00;2;1;4;4;5;15;10;6;13;13;12;5;21;39;30;5;0;0;30;0;0;0;0;0
2020-09-05 06:45:00;5;11;10;6;6;14;14;12;8;12;12;9;18;36;23;4;0;0;30;0;0;0;0;0
2020-09-05 07:00:00;5;5;8;3;4;15;15;10;9;11;11;5;21;49;38;5;0;0;30;0;0;0;0;0
2020-09-05 07:15:00;5;7;13;6;4;18;16;8;9;9;15;10;31;54;25;4;0;0;30;0;0;0;0;0
2020-09-05 07:30:00;6;7;12;5;7;30;28;18;17;18;23;13;31;54;43;10;0;0;30;0;0;0;0;0
2020-09-05 07:45:00;7;9;12;12;10;26;19;10;20;18;23;10;34;66;51;10;0;0;30;0;0;0;0;0
2020-09-05 08:00:00;4;3;9;7;12;29;23;21;17;13;29;19;26;60;60;12;0;0;30;0;0;0;0;0
2020-09-05 08:15:00;6;13;15;14;12;26;34;20;16;23;27;14;32;71;53;9;0;0;30;0;0;0;0;0
2020-09-05 08:30:00;14;13;16;14;10;34;28;22;26;24;31;20;54;75;56;14;0;0;30;0;0;0;0;0
2020-09-05 08:45:00;6;8;9;18;13;31;29;20;22;33;48;27;49;79;66;17;0;0;30;0;0;0;0;0
2020-09-05 09:00:00;9;8;18;11;16;44;35;20;18;37;38;37;58;83;79;16;0;0;30;0;0;0;0;0
2020-09-05 09:15:00;17;13;12;11;12;44;42;23;17;34;54;45;62;101;80;11;0;0;30;0;0;0;0;0
2020-09-05 09:30:00;7;10;20;10;14;49;48;32;27;49;58;39;56;73;66;18;0;0;30;0;0;0;0;0
2020-09-05 09:45:00;12;18;23;20;25;57;53;38;36;50;61;45;77;105;93;25;0;0;30;0;0;0;0;0
2020-09-05 10:00:00;8;15;20;17;20;48;56;37;38;39;62;46;87;95;78;12;0;0;30;0;0;0;0;0
2020-09-05 10:15:00;15;14;17;8;21;57;44;51;37;41;50;37;70;87;63;14;0;0;27;0;0;0;0;0
2020-09-05 10:30:00;13;19;20;18;19;60;59;42;43;36;59;52;87;95;83;15;0;0;30;0;0;0;0;0
2020-09-05 10:45:00;21;16;32;19;21;60;79;41;39;42;67;51;96;116;96;16;0;0;30;0;0;0;0;0
2020-09-05 11:00:00;26;14;27;16;25;56;72;52;39;45;66;56;100;99;91;20;0;0;30;0;0;0;0;0
2020-09-05 11:15:00;14;12;19;26;18;52;53;53;37;37;67;56;79;85;76;23;0;0;30;0;0;0;0;0
2020-09-05 11:30:00;16;16;13;23;21;61;72;47;39;28;55;49;99;103;72;15;0;0;27;0;0;0;0;0
2020-09-05 11:45:00;21;22;20;23;19;67;76;54;42;35;56;48;98;111;90;14;0;0;30;0;0;0;0;0
2020-09-05 12:00:00;18;18;22;20;19;52;79;47;48;46;61;56;87;108;71;15;0;0;30;0;0;0;0;0
2020-09-05 12:15:00;26;17;33;26;26;73;90;54;48;33;62;56;100;107;84;14;0;0;30;0;0;0;0;0
2020-09-05 12:30:00;15;21;16;7;16;67;60;49;35;43;56;49;98;131;84;19;0;0;30;0;0;0;0;0
2020-09-05 12:45:00;15;18;26;22;22;60;55;34;30;45;65;62;81;100;76;14;0;0;30;0;0;0;0;0
2020-09-05 13:00:00;21;18;32;16;20;64;69;36;42;25;61;49;77;80;72;7;0;2;29;1;0;0;0;0
2020-09-05 13:15:00;9;21;33;20;29;59;50;40;41;34;61;51;80;121;100;17;0;0;30;0;0;0;0;0
2020-09-05 13:30:00;33;16;23;25;16;71;61;42;38;23;80;60;98;91;74;8;0;3;30;0;0;0;0;0
2020-09-05 13:45:00;18;17;29;20;20;78;82;54;51;34;61;63;85;100;78;11;0;1;30;0;0;0;0;0
2020-09-05 14:00:00;14;13;25;24;21;68;81;47;39;28;69;57;74;106;81;10;0;0;30;0;0;0;0;0
2020-09-05 14:15:00;19;25;29;17;16;58;70;44;41;26;55;57;100;118;86;12;0;0;29;1;0;0;0;0
2020-09-05 14:30:00;15;15;24;22;14;71;68;48;51;28;64;51;81;96;87;12;0;1;30;0;0;0;0;0
2020-09-05 14:45:00;24;23;27;28;18;83;79;53;46;37;66;53;111;98;86;14;0;1;29;1;0;0;0;0
2020-09-05 15:00:00;15;11;20;20;14;67;73;33;33;38;66;58;102;97;85;16;0;0;30;0;0;0;0;0
2020-09-05 15:15:00;13;20;30;14;19;62;56;40;41;22;54;39;100;117;90;12;0;1;30;0;0;0;0;0
2020-09-05 15:30:00;14;17;22;25;27;56;79;40;35;35;56;37;76;114;92;10;0;0;30;0;0;0;0;0
2020-09-05 15:45:00;14;19;23;21;18;62;73;34;38;25;55;53;108;110;88;13;0;1;30;0;0;0;0;0
2020-09-05 16:00:00;19;21;25;25;17;69;70;38;39;26;60;54;94;95;83;16;0;0;30;0;0;0;0;0
2020-09-05 16:15:00;7;11;27;23;29;62;66;31;30;31;54;46;86;94;85;15;0;0;30;0;0;0;0;0
2020-09-05 16:30:00;16;20;20;26;29;64;65;42;32;33;48;41;81;105;89;14;0;0;30;0;0;0;0;0
2020-09-05 16:45:00;18;16;21;22;17;72;76;37;43;29;55;45;82;90;83;14;0;0;30;0;0;0;0;0
2020-09-05 17:00:00;15;19;28;14;15;66;75;45;36;20;45;36;85;114;97;8;0;0;30;0;0;0;0;0
2020-09-05 17:15:00;15;13;15;23;21;63;69;34;37;40;51;40;106;111;93;10;0;1;30;0;0;0;0;0
2020-09-05 17:30:00;20;19;30;28;28;60;90;38;28;25;47;38;114;127;80;16;0;0;30;0;0;0;0;0
2020-09-05 17:45:00;16;17;24;24;19;76;85;34;36;35;62;55;85;111;99;15;0;0;30;0;0;0;0;0
2020-09-05 18:00:00;9;10;17;17;28;67;73;56;46;22;50;40;98;115;75;8;0;0;30;0;0;0;0;0
2020-09-05 18:15:00;14;12;23;12;10;63;64;34;35;33;50;36;86;104;81;7;0;0;26;0;0;0;0;0
2020-09-05 18:30:00;18;18;26;19;19;59;63;40;37;34;58;40;75;112;88;14;0;0;29;1;0;0;0;0
2020-09-05 18:45:00;13;15;21;21;24;64;69;39;41;25;59;44;97;101;63;13;0;0;30;1;0;0;0;0
2020-09-05 19:00:00;11;18;28;21;15;70;72;46;34;28;51;30;67;89;65;12;0;1;30;0;0;0;0;0
2020-09-05 19:15:00;13;11;19;17;28;65;64;32;35;29;51;48;62;82;72;12;0;0;30;0;0;0;0;0
2020-09-05 19:30:00;11;17;31;14;15;62;64;19;24;30;44;33;73;106;75;15;0;0;30;0;0;0;0;0
2020-09-05 19:45:00;11;15;15;19;26;52;61;28;30;28;47;33;82;99;73;12;0;0;30;0;0;0;0;0
2020-09-05 20:00:00;19;12;26;17;13;54;44;28;30;22;46;42;81;116;72;15;0;0;30;0;0;0;0;0
2020-09-05 20:15:00;10;14;20;13;13;53;68;22;30;23;42;29;89;88;76;4;0;0;30;0;0;0;0;0
2020-09-05 20:30:00;15;16;18;18;16;34;42;27;30;24;46;29;70;102;63;10;0;0;29;0;0;0;0;0
2020-09-05 20:45:00;10;12;20;8;13;47;35;20;29;22;39;26;68;87;49;5;0;0;30;1;0;0;0;0
2020-09-05 21:00:00;8;13;18;8;13;42;42;18;20;18;44;22;53;78;61;8;0;0;30;0;0;0;0;0
2020-09-05 21:15:00;9;10;15;11;6;34;34;10;14;19;45;24;33;61;44;7;0;0;30;0;0;0;0;0
2020-09-05 21:30:00;11;14;15;8;8;39;39;15;23;12;29;9;41;76;47;4;0;0;30;0;0;0;0;0
2020-09-05 21:45:00;6;7;11;9;10;28;26;16;22;13;30;30;51;72;47;5;0;0;30;0;0;0;0;0
2020-09-05 22:00:00;10;7;15;8;8;35;25;11;16;11;38;22;32;59;40;2;0;0;27;0;0;0;0;0
2020-09-05 22:15:00;6;11;16;9;11;33;26;16;22;16;30;18;37;54;33;4;0;0;30;0;0;0;0;0
2020-09-05 22:30:00;8;10;17;12;1;28;23;9;15;8;19;13;36;55;39;5;0;0;30;0;0;0;0;0
2020-09-05 22:45:00;18;16;14;14;5;26;31;15;14;12;19;14;46;65;31;3;0;0;30;0;0;0;0;0
2020-09-05 23:00:00;19;17;26;27;10;30;22;13;13;10;18;7;41;59;34;4;0;0;30;0;0;0;0;0
2020-09-05 23:15:00;9;16;17;12;7;26;15;8;11;14;19;14;45;67;37;4;0;0;30;0;0;0;0;0
2020-09-05 23:30:00;8;11;11;8;8;19;29;6;12;8;17;9;27;46;20;1;0;0;30;0;0;0;0;0
2020-09-05 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
