DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2019-12-10 00:00:00;7;11;8;6;0;0;0
2019-12-10 00:15:00;11;15;11;6;0;0;0
2019-12-10 00:30:00;5;3;10;9;0;3;0
2019-12-10 00:45:00;6;6;11;4;0;1;0
2019-12-10 01:00:00;3;5;8;6;0;4;0
2019-12-10 01:15:00;9;6;8;6;0;2;0
2019-12-10 01:30:00;5;7;5;2;0;0;0
2019-12-10 01:45:00;5;6;5;2;2;1;0
2019-12-10 02:00:00;5;4;12;8;0;2;0
2019-12-10 02:15:00;8;5;6;4;0;1;0
2019-12-10 02:30:00;8;7;11;7;0;2;0
2019-12-10 02:45:00;7;5;6;2;0;1;0
2019-12-10 03:00:00;6;6;7;14;0;0;0
2019-12-10 03:15:00;6;9;6;1;0;0;0
2019-12-10 03:30:00;9;8;10;3;0;0;0
2019-12-10 03:45:00;18;13;13;6;0;0;0
2019-12-10 04:00:00;12;10;6;6;0;1;0
2019-12-10 04:15:00;10;7;12;6;1;2;0
2019-12-10 04:30:00;14;15;27;11;2;4;0
2019-12-10 04:45:00;15;13;44;15;1;2;0
2019-12-10 05:00:00;37;39;136;45;3;10;0
2019-12-10 05:15:00;31;47;207;117;11;21;0
2019-12-10 05:30:00;52;73;210;147;8;23;1
2019-12-10 05:45:00;133;172;196;124;21;18;0
2019-12-10 06:00:00;164;200;206;135;9;26;0
2019-12-10 06:15:00;111;169;224;150;17;41;0
2019-12-10 06:30:00;79;109;232;217;27;58;0
2019-12-10 06:45:00;74;119;227;249;193;51;2
2019-12-10 07:00:00;79;100;240;206;29;42;0
2019-12-10 07:15:00;104;111;230;198;37;57;0
2019-12-10 07:30:00;93;131;251;227;227;61;2
2019-12-10 07:45:00;103;150;247;245;46;55;0
2019-12-10 08:00:00;112;145;220;224;38;63;3
2019-12-10 08:15:00;85;129;241;246;21;82;1
2019-12-10 08:30:00;90;127;267;210;22;59;0
2019-12-10 08:45:00;79;131;207;171;38;43;0
2019-12-10 09:00:00;82;117;147;146;17;23;2
2019-12-10 09:15:00;92;112;162;141;23;19;0
2019-12-10 09:30:00;84;118;175;152;33;25;0
2019-12-10 09:45:00;92;134;153;160;30;15;0
2019-12-10 10:00:00;97;124;132;130;25;30;0
2019-12-10 10:15:00;87;121;127;133;19;23;0
2019-12-10 10:30:00;90;138;136;151;23;26;0
2019-12-10 10:45:00;105;144;140;194;31;35;1
2019-12-10 11:00:00;86;137;122;133;27;31;0
2019-12-10 11:15:00;94;157;129;130;25;36;0
2019-12-10 11:30:00;103;151;140;136;15;30;0
2019-12-10 11:45:00;104;167;141;120;24;16;0
2019-12-10 12:00:00;99;148;110;95;29;37;0
2019-12-10 12:15:00;117;164;126;100;21;28;0
2019-12-10 12:30:00;130;200;158;122;22;39;0
2019-12-10 12:45:00;112;163;159;159;43;30;3
2019-12-10 13:00:00;107;179;172;136;18;36;0
2019-12-10 13:15:00;148;194;218;153;19;26;0
2019-12-10 13:30:00;144;180;215;186;31;49;0
2019-12-10 13:45:00;139;195;195;174;18;38;2
2019-12-10 14:00:00;180;229;149;128;12;30;0
2019-12-10 14:15:00;212;292;122;127;45;23;0
2019-12-10 14:30:00;229;295;134;185;19;26;0
2019-12-10 14:45:00;185;272;121;153;25;31;0
2019-12-10 15:00:00;193;253;117;140;23;28;0
2019-12-10 15:15:00;237;279;135;142;31;30;0
2019-12-10 15:30:00;222;301;95;139;32;28;3
2019-12-10 15:45:00;212;288;142;166;25;29;0
2019-12-10 16:00:00;206;270;120;146;97;40;0
2019-12-10 16:15:00;224;297;133;158;24;26;0
2019-12-10 16:30:00;214;288;117;158;20;29;0
2019-12-10 16:45:00;219;274;136;156;33;23;4
2019-12-10 17:00:00;183;221;137;144;33;4;0
2019-12-10 17:15:00;225;269;139;170;19;3;0
2019-12-10 17:30:00;226;276;159;171;29;0;3
2019-12-10 17:45:00;212;251;122;148;26;8;0
2019-12-10 18:00:00;168;222;121;131;16;1;0
2019-12-10 18:15:00;168;226;107;151;27;26;0
2019-12-10 18:30:00;120;171;114;139;21;21;0
2019-12-10 18:45:00;104;156;88;104;22;23;0
2019-12-10 19:00:00;105;158;103;100;16;28;0
2019-12-10 19:15:00;89;125;94;90;8;18;0
2019-12-10 19:30:00;83;116;61;81;8;24;0
2019-12-10 19:45:00;73;103;77;66;10;22;0
2019-12-10 20:00:00;102;128;69;64;9;13;0
2019-12-10 20:15:00;67;101;63;68;4;13;0
2019-12-10 20:30:00;59;70;67;81;3;11;0
2019-12-10 20:45:00;49;64;98;51;5;13;0
2019-12-10 21:00:00;49;73;183;88;4;12;0
2019-12-10 21:15:00;59;73;198;94;1;17;0
2019-12-10 21:30:00;62;91;148;80;5;17;0
2019-12-10 21:45:00;114;135;67;37;6;12;0
2019-12-10 22:00:00;183;253;47;35;3;5;0
2019-12-10 22:15:00;103;124;43;34;4;7;0
2019-12-10 22:30:00;65;73;33;36;4;7;0
2019-12-10 22:45:00;25;46;25;24;3;5;0
2019-12-10 23:00:00;47;40;21;20;1;5;0
2019-12-10 23:15:00;22;26;22;8;3;3;0
2019-12-10 23:30:00;23;28;23;16;0;5;0
