DATUM;1(DB1);2(DRDA);3(DRDB);4(TAFGA);5(TAFGB);6(TARDA1);7(TARDB1);8(TAFBA);9(TAFBB)
2020-05-25 00:00:00;1;0;1;0;0;0;0;0;0
2020-05-25 00:15:00;2;0;1;0;0;0;0;0;0
2020-05-25 00:30:00;1;0;0;0;0;0;0;0;0
2020-05-25 00:45:00;0;0;0;0;0;0;0;0;0
2020-05-25 01:00:00;1;0;1;0;0;0;0;0;0
2020-05-25 01:15:00;2;0;0;0;0;0;0;0;0
2020-05-25 01:30:00;0;0;0;0;0;0;0;0;0
2020-05-25 01:45:00;1;0;1;0;0;0;0;0;0
2020-05-25 02:00:00;0;0;1;0;0;0;0;0;0
2020-05-25 02:15:00;0;0;1;0;0;0;0;0;0
2020-05-25 02:30:00;0;0;0;0;0;0;0;0;0
2020-05-25 02:45:00;0;0;0;0;0;0;0;0;0
2020-05-25 03:00:00;0;0;0;0;0;0;0;0;0
2020-05-25 03:15:00;1;0;0;0;0;0;0;0;0
2020-05-25 03:30:00;0;0;0;0;0;0;0;0;0
2020-05-25 03:45:00;0;0;0;0;0;0;0;0;0
2020-05-25 04:00:00;0;0;0;0;0;0;0;0;0
2020-05-25 04:15:00;0;0;0;0;0;0;0;0;0
2020-05-25 04:30:00;0;0;0;0;0;0;0;0;0
2020-05-25 04:45:00;0;0;1;0;0;0;0;0;0
2020-05-25 05:00:00;1;0;2;0;0;0;0;0;0
2020-05-25 05:15:00;2;0;4;0;0;0;0;0;0
2020-05-25 05:30:00;1;1;4;0;0;1;3;0;0
2020-05-25 05:45:00;0;0;1;0;0;0;0;0;0
2020-05-25 06:00:00;0;1;3;0;0;0;0;0;0
2020-05-25 06:15:00;0;0;4;1;1;0;0;1;1
2020-05-25 06:30:00;2;2;11;0;0;1;0;0;0
2020-05-25 06:45:00;3;6;10;2;0;0;0;0;0
2020-05-25 07:00:00;8;8;7;0;0;2;1;0;0
2020-05-25 07:15:00;11;1;7;4;0;0;1;0;0
2020-05-25 07:30:00;13;5;10;3;0;1;2;6;0
2020-05-25 07:45:00;8;6;8;6;0;1;0;1;0
2020-05-25 08:00:00;16;3;13;5;1;3;0;0;0
2020-05-25 08:15:00;20;6;14;1;4;3;3;2;1
2020-05-25 08:30:00;22;8;8;7;4;0;0;0;0
2020-05-25 08:45:00;34;6;7;5;5;1;0;0;6
2020-05-25 09:00:00;31;9;6;7;3;2;1;0;0
2020-05-25 09:15:00;41;9;15;4;6;2;2;0;0
2020-05-25 09:30:00;46;18;11;3;7;0;1;0;0
2020-05-25 09:45:00;63;3;12;5;3;1;2;2;1
2020-05-25 10:00:00;61;10;14;6;4;1;4;0;1
2020-05-25 10:15:00;59;8;12;3;6;2;4;0;0
2020-05-25 10:30:00;64;15;18;5;3;1;1;1;0
2020-05-25 10:45:00;65;11;17;3;10;0;0;0;0
2020-05-25 11:00:00;76;10;20;8;0;0;3;4;0
2020-05-25 11:15:00;62;7;13;9;5;0;2;2;0
2020-05-25 11:30:00;76;4;18;3;4;0;6;0;0
2020-05-25 11:45:00;69;13;25;6;5;1;2;1;0
2020-05-25 12:00:00;65;14;24;2;4;3;3;5;1
2020-05-25 12:15:00;48;6;13;2;4;0;2;0;3
2020-05-25 12:30:00;62;10;12;5;2;0;3;3;22
2020-05-25 12:45:00;67;10;17;4;3;0;2;0;0
2020-05-25 13:00:00;71;8;14;9;5;2;0;5;5
2020-05-25 13:15:00;59;10;11;6;1;1;2;1;0
2020-05-25 13:30:00;59;8;10;6;3;2;2;0;2
2020-05-25 13:45:00;61;5;10;4;1;0;2;7;0
2020-05-25 14:00:00;58;4;12;1;2;0;3;0;20
2020-05-25 14:15:00;55;11;12;1;6;2;1;2;10
2020-05-25 14:30:00;82;6;8;4;4;0;1;0;0
2020-05-25 14:45:00;79;10;10;3;9;1;0;0;0
2020-05-25 15:00:00;62;5;12;5;4;0;3;2;0
2020-05-25 15:15:00;64;9;13;4;5;1;2;2;0
2020-05-25 15:30:00;69;14;16;4;2;4;4;0;0
2020-05-25 15:45:00;66;11;16;8;3;0;1;3;0
2020-05-25 16:00:00;76;8;18;3;5;2;1;1;1
2020-05-25 16:15:00;58;6;16;7;0;2;3;7;0
2020-05-25 16:30:00;89;10;20;6;4;2;1;4;2
2020-05-25 16:45:00;63;11;19;7;2;2;3;4;3
2020-05-25 17:00:00;79;12;24;1;3;7;5;2;2
2020-05-25 17:15:00;81;14;19;2;2;0;5;0;0
2020-05-25 17:30:00;73;14;12;3;3;2;0;29;0
2020-05-25 17:45:00;66;8;19;1;4;3;2;0;0
2020-05-25 18:00:00;74;5;17;0;5;2;3;0;4
2020-05-25 18:15:00;58;14;15;2;4;1;1;1;0
2020-05-25 18:30:00;54;11;13;4;2;2;3;0;0
2020-05-25 18:45:00;66;3;18;8;3;0;3;0;0
2020-05-25 19:00:00;65;5;15;3;6;0;1;0;0
2020-05-25 19:15:00;43;5;12;5;0;1;2;10;0
2020-05-25 19:30:00;57;7;7;5;2;0;1;0;0
2020-05-25 19:45:00;30;2;2;4;1;3;0;0;0
2020-05-25 20:00:00;44;4;7;2;5;1;1;0;0
2020-05-25 20:15:00;19;2;3;0;1;0;1;1;4
2020-05-25 20:30:00;12;0;0;1;0;0;1;0;0
2020-05-25 20:45:00;8;3;4;1;0;0;1;3;0
2020-05-25 21:00:00;7;2;7;0;0;0;0;0;0
2020-05-25 21:15:00;7;3;2;2;2;1;0;0;3
2020-05-25 21:30:00;5;2;2;0;0;0;0;0;0
2020-05-25 21:45:00;4;2;9;0;0;4;0;0;0
2020-05-25 22:00:00;3;5;8;1;0;1;0;0;0
2020-05-25 22:15:00;4;2;4;0;1;0;1;0;1
2020-05-25 22:30:00;5;1;1;0;0;0;0;0;0
2020-05-25 22:45:00;0;0;0;0;0;0;0;0;0
2020-05-25 23:00:00;4;0;0;0;0;0;0;0;0
2020-05-25 23:15:00;3;0;0;0;0;0;0;0;0
2020-05-25 23:30:00;1;0;0;0;0;0;0;0;0
2020-05-25 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
