DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DD1);6(TAFBA);7(TAFBC);8(TAFBD)
2019-08-19 00:00:00;0;1;0;0;0;0;0;0
2019-08-19 00:15:00;0;3;1;0;0;0;0;0
2019-08-19 00:30:00;0;3;0;0;0;0;0;0
2019-08-19 00:45:00;0;0;1;0;0;0;0;0
2019-08-19 01:00:00;0;2;1;0;0;0;0;0
2019-08-19 01:15:00;0;0;0;0;0;0;0;0
2019-08-19 01:30:00;0;2;2;1;0;0;0;0
2019-08-19 01:45:00;0;0;0;0;0;0;0;0
2019-08-19 02:00:00;0;2;1;1;0;0;0;0
2019-08-19 02:15:00;0;0;0;0;0;0;0;0
2019-08-19 02:30:00;0;2;0;0;0;0;0;0
2019-08-19 02:45:00;0;0;0;0;0;0;0;0
2019-08-19 03:00:00;0;0;0;0;0;0;0;0
2019-08-19 03:15:00;0;0;0;0;0;0;0;0
2019-08-19 03:30:00;0;0;0;0;0;0;0;0
2019-08-19 03:45:00;0;3;2;0;0;0;0;0
2019-08-19 04:00:00;0;1;1;0;0;0;0;0
2019-08-19 04:15:00;0;0;0;0;0;0;0;0
2019-08-19 04:30:00;0;0;0;0;0;0;0;0
2019-08-19 04:45:00;1;1;1;0;0;0;0;0
2019-08-19 05:00:00;0;1;4;1;0;0;0;0
2019-08-19 05:15:00;1;7;7;0;1;0;0;0
2019-08-19 05:30:00;0;13;17;8;1;0;0;0
2019-08-19 05:45:00;0;4;17;1;2;0;0;0
2019-08-19 06:00:00;1;7;14;0;4;0;0;0
2019-08-19 06:15:00;2;18;39;2;5;0;0;0
2019-08-19 06:30:00;7;31;119;5;8;0;0;0
2019-08-19 06:45:00;10;29;79;4;7;0;0;0
2019-08-19 07:00:00;5;18;58;6;8;0;0;0
2019-08-19 07:15:00;2;16;66;13;17;0;0;0
2019-08-19 07:30:00;4;13;65;7;12;0;0;0
2019-08-19 07:45:00;1;16;63;12;18;1;0;0
2019-08-19 08:00:00;0;17;48;11;16;0;0;0
2019-08-19 08:15:00;5;20;62;9;16;0;0;0
2019-08-19 08:30:00;2;19;49;4;16;0;1;0
2019-08-19 08:45:00;8;22;32;6;10;0;0;0
2019-08-19 09:00:00;3;20;25;7;13;0;0;0
2019-08-19 09:15:00;0;13;14;4;12;0;0;0
2019-08-19 09:30:00;2;20;16;3;9;0;0;0
2019-08-19 09:45:00;3;17;13;7;12;0;0;0
2019-08-19 10:00:00;2;13;14;7;6;0;0;0
2019-08-19 10:15:00;1;17;13;7;8;0;0;0
2019-08-19 10:30:00;2;22;9;3;6;0;5;0
2019-08-19 10:45:00;2;15;15;6;7;0;0;0
2019-08-19 11:00:00;6;12;8;3;11;0;1;0
2019-08-19 11:15:00;4;25;24;5;8;0;1;0
2019-08-19 11:30:00;2;27;21;5;11;1;0;0
2019-08-19 11:45:00;0;14;21;4;14;0;2;0
2019-08-19 12:00:00;4;31;21;4;8;0;0;0
2019-08-19 12:15:00;8;23;23;6;7;0;4;0
2019-08-19 12:30:00;2;15;9;2;7;0;3;0
2019-08-19 12:45:00;7;30;7;1;5;0;0;0
2019-08-19 13:00:00;3;30;23;7;12;0;0;0
2019-08-19 13:15:00;1;22;18;5;8;0;0;0
2019-08-19 13:30:00;4;18;22;2;7;0;1;0
2019-08-19 13:45:00;5;22;16;10;13;1;0;0
2019-08-19 14:00:00;5;38;10;2;11;0;0;0
2019-08-19 14:15:00;3;33;12;2;14;0;0;0
2019-08-19 14:30:00;4;27;20;4;7;0;0;0
2019-08-19 14:45:00;1;19;19;8;7;0;0;0
2019-08-19 15:00:00;8;82;25;3;24;0;3;0
2019-08-19 15:15:00;11;121;16;3;17;0;0;0
2019-08-19 15:30:00;2;60;10;5;10;0;0;0
2019-08-19 15:45:00;7;50;13;5;19;0;0;0
2019-08-19 16:00:00;5;74;21;3;22;0;0;0
2019-08-19 16:15:00;4;57;11;4;16;0;0;0
2019-08-19 16:30:00;4;73;18;5;18;0;0;0
2019-08-19 16:45:00;1;64;12;3;10;0;0;0
2019-08-19 17:00:00;2;68;6;4;19;0;0;0
2019-08-19 17:15:00;1;47;12;3;5;0;0;0
2019-08-19 17:30:00;1;52;9;1;11;0;0;0
2019-08-19 17:45:00;1;38;12;5;13;0;0;0
2019-08-19 18:00:00;0;21;9;3;10;0;0;0
2019-08-19 18:15:00;0;26;4;1;2;0;5;0
2019-08-19 18:30:00;0;18;10;2;5;0;0;0
2019-08-19 18:45:00;3;19;3;0;4;0;0;0
2019-08-19 19:00:00;2;14;5;2;3;0;0;0
2019-08-19 19:15:00;0;14;6;1;2;0;0;0
2019-08-19 19:30:00;0;7;2;0;2;0;0;0
2019-08-19 19:45:00;0;7;1;0;1;0;0;0
2019-08-19 20:00:00;1;8;6;4;0;0;0;0
2019-08-19 20:15:00;0;9;6;1;1;0;0;0
2019-08-19 20:30:00;0;7;2;0;1;0;0;0
2019-08-19 20:45:00;1;1;2;0;0;0;0;0
2019-08-19 21:00:00;0;1;4;0;2;0;0;0
2019-08-19 21:15:00;1;3;2;1;1;0;0;0
2019-08-19 21:30:00;2;6;4;1;0;0;0;0
2019-08-19 21:45:00;2;7;4;3;5;0;0;0
2019-08-19 22:00:00;0;11;2;1;5;0;0;0
2019-08-19 22:15:00;0;4;0;0;1;0;0;0
2019-08-19 22:30:00;0;8;1;0;1;0;0;0
2019-08-19 22:45:00;0;3;0;0;0;0;0;0
2019-08-19 23:00:00;0;1;0;0;0;0;0;0
2019-08-19 23:15:00;0;1;2;0;0;0;0;0
2019-08-19 23:30:00;1;1;1;0;1;0;0;0
2019-08-19 23:45:00;0;1;0;0;0;0;0;0
