DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DD1);6(TAAC);22(TARDB);23(TARDD)
2019-11-05 00:00:00;4;2;0;2;2;0;0;0
2019-11-05 00:15:00;1;0;0;4;0;0;0;0
2019-11-05 00:30:00;3;1;1;7;0;0;0;0
2019-11-05 00:45:00;0;0;0;2;1;0;0;0
2019-11-05 01:00:00;2;1;0;6;1;0;0;0
2019-11-05 01:15:00;0;0;0;3;0;0;0;0
2019-11-05 01:30:00;3;0;0;5;0;0;0;0
2019-11-05 01:45:00;4;1;1;1;0;0;0;0
2019-11-05 02:00:00;1;2;0;2;0;0;0;0
2019-11-05 02:15:00;1;0;0;0;0;0;0;0
2019-11-05 02:30:00;1;0;1;0;0;0;0;0
2019-11-05 02:45:00;0;2;1;1;0;0;0;0
2019-11-05 03:00:00;1;1;0;2;0;0;0;0
2019-11-05 03:15:00;0;0;1;1;1;0;0;0
2019-11-05 03:30:00;1;0;0;3;0;0;0;0
2019-11-05 03:45:00;1;0;0;0;0;0;0;0
2019-11-05 04:00:00;5;1;0;0;0;0;0;0
2019-11-05 04:15:00;8;0;1;1;0;0;0;0
2019-11-05 04:30:00;6;1;0;4;0;0;0;0
2019-11-05 04:45:00;15;5;0;4;1;0;0;0
2019-11-05 05:00:00;28;6;0;4;2;0;0;0
2019-11-05 05:15:00;30;6;4;10;2;0;0;0
2019-11-05 05:30:00;61;9;3;34;2;0;0;0
2019-11-05 05:45:00;74;9;3;25;5;0;0;0
2019-11-05 06:00:00;73;4;10;29;4;0;0;0
2019-11-05 06:15:00;105;11;5;35;5;0;0;0
2019-11-05 06:30:00;149;17;6;76;11;9;0;1
2019-11-05 06:45:00;144;19;10;82;17;11;0;0
2019-11-05 07:00:00;184;18;15;83;26;13;0;0
2019-11-05 07:15:00;198;34;23;86;42;14;0;1
2019-11-05 07:30:00;235;31;35;73;62;14;0;0
2019-11-05 07:45:00;224;25;43;117;52;2;0;0
2019-11-05 08:00:00;227;33;37;121;57;5;0;0
2019-11-05 08:15:00;159;33;39;136;44;1;0;0
2019-11-05 08:30:00;161;23;38;102;41;3;0;0
2019-11-05 08:45:00;123;28;34;105;37;7;0;0
2019-11-05 09:00:00;100;17;23;89;23;1;0;0
2019-11-05 09:15:00;84;14;40;87;21;2;0;0
2019-11-05 09:30:00;99;20;37;62;17;6;0;0
2019-11-05 09:45:00;83;12;38;85;20;1;0;0
2019-11-05 10:00:00;95;17;46;94;22;4;0;0
2019-11-05 10:15:00;96;15;26;91;18;7;0;0
2019-11-05 10:30:00;95;17;25;77;23;2;0;0
2019-11-05 10:45:00;90;21;48;110;24;1;0;0
2019-11-05 11:00:00;94;9;36;106;17;13;0;0
2019-11-05 11:15:00;73;36;38;109;20;5;0;0
2019-11-05 11:30:00;98;18;41;107;18;3;0;0
2019-11-05 11:45:00;101;21;40;108;22;4;0;0
2019-11-05 12:00:00;87;21;53;103;21;6;0;0
2019-11-05 12:15:00;79;18;35;87;17;4;0;0
2019-11-05 12:30:00;103;16;40;112;24;0;0;0
2019-11-05 12:45:00;83;12;48;118;16;2;0;0
2019-11-05 13:00:00;93;20;56;121;22;8;0;2
2019-11-05 13:15:00;97;17;30;138;16;4;0;0
2019-11-05 13:30:00;113;20;40;120;15;2;0;0
2019-11-05 13:45:00;97;21;41;134;18;2;0;0
2019-11-05 14:00:00;89;11;60;112;16;7;0;0
2019-11-05 14:15:00;114;19;63;120;22;8;0;0
2019-11-05 14:30:00;114;11;56;107;21;4;0;2
2019-11-05 14:45:00;106;19;47;116;22;8;0;0
2019-11-05 15:00:00;130;15;48;135;15;2;0;0
