DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-02-07 00:00:00;14;6;0;0;0;16;2;0;0
2020-02-07 00:15:00;15;10;0;0;0;10;5;0;0
2020-02-07 00:30:00;9;3;0;0;0;12;7;0;0
2020-02-07 00:45:00;12;7;0;0;0;15;2;0;0
2020-02-07 01:00:00;9;5;0;0;0;2;4;0;0
2020-02-07 01:15:00;7;2;0;0;1;12;3;0;0
2020-02-07 01:30:00;12;6;0;0;0;11;0;0;0
2020-02-07 01:45:00;13;3;0;0;0;10;1;0;0
2020-02-07 02:00:00;8;3;0;0;0;6;1;0;0
2020-02-07 02:15:00;8;4;0;0;0;5;0;0;0
2020-02-07 02:30:00;6;3;0;0;0;9;2;0;0
2020-02-07 02:45:00;10;2;0;0;0;9;2;0;0
2020-02-07 03:00:00;12;2;0;0;0;7;0;0;0
2020-02-07 03:15:00;8;5;0;0;0;5;1;0;0
2020-02-07 03:30:00;2;2;0;0;0;16;4;0;0
2020-02-07 03:45:00;12;1;0;0;0;14;5;0;0
2020-02-07 04:00:00;11;7;1;0;0;9;1;0;0
2020-02-07 04:15:00;16;13;1;0;0;12;8;0;0
2020-02-07 04:30:00;16;11;0;1;0;25;10;0;1
2020-02-07 04:45:00;27;15;1;0;0;36;21;0;0
2020-02-07 05:00:00;36;17;0;0;1;93;58;0;2
2020-02-07 05:15:00;55;44;2;1;2;186;144;0;2
2020-02-07 05:30:00;56;55;1;2;2;191;159;0;6
2020-02-07 05:45:00;147;134;6;0;5;213;167;0;4
2020-02-07 06:00:00;174;160;3;0;2;171;139;1;3
2020-02-07 06:15:00;150;151;10;1;5;227;183;1;15
2020-02-07 06:30:00;89;103;3;7;6;234;229;0;4
2020-02-07 06:45:00;87;96;10;0;7;201;215;13;11
2020-02-07 07:00:00;83;84;3;12;12;220;234;5;7
2020-02-07 07:15:00;100;103;10;9;12;218;252;4;11
2020-02-07 07:30:00;106;107;7;11;16;258;281;2;6
2020-02-07 07:45:00;125;150;6;7;13;238;249;5;7
2020-02-07 08:00:00;119;134;10;13;14;199;203;10;5
2020-02-07 08:15:00;106;111;5;13;8;182;192;9;4
2020-02-07 08:30:00;101;102;11;12;5;163;173;10;1
2020-02-07 08:45:00;99;85;8;12;11;132;147;0;1
2020-02-07 09:00:00;115;95;10;13;6;131;140;2;1
2020-02-07 09:15:00;92;87;9;12;14;108;134;0;4
2020-02-07 09:30:00;98;112;9;15;14;121;135;16;2
2020-02-07 09:45:00;120;119;15;19;12;117;141;2;1
2020-02-07 10:00:00;19;18;2;3;1;19;24;0;0
2020-02-07 10:15:00;109;105;10;19;18;107;124;5;0
