DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(TA1);8(TA2)
2020-05-17 00:00:00;1;2;0;0;2;1;0;0
2020-05-17 00:15:00;2;4;0;0;0;5;0;0
2020-05-17 00:30:00;1;7;0;0;2;2;0;0
2020-05-17 00:45:00;2;5;0;0;5;1;0;0
2020-05-17 01:00:00;4;4;0;0;1;5;0;0
2020-05-17 01:15:00;1;2;0;0;3;7;0;0
2020-05-17 01:30:00;5;5;0;0;0;8;0;0
2020-05-17 01:45:00;3;3;0;0;1;5;0;0
2020-05-17 02:00:00;3;4;0;0;1;0;0;0
2020-05-17 02:15:00;2;2;0;0;0;0;0;0
2020-05-17 02:30:00;2;2;0;0;1;2;0;0
2020-05-17 02:45:00;1;4;0;0;0;4;0;0
2020-05-17 03:00:00;2;3;0;0;1;5;0;0
2020-05-17 03:15:00;1;1;0;0;0;0;0;0
2020-05-17 03:30:00;0;2;0;0;1;1;0;0
2020-05-17 03:45:00;1;0;0;0;0;0;0;0
2020-05-17 04:00:00;0;1;0;0;0;1;0;0
2020-05-17 04:15:00;0;1;0;0;1;1;0;0
2020-05-17 04:30:00;1;1;0;0;0;0;0;0
2020-05-17 04:45:00;0;0;0;0;0;1;0;0
2020-05-17 05:00:00;0;6;0;0;1;2;0;0
2020-05-17 05:15:00;0;1;0;0;1;0;0;0
2020-05-17 05:30:00;3;2;0;0;2;2;0;0
2020-05-17 05:45:00;0;5;0;0;1;0;0;0
2020-05-17 06:00:00;2;1;0;0;5;0;0;0
2020-05-17 06:15:00;0;1;1;0;3;0;0;0
2020-05-17 06:30:00;1;2;0;0;0;1;0;0
2020-05-17 06:45:00;1;1;0;0;1;1;0;0
2020-05-17 07:00:00;4;2;0;0;2;0;0;0
2020-05-17 07:15:00;6;2;0;0;2;2;0;0
2020-05-17 07:30:00;3;0;0;0;1;2;0;0
2020-05-17 07:45:00;3;4;0;0;0;1;0;0
2020-05-17 08:00:00;1;4;0;0;2;0;0;0
2020-05-17 08:15:00;4;4;0;0;2;0;0;0
2020-05-17 08:30:00;5;5;0;0;1;3;0;0
2020-05-17 08:45:00;4;3;0;0;6;8;0;0
2020-05-17 09:00:00;5;5;0;0;7;5;0;0
2020-05-17 09:15:00;7;9;0;0;5;3;0;0
2020-05-17 09:30:00;4;11;0;0;5;9;0;0
2020-05-17 09:45:00;14;6;0;0;5;6;0;0
2020-05-17 10:00:00;8;5;0;0;7;6;0;0
2020-05-17 10:15:00;6;5;0;0;7;2;0;0
2020-05-17 10:30:00;13;13;0;0;12;11;0;0
2020-05-17 10:45:00;12;13;2;0;15;8;0;0
2020-05-17 11:00:00;10;10;0;0;9;2;0;0
2020-05-17 11:15:00;9;12;1;0;13;6;0;0
2020-05-17 11:30:00;14;13;0;0;12;7;0;0
2020-05-17 11:45:00;9;18;0;0;12;8;0;0
2020-05-17 12:00:00;3;11;0;0;9;8;0;0
2020-05-17 12:15:00;11;13;0;0;12;7;0;0
2020-05-17 12:30:00;7;9;0;0;15;7;0;0
2020-05-17 12:45:00;10;12;1;0;25;10;0;0
2020-05-17 13:00:00;9;16;1;0;9;9;0;0
2020-05-17 13:15:00;10;11;0;0;8;8;0;0
2020-05-17 13:30:00;8;12;0;0;12;12;0;0
2020-05-17 13:45:00;9;15;0;0;21;7;0;0
2020-05-17 14:00:00;12;20;0;0;14;9;0;0
2020-05-17 14:15:00;15;11;1;0;13;9;0;0
2020-05-17 14:30:00;9;14;0;0;15;10;0;0
2020-05-17 14:45:00;22;15;0;0;12;16;0;0
2020-05-17 15:00:00;18;12;1;0;13;8;0;0
2020-05-17 15:15:00;12;17;0;0;16;8;0;0
2020-05-17 15:30:00;16;14;0;0;14;11;0;0
2020-05-17 15:45:00;16;12;0;0;7;8;0;0
2020-05-17 16:00:00;11;14;0;0;10;11;0;0
2020-05-17 16:15:00;8;26;0;0;12;9;0;0
2020-05-17 16:30:00;17;17;0;0;7;6;0;0
2020-05-17 16:45:00;9;9;0;0;14;8;0;0
2020-05-17 17:00:00;13;19;0;0;9;12;0;0
2020-05-17 17:15:00;19;33;1;0;18;8;0;0
2020-05-17 17:30:00;14;23;2;0;12;9;0;0
2020-05-17 17:45:00;19;16;0;0;15;10;0;0
2020-05-17 18:00:00;22;29;0;0;13;12;0;0
2020-05-17 18:15:00;9;12;0;0;15;12;0;0
2020-05-17 18:30:00;17;17;0;0;9;12;0;0
2020-05-17 18:45:00;17;24;0;0;11;10;0;0
2020-05-17 19:00:00;13;15;0;0;6;7;0;0
2020-05-17 19:15:00;19;9;0;0;7;14;0;0
2020-05-17 19:30:00;24;16;0;0;9;9;0;0
2020-05-17 19:45:00;18;5;0;0;10;7;0;0
2020-05-17 20:00:00;11;18;0;0;8;10;0;0
2020-05-17 20:15:00;18;20;0;0;4;7;0;0
2020-05-17 20:30:00;7;11;0;0;8;4;0;0
2020-05-17 20:45:00;7;11;0;0;8;7;0;0
2020-05-17 21:00:00;7;12;0;0;7;1;0;0
2020-05-17 21:15:00;10;8;2;0;9;5;0;0
2020-05-17 21:30:00;2;5;0;0;13;9;0;0
2020-05-17 21:45:00;6;5;0;0;5;7;0;0
2020-05-17 22:00:00;6;5;0;0;2;4;0;0
2020-05-17 22:15:00;3;9;0;0;1;5;0;0
2020-05-17 22:30:00;0;10;0;0;2;4;0;0
2020-05-17 22:45:00;5;5;0;0;2;1;0;0
2020-05-17 23:00:00;3;3;0;0;6;6;0;0
2020-05-17 23:15:00;2;5;0;0;3;2;0;0
2020-05-17 23:30:00;2;2;1;0;2;3;0;0
2020-05-17 23:45:00;2;5;0;0;1;4;0;0
