DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DC1);7(DC2)
2020-05-21 00:00:00;16;29;6;0;1;8;14
2020-05-21 00:15:00;10;31;12;5;0;20;17
2020-05-21 00:30:00;13;22;5;5;2;10;17
2020-05-21 00:45:00;8;20;7;6;4;7;9
2020-05-21 01:00:00;11;23;10;3;2;17;6
2020-05-21 01:15:00;7;24;4;5;1;8;10
2020-05-21 01:30:00;11;14;0;2;0;7;8
2020-05-21 01:45:00;4;11;3;4;1;4;10
2020-05-21 02:00:00;6;6;0;2;0;4;6
2020-05-21 02:15:00;4;7;0;3;2;4;1
2020-05-21 02:30:00;3;4;1;2;0;2;3
2020-05-21 02:45:00;4;7;1;0;0;2;4
2020-05-21 03:00:00;1;1;0;1;0;2;6
2020-05-21 03:15:00;6;6;2;0;1;4;4
2020-05-21 03:30:00;3;2;1;0;1;4;1
2020-05-21 03:45:00;2;6;1;2;1;6;5
2020-05-21 04:00:00;1;5;0;1;1;1;1
2020-05-21 04:15:00;2;2;1;4;1;4;2
2020-05-21 04:30:00;3;7;1;1;1;3;4
2020-05-21 04:45:00;0;3;2;4;3;1;7
2020-05-21 05:00:00;3;3;0;2;1;8;7
2020-05-21 05:15:00;6;7;2;3;1;13;5
2020-05-21 05:30:00;5;32;12;6;1;7;12
2020-05-21 05:45:00;3;15;2;1;0;17;18
2020-05-21 06:00:00;3;14;8;1;2;36;48
2020-05-21 06:15:00;9;25;6;7;2;13;27
2020-05-21 06:30:00;5;25;5;4;2;13;11
2020-05-21 06:45:00;5;18;4;14;4;18;12
2020-05-21 07:00:00;6;20;7;2;3;17;16
2020-05-21 07:15:00;5;16;8;8;1;13;9
2020-05-21 07:30:00;6;24;9;7;1;10;14
2020-05-21 07:45:00;4;17;5;14;4;17;16
2020-05-21 08:00:00;9;35;8;10;4;14;13
2020-05-21 08:15:00;8;36;13;11;4;23;15
2020-05-21 08:30:00;9;34;5;9;2;29;19
2020-05-21 08:45:00;17;40;12;19;7;26;27
2020-05-21 09:00:00;13;44;9;24;8;25;21
2020-05-21 09:15:00;19;54;20;25;6;37;33
2020-05-21 09:30:00;21;64;19;21;4;43;36
2020-05-21 09:45:00;33;89;32;19;15;45;49
2020-05-21 10:00:00;44;79;31;25;11;43;41
2020-05-21 10:15:00;39;97;34;39;5;45;39
2020-05-21 10:30:00;37;102;38;30;16;56;29
2020-05-21 10:45:00;34;107;44;34;11;62;59
2020-05-21 11:00:00;39;101;28;27;15;70;56
2020-05-21 11:15:00;40;102;41;32;14;60;52
2020-05-21 11:30:00;27;105;46;35;15;55;56
2020-05-21 11:45:00;37;114;44;42;14;71;61
2020-05-21 12:00:00;43;111;42;40;10;46;50
2020-05-21 12:15:00;33;95;28;33;13;68;57
2020-05-21 12:30:00;48;100;34;39;12;62;63
2020-05-21 12:45:00;40;101;33;33;10;62;61
2020-05-21 13:00:00;38;104;44;37;12;50;45
2020-05-21 13:15:00;44;103;41;36;16;60;60
2020-05-21 13:30:00;44;138;56;40;20;69;69
2020-05-21 13:45:00;34;113;42;33;13;68;71
2020-05-21 14:00:00;42;119;44;24;14;48;63
2020-05-21 14:15:00;40;98;38;36;12;59;59
2020-05-21 14:30:00;57;118;49;43;10;65;70
2020-05-21 14:45:00;44;125;44;33;12;74;65
2020-05-21 15:00:00;40;118;45;38;12;69;77
2020-05-21 15:15:00;43;108;41;40;19;60;59
2020-05-21 15:30:00;39;97;40;35;12;72;53
2020-05-21 15:45:00;31;98;36;34;12;59;69
2020-05-21 16:00:00;38;113;44;28;14;77;73
2020-05-21 16:15:00;40;105;37;44;16;76;65
2020-05-21 16:30:00;50;100;34;34;13;64;58
2020-05-21 16:45:00;27;93;33;39;10;71;67
2020-05-21 17:00:00;48;103;41;31;13;78;79
2020-05-21 17:15:00;47;108;39;32;17;69;79
2020-05-21 17:30:00;46;103;33;45;10;61;72
2020-05-21 17:45:00;56;107;53;40;15;64;68
2020-05-21 18:00:00;57;110;44;29;19;72;70
2020-05-21 18:15:00;39;108;33;36;19;64;58
2020-05-21 18:30:00;39;124;49;28;14;58;61
2020-05-21 18:45:00;46;94;38;36;12;49;64
2020-05-21 19:00:00;49;117;42;28;10;47;66
2020-05-21 19:15:00;50;112;41;30;13;52;61
2020-05-21 19:30:00;51;120;36;34;4;51;58
2020-05-21 19:45:00;40;95;32;25;9;50;69
2020-05-21 20:00:00;37;103;30;32;11;55;56
2020-05-21 20:15:00;40;85;31;25;6;44;40
2020-05-21 20:30:00;40;88;27;21;10;38;52
2020-05-21 20:45:00;40;90;25;20;8;43;47
2020-05-21 21:00:00;34;85;23;20;5;38;41
2020-05-21 21:15:00;21;83;26;17;8;35;34
2020-05-21 21:30:00;23;64;20;13;8;24;40
2020-05-21 21:45:00;26;68;21;22;7;29;40
2020-05-21 22:00:00;24;55;17;22;5;25;34
2020-05-21 22:15:00;18;46;14;10;2;25;30
2020-05-21 22:30:00;18;37;10;6;3;14;21
2020-05-21 22:45:00;18;34;8;7;4;18;22
2020-05-21 23:00:00;21;47;11;12;4;10;14
2020-05-21 23:15:00;11;37;8;8;3;11;15
2020-05-21 23:30:00;15;35;6;7;2;17;23
2020-05-21 23:45:00;11;36;7;7;2;16;18
