DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-11-03 00:00:00;13;2;0;0;1;13;5;0;0
2020-11-03 00:15:00;14;5;0;0;0;17;5;0;0
2020-11-03 00:30:00;7;0;0;0;0;9;4;0;0
2020-11-03 00:45:00;9;3;0;0;0;8;4;0;0
2020-11-03 01:00:00;7;2;0;0;0;7;2;0;0
2020-11-03 01:15:00;8;3;0;0;0;6;5;0;0
2020-11-03 01:30:00;2;0;0;0;0;9;2;0;0
2020-11-03 01:45:00;8;1;0;0;0;5;0;0;0
2020-11-03 02:00:00;11;3;0;0;0;5;2;0;0
2020-11-03 02:15:00;10;1;0;0;0;5;1;0;0
2020-11-03 02:30:00;3;0;0;0;0;8;2;0;0
2020-11-03 02:45:00;14;1;0;0;0;3;2;0;0
2020-11-03 03:00:00;5;5;0;0;0;4;0;0;0
2020-11-03 03:15:00;8;1;0;0;0;6;1;0;0
2020-11-03 03:30:00;3;2;0;0;0;9;6;0;0
2020-11-03 03:45:00;13;0;0;0;0;10;1;0;0
2020-11-03 04:00:00;14;3;0;0;1;11;2;0;0
2020-11-03 04:15:00;12;4;0;0;0;15;3;0;0
2020-11-03 04:30:00;16;10;2;1;0;27;8;0;0
2020-11-03 04:45:00;34;13;2;0;0;48;21;0;0
2020-11-03 05:00:00;32;15;1;1;2;100;57;0;6
2020-11-03 05:15:00;45;45;2;1;2;206;153;0;2
2020-11-03 05:30:00;59;56;2;1;1;197;141;0;2
2020-11-03 05:45:00;133;136;8;1;2;155;96;0;2
2020-11-03 06:00:00;165;157;3;2;1;106;78;0;3
2020-11-03 06:15:00;139;125;5;1;3;183;146;0;8
2020-11-03 06:30:00;86;86;4;3;9;210;167;2;10
2020-11-03 06:45:00;82;84;9;6;14;159;177;2;5
2020-11-03 07:00:00;77;66;8;13;19;136;150;1;6
2020-11-03 07:15:00;89;78;10;10;22;162;160;9;2
2020-11-03 07:30:00;102;93;4;9;14;149;158;3;9
2020-11-03 07:45:00;95;86;5;9;17;140;150;5;6
2020-11-03 08:00:00;92;99;7;11;18;111;118;0;5
2020-11-03 08:15:00;84;89;9;13;13;122;126;5;5
2020-11-03 08:30:00;83;72;9;11;15;130;121;12;3
2020-11-03 08:45:00;97;75;4;23;18;97;123;24;4
2020-11-03 09:00:00;90;84;13;14;18;89;97;5;4
2020-11-03 09:15:00;86;62;11;15;19;80;101;2;1
2020-11-03 09:30:00;78;73;13;15;12;120;109;14;1
2020-11-03 09:45:00;98;99;17;29;17;96;128;9;0
2020-11-03 10:00:00;115;95;9;33;23;104;104;2;0
2020-11-03 10:15:00;85;82;15;21;18;99;108;13;1
2020-11-03 10:30:00;97;92;13;21;15;87;104;27;3
2020-11-03 10:45:00;111;93;15;31;22;101;123;4;6
2020-11-03 11:00:00;95;75;14;28;22;96;99;3;0
2020-11-03 11:15:00;95;86;13;32;18;76;85;9;2
2020-11-03 11:30:00;107;116;11;26;26;99;104;3;0
2020-11-03 11:45:00;101;110;18;21;19;80;106;4;1
2020-11-03 12:00:00;122;118;14;52;19;94;92;5;0
2020-11-03 12:15:00;117;116;13;24;19;99;104;10;1
2020-11-03 12:30:00;93;101;7;20;12;97;80;10;0
2020-11-03 12:45:00;113;114;18;22;17;107;104;11;3
2020-11-03 13:00:00;102;105;13;15;18;111;116;9;0
2020-11-03 13:15:00;124;108;15;22;18;157;155;9;0
2020-11-03 13:30:00;126;130;16;23;10;187;164;20;3
2020-11-03 13:45:00;154;132;14;31;21;143;157;4;4
2020-11-03 14:00:00;174;161;13;18;19;134;127;0;1
2020-11-03 14:15:00;228;234;15;22;25;101;105;0;1
2020-11-03 14:30:00;207;241;15;27;26;92;99;12;4
2020-11-03 14:45:00;167;185;18;22;28;98;98;6;2
2020-11-03 15:00:00;169;169;18;38;14;95;105;7;3
2020-11-03 15:15:00;205;206;19;29;19;110;139;5;5
2020-11-03 15:30:00;151;156;20;44;19;83;114;11;4
2020-11-03 15:45:00;161;143;13;26;20;95;126;5;1
2020-11-03 16:00:00;188;185;6;30;15;95;109;7;1
2020-11-03 16:15:00;186;169;13;28;21;118;134;5;0
2020-11-03 16:30:00;158;148;14;32;26;99;129;8;1
2020-11-03 16:45:00;170;178;18;37;16;114;137;2;2
2020-11-03 17:00:00;152;149;11;58;16;86;98;14;4
2020-11-03 17:15:00;131;141;13;37;12;88;113;4;4
2020-11-03 17:30:00;123;122;13;36;15;94;112;8;4
2020-11-03 17:45:00;138;139;6;23;14;74;105;3;10
2020-11-03 18:00:00;109;121;4;22;13;71;101;13;2
2020-11-03 18:15:00;113;103;3;29;13;72;92;14;1
2020-11-03 18:30:00;110;93;8;15;3;70;78;13;0
2020-11-03 18:45:00;97;95;5;15;5;67;63;12;2
2020-11-03 19:00:00;97;80;1;19;2;75;63;33;1
2020-11-03 19:15:00;94;70;2;7;3;59;67;1;4
2020-11-03 19:30:00;67;50;2;8;3;46;55;2;5
2020-11-03 19:45:00;70;45;1;3;3;68;57;1;1
2020-11-03 20:00:00;55;48;3;4;2;61;60;0;1
2020-11-03 20:15:00;61;51;2;4;4;56;54;2;1
2020-11-03 20:30:00;41;33;0;2;2;81;43;0;0
2020-11-03 20:45:00;57;34;1;0;0;98;65;0;1
2020-11-03 21:00:00;34;24;0;0;0;116;72;0;3
2020-11-03 21:15:00;33;42;0;0;3;170;121;0;5
2020-11-03 21:30:00;42;29;0;1;0;127;81;0;0
2020-11-03 21:45:00;100;108;1;0;1;73;38;0;0
2020-11-03 22:00:00;159;161;1;1;2;38;25;0;0
2020-11-03 22:15:00;103;75;3;1;0;34;29;0;0
2020-11-03 22:30:00;41;21;1;0;0;26;21;0;0
2020-11-03 22:45:00;31;22;0;0;0;22;19;0;0
2020-11-03 23:00:00;20;17;1;0;0;19;13;0;0
2020-11-03 23:15:00;14;11;0;0;0;20;12;0;0
2020-11-03 23:30:00;9;9;0;0;0;23;13;0;0
