DATUM;1(DA1);2(DA2);3(DC2);4(DC1);5(TA1A);6(TA2A);7(TA1FBA);8(TA2FBA);9(TA1C);10(TA2C);11(TA1FBC);12(TA2FBC);13(MP12D01);14(MP12D02);15(MP12D03);16(MP12D04);17(MP12D05);18(MP12D06);19(MP12D07);20(MP12D08)
2020-04-16 00:00:00;7;4;6;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 00:15:00;7;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 00:30:00;7;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 00:45:00;6;3;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:00:00;6;1;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:15:00;1;4;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:30:00;5;5;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 01:45:00;4;2;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:00:00;3;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:15:00;3;4;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:30:00;2;2;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 02:45:00;3;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 03:00:00;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 03:15:00;3;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 03:30:00;7;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 03:45:00;3;0;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 04:00:00;4;2;4;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 04:15:00;4;0;5;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 04:30:00;1;3;7;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 04:45:00;8;1;10;21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 05:00:00;14;7;7;20;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 05:15:00;16;8;16;39;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 05:30:00;30;26;25;43;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 05:45:00;40;35;18;41;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 06:00:00;29;30;27;54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 06:15:00;47;32;27;65;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 06:30:00;69;71;47;114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 06:45:00;72;66;32;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-16 07:00:00;51;63;34;97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
