DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2020-12-03 00:00:00;5;2;0;1;0;11;5;0;0;0;0;0;0;0
2020-12-03 00:15:00;9;0;1;0;4;14;7;0;0;0;0;0;0;0
2020-12-03 00:30:00;6;0;0;0;3;4;9;0;0;0;0;0;0;0
2020-12-03 00:45:00;5;1;1;3;1;6;12;0;0;0;0;0;0;0
2020-12-03 01:00:00;5;0;0;0;4;10;8;0;0;0;0;0;0;0
2020-12-03 01:15:00;1;0;0;0;3;10;3;0;0;0;0;0;0;0
2020-12-03 01:30:00;4;0;0;0;2;4;4;0;0;0;0;0;0;0
2020-12-03 01:45:00;4;0;0;0;3;7;2;0;0;0;0;0;0;0
2020-12-03 02:00:00;2;1;0;1;1;3;9;0;0;0;0;0;0;0
2020-12-03 02:15:00;5;0;1;0;5;9;2;0;0;0;0;0;0;0
2020-12-03 02:30:00;1;1;0;0;1;11;5;0;0;0;0;0;0;0
2020-12-03 02:45:00;4;0;1;0;1;7;8;0;0;0;0;0;0;0
2020-12-03 03:00:00;6;0;0;0;2;3;7;0;0;0;0;0;0;0
2020-12-03 03:15:00;3;0;0;0;0;6;4;0;0;0;0;0;0;0
2020-12-03 03:30:00;2;1;1;0;1;12;3;0;0;0;0;0;0;0
2020-12-03 03:45:00;2;0;1;1;2;7;8;0;0;0;0;0;0;0
2020-12-03 04:00:00;10;0;0;0;3;19;5;0;0;0;0;0;0;0
2020-12-03 04:15:00;9;1;0;0;4;17;5;0;0;0;0;0;0;0
2020-12-03 04:30:00;13;1;1;0;1;18;18;0;0;0;0;0;0;0
2020-12-03 04:45:00;24;0;2;1;10;33;21;0;0;0;0;0;0;0
2020-12-03 05:00:00;74;4;4;4;16;39;92;0;0;0;0;0;0;0
2020-12-03 05:15:00;126;9;5;3;10;69;149;0;0;0;0;0;0;0
2020-12-03 05:30:00;106;10;22;6;25;65;142;0;0;0;0;0;0;0
2020-12-03 05:45:00;86;6;21;12;50;101;131;0;0;0;0;0;0;0
2020-12-03 06:00:00;62;5;15;4;53;139;92;0;0;0;0;0;0;0
2020-12-03 06:15:00;86;9;17;4;58;134;134;0;0;0;0;0;0;0
2020-12-03 06:30:00;151;16;24;14;57;136;170;0;0;0;0;0;0;0
2020-12-03 06:45:00;147;26;29;11;51;118;188;7;0;0;0;0;0;0
