DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DD1);8(TAFBAC2);9(TAFBA2C);10(TAFBBD2);11(TAFBB2D)
2019-08-13 00:00:00;7;7;2;3;0;8;1;0;0;0;0
2019-08-13 00:15:00;10;9;2;3;0;7;3;0;0;0;0
2019-08-13 00:30:00;9;5;0;4;0;4;1;0;0;0;0
2019-08-13 00:45:00;9;6;0;2;0;7;3;0;0;0;0
2019-08-13 01:00:00;7;2;2;6;0;5;1;0;0;0;0
2019-08-13 01:15:00;7;8;1;2;0;4;1;0;0;0;0
2019-08-13 01:30:00;3;4;0;2;0;4;1;0;0;0;0
2019-08-13 01:45:00;6;5;1;3;0;2;2;0;0;0;0
2019-08-13 02:00:00;9;5;1;0;0;4;0;0;0;0;0
2019-08-13 02:15:00;7;2;0;0;0;3;2;0;0;0;0
2019-08-13 02:30:00;1;1;1;1;0;0;0;0;0;0;0
2019-08-13 02:45:00;5;4;0;1;0;4;2;0;0;0;0
2019-08-13 03:00:00;4;1;0;2;0;3;1;0;0;0;0
2019-08-13 03:15:00;5;4;0;1;0;5;0;0;0;0;0
2019-08-13 03:30:00;6;5;0;1;0;1;0;0;0;0;0
2019-08-13 03:45:00;2;1;0;1;0;4;0;0;0;0;0
2019-08-13 04:00:00;7;9;2;4;0;2;2;0;0;0;0
2019-08-13 04:15:00;7;1;0;0;0;4;0;0;0;0;0
2019-08-13 04:30:00;16;5;4;0;0;9;4;0;0;0;0
2019-08-13 04:45:00;11;8;1;4;0;12;4;0;0;0;0
2019-08-13 05:00:00;18;10;1;0;0;8;7;0;0;0;0
2019-08-13 05:15:00;24;21;0;6;0;45;5;0;0;0;0
2019-08-13 05:30:00;40;28;4;6;0;83;9;0;0;0;0
2019-08-13 05:45:00;34;30;6;27;0;100;7;0;0;0;0
2019-08-13 06:00:00;46;46;2;14;0;93;9;0;0;0;0
2019-08-13 06:15:00;46;46;6;16;0;111;9;0;0;0;0
2019-08-13 06:30:00;51;43;2;23;0;108;12;0;0;0;0
2019-08-13 06:45:00;54;58;9;17;0;138;7;0;0;0;0
2019-08-13 07:00:00;49;43;9;26;0;101;14;0;0;0;0
2019-08-13 07:15:00;50;55;8;23;0;129;17;0;0;0;0
2019-08-13 07:30:00;55;49;8;29;0;108;21;5;0;0;0
2019-08-13 07:45:00;76;76;9;27;0;119;19;0;0;0;0
2019-08-13 08:00:00;61;47;11;24;0;109;14;0;0;0;0
2019-08-13 08:15:00;55;54;5;27;0;99;14;1;0;0;0
2019-08-13 08:30:00;68;65;8;33;0;101;26;0;0;0;0
2019-08-13 08:45:00;56;65;9;27;0;93;18;0;0;0;0
2019-08-13 09:00:00;54;48;7;17;0;86;13;1;0;0;0
2019-08-13 09:15:00;65;67;14;30;0;103;19;3;0;0;0
2019-08-13 09:30:00;73;74;11;39;0;74;20;0;0;0;0
2019-08-13 09:45:00;80;84;13;48;0;85;21;0;0;0;0
2019-08-13 10:00:00;78;75;11;28;0;71;16;38;0;0;0
2019-08-13 10:15:00;92;71;15;43;0;92;24;4;1;6;0
2019-08-13 10:30:00;85;82;17;36;0;69;24;30;0;0;0
2019-08-13 10:45:00;94;84;18;40;0;90;22;0;0;0;0
2019-08-13 11:00:00;86;83;14;35;0;83;41;0;0;0;0
2019-08-13 11:15:00;76;79;23;38;0;88;18;39;1;0;1
2019-08-13 11:30:00;91;72;27;36;0;72;27;0;1;0;0
2019-08-13 11:45:00;74;76;19;35;0;64;14;0;0;0;0
2019-08-13 12:00:00;101;87;21;49;0;66;20;5;3;0;0
2019-08-13 12:15:00;92;88;22;41;0;86;24;0;0;0;0
2019-08-13 12:30:00;89;88;23;27;0;86;22;3;0;0;0
2019-08-13 12:45:00;78;95;15;42;0;71;20;8;0;0;0
2019-08-13 13:00:00;92;103;16;40;0;82;21;5;0;0;0
2019-08-13 13:15:00;73;74;20;38;0;75;20;1;0;0;0
2019-08-13 13:30:00;98;87;25;34;0;93;18;0;0;0;0
2019-08-13 13:45:00;101;96;13;52;0;87;22;0;0;0;0
2019-08-13 14:00:00;108;98;21;52;0;81;18;0;0;0;0
2019-08-13 14:15:00;121;125;25;57;0;99;14;1;0;0;0
2019-08-13 14:30:00;131;136;20;72;0;65;21;0;0;0;0
2019-08-13 14:45:00;110;95;23;44;0;77;20;0;11;0;0
2019-08-13 15:00:00;129;103;18;46;0;71;28;0;0;0;0
2019-08-13 15:15:00;121;132;17;53;0;80;21;5;0;0;0
2019-08-13 15:30:00;114;137;19;38;0;81;20;0;0;0;0
2019-08-13 15:45:00;139;128;27;58;0;89;18;0;1;0;0
2019-08-13 16:00:00;144;162;24;55;0;73;20;0;0;0;0
2019-08-13 16:15:00;145;168;31;44;0;101;17;1;0;0;0
2019-08-13 16:30:00;133;156;31;77;0;92;22;4;1;7;0
2019-08-13 16:45:00;137;151;18;52;0;104;29;0;0;0;0
2019-08-13 17:00:00;132;134;19;50;0;93;20;0;0;0;0
2019-08-13 17:15:00;130;131;26;63;0;92;24;0;1;0;0
2019-08-13 17:30:00;124;124;20;57;0;83;24;4;0;0;0
2019-08-13 17:45:00;110;103;23;45;0;86;18;0;0;0;0
2019-08-13 18:00:00;111;121;25;38;0;63;21;4;1;1;0
2019-08-13 18:15:00;104;95;18;38;0;73;45;0;0;0;0
2019-08-13 18:30:00;70;84;21;39;0;80;16;5;0;0;0
2019-08-13 18:45:00;86;79;15;24;0;59;16;0;0;0;0
2019-08-13 19:00:00;72;78;19;30;0;65;10;0;5;27;0
2019-08-13 19:15:00;60;48;20;30;0;55;11;6;0;0;0
2019-08-13 19:30:00;55;53;18;28;0;41;16;8;0;0;0
2019-08-13 19:45:00;52;45;13;23;0;34;11;0;0;0;0
2019-08-13 20:00:00;65;54;15;24;0;36;12;0;0;0;0
2019-08-13 20:15:00;54;37;6;16;0;47;15;0;0;0;0
2019-08-13 20:30:00;49;33;12;16;0;31;11;0;0;0;0
2019-08-13 20:45:00;35;34;10;16;0;32;5;0;0;0;0
2019-08-13 21:00:00;32;37;7;13;0;18;16;0;0;0;0
2019-08-13 21:15:00;48;44;4;12;0;41;13;0;4;0;0
2019-08-13 21:30:00;42;35;3;19;0;26;5;0;1;0;0
2019-08-13 21:45:00;34;37;9;20;0;20;5;0;0;0;0
2019-08-13 22:00:00;44;49;4;13;0;14;8;0;0;0;0
2019-08-13 22:15:00;38;25;6;9;0;18;10;0;0;0;0
2019-08-13 22:30:00;23;12;3;5;0;17;6;0;0;0;0
2019-08-13 22:45:00;20;15;6;22;0;17;2;0;0;0;0
2019-08-13 23:00:00;18;13;4;19;0;12;7;0;0;0;0
2019-08-13 23:15:00;8;8;1;7;0;12;6;0;0;0;0
2019-08-13 23:30:00;15;9;5;6;0;7;6;0;0;0;0
2019-08-13 23:45:00;10;8;1;6;0;14;4;0;0;0;0
