DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(TA);28(DD1)
2020-08-17 00:00:00;11;9;0;0;0;18;10;0;0
2020-08-17 00:15:00;8;10;0;0;0;12;8;0;0
2020-08-17 00:30:00;12;10;0;0;0;21;9;0;0
2020-08-17 00:45:00;8;6;0;0;0;10;5;0;0
2020-08-17 01:00:00;11;14;0;1;0;7;6;0;0
2020-08-17 01:15:00;16;15;3;0;0;10;11;0;1
2020-08-17 01:30:00;12;7;0;0;0;14;6;0;0
2020-08-17 01:45:00;5;3;0;0;0;9;4;0;0
2020-08-17 02:00:00;10;5;0;0;0;4;3;0;0
2020-08-17 02:15:00;12;3;0;0;0;6;1;0;0
2020-08-17 02:30:00;10;10;0;0;1;10;5;0;0
2020-08-17 02:45:00;4;3;0;0;0;5;6;0;0
2020-08-17 03:00:00;11;4;0;0;0;4;3;0;0
2020-08-17 03:15:00;6;3;0;0;0;3;3;0;0
2020-08-17 03:30:00;8;4;0;0;0;9;4;0;0
2020-08-17 03:45:00;7;1;0;0;1;4;4;0;0
2020-08-17 04:00:00;11;7;0;0;0;5;4;0;0
2020-08-17 04:15:00;10;8;0;0;0;7;4;0;0
2020-08-17 04:30:00;11;9;0;1;0;15;4;0;0
2020-08-17 04:45:00;16;13;0;1;0;14;9;0;0
2020-08-17 05:00:00;34;14;1;1;2;29;11;0;0
2020-08-17 05:15:00;26;29;1;1;1;55;31;0;0
2020-08-17 05:30:00;43;37;0;0;4;114;82;0;10
2020-08-17 05:45:00;45;44;3;2;4;111;73;0;0
2020-08-17 06:00:00;63;47;3;1;1;102;75;0;3
2020-08-17 06:15:00;40;55;2;2;6;127;93;0;3
2020-08-17 06:30:00;66;75;6;5;7;160;123;6;4
2020-08-17 06:45:00;75;69;8;6;10;162;135;1;2
2020-08-17 07:00:00;54;63;5;7;8;133;125;0;5
2020-08-17 07:15:00;77;84;8;11;15;154;152;10;6
2020-08-17 07:30:00;71;73;7;10;13;145;149;15;7
2020-08-17 07:45:00;77;79;8;11;16;148;149;0;6
2020-08-17 08:00:00;74;73;6;11;5;140;122;4;5
2020-08-17 08:15:00;67;69;5;10;11;115;130;5;5
2020-08-17 08:30:00;74;72;8;7;13;126;132;8;1
2020-08-17 08:45:00;85;97;8;17;20;119;142;12;3
2020-08-17 09:00:00;104;96;13;24;17;111;126;8;2
2020-08-17 09:15:00;87;78;12;17;12;121;143;4;4
2020-08-17 09:30:00;99;93;16;18;24;119;139;8;0
2020-08-17 09:45:00;111;110;16;29;30;122;138;4;0
2020-08-17 10:00:00;93;92;15;25;26;101;116;1;4
2020-08-17 10:15:00;110;130;17;38;27;106;137;5;0
2020-08-17 10:30:00;120;115;15;39;28;124;150;21;1
2020-08-17 10:45:00;118;125;17;34;19;109;129;9;34
2020-08-17 11:00:00;125;123;15;26;25;108;153;3;0
2020-08-17 11:15:00;141;139;19;27;23;109;137;1;1
2020-08-17 11:30:00;124;130;20;40;21;118;158;15;4
2020-08-17 11:45:00;122;122;20;23;21;104;132;63;0
2020-08-17 12:00:00;123;116;23;51;18;95;120;9;2
2020-08-17 12:15:00;124;140;21;32;17;106;111;5;0
2020-08-17 12:30:00;124;140;10;25;17;102;106;3;1
2020-08-17 12:45:00;125;127;17;30;19;106;156;4;0
2020-08-17 13:00:00;142;150;20;35;21;117;127;1;4
2020-08-17 13:15:00;116;137;13;34;16;131;133;4;1
2020-08-17 13:30:00;159;159;17;48;20;131;138;12;1
2020-08-17 13:45:00;188;184;21;30;22;148;173;8;2
2020-08-17 14:00:00;156;152;11;18;20;132;125;25;1
2020-08-17 14:15:00;150;156;6;4;4;115;134;34;1
2020-08-17 14:30:00;1;0;0;0;3;12;10;0;0
2020-08-17 14:45:00;0;0;0;0;0;0;0;0;0
2020-08-17 15:00:00;0;0;0;1;0;0;0;0;2
2020-08-17 15:15:00;44;43;6;7;3;26;34;0;0
2020-08-17 15:30:00;151;163;23;45;29;140;159;1;1
2020-08-17 15:45:00;174;162;12;28;21;97;125;19;1
2020-08-17 16:00:00;196;194;19;24;17;107;138;12;2
2020-08-17 16:15:00;173;194;21;30;22;116;121;13;2
2020-08-17 16:30:00;187;205;13;23;10;131;166;26;1
2020-08-17 16:45:00;172;188;12;21;16;140;156;5;0
2020-08-17 17:00:00;181;193;18;30;15;113;129;9;2
2020-08-17 17:15:00;182;179;17;30;29;115;150;16;7
2020-08-17 17:30:00;147;166;15;36;22;114;136;3;2
2020-08-17 17:45:00;151;169;9;30;16;118;128;3;3
2020-08-17 18:00:00;132;153;11;27;16;110;100;60;3
2020-08-17 18:15:00;124;140;3;16;11;105;112;21;2
2020-08-17 18:30:00;113;130;5;9;4;103;93;23;18
2020-08-17 18:45:00;110;109;3;6;4;85;95;5;2
2020-08-17 19:00:00;106;116;2;4;1;85;82;2;2
2020-08-17 19:15:00;111;101;2;4;2;91;83;0;3
2020-08-17 19:30:00;93;79;1;2;0;72;70;9;1
2020-08-17 19:45:00;89;80;0;2;2;68;71;2;3
2020-08-17 20:00:00;99;94;3;4;3;66;66;18;0
2020-08-17 20:15:00;81;59;0;2;1;72;62;2;0
2020-08-17 20:30:00;60;60;1;3;0;58;58;5;1
2020-08-17 20:45:00;58;56;1;0;0;70;45;0;2
2020-08-17 21:00:00;47;46;1;2;0;68;45;0;0
2020-08-17 21:15:00;58;53;1;0;1;67;52;0;1
2020-08-17 21:30:00;48;52;2;1;1;77;32;0;0
2020-08-17 21:45:00;57;60;1;0;1;54;33;0;0
2020-08-17 22:00:00;64;60;0;1;1;34;28;0;0
2020-08-17 22:15:00;41;43;0;1;0;52;37;0;0
2020-08-17 22:30:00;37;29;3;1;0;32;28;0;0
2020-08-17 22:45:00;35;27;1;0;0;29;26;0;0
2020-08-17 23:00:00;33;16;0;1;0;24;17;0;0
2020-08-17 23:15:00;27;17;1;1;1;19;17;0;0
2020-08-17 23:30:00;12;17;0;1;0;22;16;0;0
2020-08-17 23:45:00;25;21;0;0;0;22;14;0;0
