DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DB2);7(DB3);8(DC1);9(DC2);10(DC3);11(DD1);12(DD2);13(DFR)
2020-04-06 00:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 00:15:00;0;1;1;1;1;1;1;0;0;0;0;0;0
2020-04-06 00:30:00;0;1;0;1;0;0;0;2;0;0;0;0;0
2020-04-06 00:45:00;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 01:00:00;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 01:15:00;1;2;1;1;0;1;0;1;0;0;0;0;0
2020-04-06 01:30:00;0;1;1;1;1;0;1;1;0;0;0;0;0
2020-04-06 01:45:00;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 02:00:00;1;2;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 02:15:00;0;0;0;0;0;1;0;0;0;0;0;0;0
2020-04-06 02:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 02:45:00;0;0;1;0;2;2;1;2;0;0;0;0;0
2020-04-06 03:00:00;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-04-06 03:15:00;1;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 03:30:00;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 03:45:00;0;1;0;0;0;0;0;0;0;0;0;0;0
2020-04-06 04:00:00;0;0;0;0;2;0;2;2;0;0;0;0;0
2020-04-06 04:15:00;1;1;0;0;1;0;1;1;0;0;0;0;0
2020-04-06 04:30:00;1;4;0;0;0;0;0;4;0;0;0;0;0
2020-04-06 04:45:00;0;3;3;3;4;1;4;3;0;0;0;0;0
2020-04-06 05:00:00;0;4;2;2;2;3;2;6;0;0;0;0;0
2020-04-06 05:15:00;0;6;4;4;1;4;1;19;0;0;0;0;0
2020-04-06 05:30:00;1;25;9;9;4;12;4;18;0;0;0;0;0
2020-04-06 05:45:00;1;31;3;4;2;9;2;17;0;0;0;0;0
2020-04-06 06:00:00;5;24;5;6;4;9;4;24;0;0;0;0;0
2020-04-06 06:15:00;2;28;6;7;6;7;7;25;0;0;0;0;0
2020-04-06 06:30:00;3;33;10;10;13;22;14;36;0;0;0;0;0
2020-04-06 06:45:00;6;25;20;20;9;20;8;32;0;0;0;0;0
2020-04-06 07:00:00;6;19;17;17;10;16;9;39;0;0;0;0;0
2020-04-06 07:15:00;7;23;17;17;6;12;6;47;0;0;0;0;0
2020-04-06 07:30:00;6;27;24;24;14;16;14;41;0;0;0;0;0
2020-04-06 07:45:00;6;28;9;9;10;15;8;37;0;0;0;0;0
2020-04-06 08:00:00;7;21;21;21;13;19;13;29;0;0;0;0;0
2020-04-06 08:15:00;5;28;15;15;11;11;11;36;0;0;0;0;0
2020-04-06 08:30:00;5;19;9;9;8;17;7;25;0;0;0;0;0
2020-04-06 08:45:00;6;21;13;14;8;15;8;21;0;0;0;0;0
2020-04-06 09:00:00;7;20;7;7;5;12;5;22;0;0;0;0;0
2020-04-06 09:15:00;3;19;9;9;5;9;6;28;0;0;0;0;0
2020-04-06 09:30:00;3;24;9;11;12;14;10;24;0;0;0;0;0
2020-04-06 09:45:00;6;22;11;10;5;17;6;29;0;0;0;0;0
2020-04-06 10:00:00;5;20;6;6;17;11;18;34;0;0;0;0;0
2020-04-06 10:15:00;3;17;8;8;14;17;14;20;0;0;0;0;0
2020-04-06 10:30:00;3;30;10;10;7;21;7;32;0;0;0;0;0
2020-04-06 10:45:00;4;27;10;9;6;15;6;27;0;0;0;0;0
2020-04-06 11:00:00;2;26;8;10;12;22;13;23;0;0;0;0;0
2020-04-06 11:15:00;2;21;10;11;11;17;12;19;0;0;0;0;0
2020-04-06 11:30:00;1;25;12;11;11;13;11;35;0;0;0;0;0
2020-04-06 11:45:00;4;22;9;8;12;19;12;25;0;0;0;0;0
2020-04-06 12:00:00;3;35;11;11;11;15;11;24;0;0;0;0;0
2020-04-06 12:15:00;5;29;10;11;13;15;13;32;0;0;0;0;0
2020-04-06 12:30:00;2;23;5;4;12;14;14;28;0;0;0;0;0
2020-04-06 12:45:00;3;29;1;1;15;15;15;25;0;0;0;0;0
2020-04-06 13:00:00;3;33;6;6;11;15;11;28;0;0;0;0;0
2020-04-06 13:15:00;3;25;10;10;10;11;10;34;0;0;0;0;0
2020-04-06 13:30:00;6;25;9;7;10;33;11;36;0;0;0;0;0
2020-04-06 13:45:00;0;26;11;11;17;22;18;41;0;0;0;0;0
2020-04-06 14:00:00;4;33;11;10;10;27;14;35;0;0;0;0;0
2020-04-06 14:15:00;4;29;5;5;15;20;14;36;0;0;0;0;0
2020-04-06 14:30:00;1;44;9;11;7;16;6;23;0;0;0;0;0
2020-04-06 14:45:00;0;33;6;6;9;16;9;30;0;0;0;0;0
2020-04-06 15:00:00;1;30;5;5;16;17;16;31;0;0;0;0;0
2020-04-06 15:15:00;4;32;14;14;13;24;13;31;0;0;0;0;0
2020-04-06 15:30:00;0;35;7;7;12;24;12;32;0;0;0;0;0
2020-04-06 15:45:00;3;31;4;4;13;20;12;32;0;0;0;0;0
2020-04-06 16:00:00;4;37;7;7;17;23;18;30;0;0;0;0;0
2020-04-06 16:15:00;1;35;6;5;12;19;13;22;0;0;0;0;0
2020-04-06 16:30:00;0;36;6;7;11;23;13;27;0;0;0;0;0
2020-04-06 16:45:00;0;44;7;7;7;14;6;10;0;0;0;0;0
2020-04-06 17:00:00;2;37;7;7;13;19;13;34;0;0;0;0;0
2020-04-06 17:15:00;1;21;5;5;5;15;6;46;0;0;0;0;0
2020-04-06 17:30:00;0;28;9;9;5;15;5;20;0;0;0;0;0
2020-04-06 17:45:00;0;23;4;5;11;18;10;31;0;0;0;0;0
2020-04-06 18:00:00;3;30;5;5;3;8;3;26;0;0;0;0;0
2020-04-06 18:15:00;0;19;5;4;5;12;4;26;0;0;0;0;0
2020-04-06 18:30:00;0;21;4;4;2;9;3;28;0;0;0;0;0
2020-04-06 18:45:00;0;21;3;3;4;8;4;21;0;0;0;0;0
2020-04-06 19:00:00;0;18;3;3;3;9;3;20;0;0;0;0;0
2020-04-06 19:15:00;0;19;3;4;2;6;2;25;0;0;0;0;0
2020-04-06 19:30:00;1;14;1;1;4;5;3;16;0;0;0;0;0
2020-04-06 19:45:00;1;10;1;1;2;10;1;11;0;0;0;0;0
2020-04-06 20:00:00;1;9;2;2;2;6;2;20;0;0;0;0;0
2020-04-06 20:15:00;0;9;2;2;2;4;2;9;0;0;0;0;0
2020-04-06 20:30:00;0;11;1;2;1;4;2;10;0;0;0;0;0
2020-04-06 20:45:00;0;2;1;1;1;2;1;8;0;0;0;0;0
2020-04-06 21:00:00;0;4;0;0;1;3;1;6;0;0;0;0;0
