DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(TAA);6(TAFBA)
2020-05-31 00:00:00;18;14;13;14;0;0
2020-05-31 00:15:00;17;14;19;9;0;0
2020-05-31 00:30:00;20;6;13;6;0;0
2020-05-31 00:45:00;14;8;9;10;0;0
2020-05-31 01:00:00;13;12;14;11;0;0
2020-05-31 01:15:00;13;14;20;11;0;0
2020-05-31 01:30:00;4;2;13;6;0;0
2020-05-31 01:45:00;11;5;11;6;0;0
2020-05-31 02:00:00;11;5;10;6;0;0
2020-05-31 02:15:00;10;5;2;4;0;0
2020-05-31 02:30:00;6;3;6;4;0;0
2020-05-31 02:45:00;4;3;3;4;0;0
2020-05-31 03:00:00;4;1;8;5;0;0
2020-05-31 03:15:00;4;5;8;2;0;0
2020-05-31 03:30:00;2;4;5;2;0;0
2020-05-31 03:45:00;4;6;3;5;0;0
2020-05-31 04:00:00;1;0;3;2;0;0
2020-05-31 04:15:00;4;5;3;2;0;0
2020-05-31 04:30:00;2;1;2;1;0;0
2020-05-31 04:45:00;8;2;3;0;0;0
2020-05-31 05:00:00;5;3;7;6;0;0
2020-05-31 05:15:00;5;4;5;2;0;0
2020-05-31 05:30:00;6;2;11;12;0;0
2020-05-31 05:45:00;4;4;10;6;0;0
2020-05-31 06:00:00;17;2;6;4;4;0
2020-05-31 06:15:00;4;2;7;5;0;0
2020-05-31 06:30:00;7;3;12;4;0;0
2020-05-31 06:45:00;6;7;10;7;0;0
2020-05-31 07:00:00;9;11;8;3;0;0
2020-05-31 07:15:00;10;6;6;1;0;0
2020-05-31 07:30:00;20;6;12;7;0;0
2020-05-31 07:45:00;16;6;14;3;0;0
2020-05-31 08:00:00;9;7;13;2;0;0
2020-05-31 08:15:00;12;10;12;2;0;0
2020-05-31 08:30:00;21;13;13;4;0;0
2020-05-31 08:45:00;16;17;11;3;0;0
2020-05-31 09:00:00;10;12;14;4;0;0
2020-05-31 09:15:00;33;13;27;7;4;0
2020-05-31 09:30:00;28;18;27;15;20;0
2020-05-31 09:45:00;36;20;39;12;3;0
2020-05-31 10:00:00;38;37;24;13;3;0
2020-05-31 10:15:00;50;41;27;20;2;0
2020-05-31 10:30:00;46;44;43;20;6;0
2020-05-31 10:45:00;48;26;35;23;4;0
2020-05-31 11:00:00;54;33;43;37;1;0
2020-05-31 11:15:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-05-31 11:30:00;50;34;41;23;0;0
2020-05-31 11:45:00;61;40;47;29;13;0
2020-05-31 12:00:00;52;32;42;27;0;0
2020-05-31 12:15:00;46;39;43;22;11;0
2020-05-31 12:30:00;48;48;44;30;8;0
2020-05-31 12:45:00;26;37;53;47;3;0
2020-05-31 13:00:00;39;33;56;37;29;0
2020-05-31 13:15:00;57;52;57;35;0;0
2020-05-31 13:30:00;62;50;57;45;0;0
2020-05-31 13:45:00;59;43;51;44;4;2
2020-05-31 14:00:00;48;49;65;35;9;3
2020-05-31 14:15:00;48;57;57;23;10;0
2020-05-31 14:30:00;70;61;51;35;2;0
2020-05-31 14:45:00;56;58;62;41;5;0
2020-05-31 15:00:00;57;63;54;38;4;3
2020-05-31 15:15:00;48;40;57;28;2;0
2020-05-31 15:30:00;43;39;51;48;1;2
2020-05-31 15:45:00;53;42;49;34;14;0
2020-05-31 16:00:00;55;38;55;25;18;0
2020-05-31 16:15:00;41;38;64;34;20;0
2020-05-31 16:30:00;62;56;57;32;2;0
2020-05-31 16:45:00;44;51;55;35;3;0
2020-05-31 17:00:00;55;54;55;44;25;0
2020-05-31 17:15:00;81;49;72;47;63;1
2020-05-31 17:30:00;46;54;65;44;14;1
2020-05-31 17:45:00;61;41;59;35;2;0
2020-05-31 18:00:00;43;50;53;32;5;3
2020-05-31 18:15:00;47;37;69;44;16;0
2020-05-31 18:30:00;51;42;75;41;4;0
2020-05-31 18:45:00;51;58;65;38;3;0
2020-05-31 19:00:00;46;28;56;45;8;0
2020-05-31 19:15:00;46;53;69;37;0;0
2020-05-31 19:30:00;53;34;54;36;0;0
2020-05-31 19:45:00;56;30;58;40;0;0
2020-05-31 20:00:00;48;33;38;32;0;0
2020-05-31 20:15:00;39;29;42;27;13;0
2020-05-31 20:30:00;39;29;48;27;8;0
2020-05-31 20:45:00;48;37;33;24;0;0
2020-05-31 21:00:00;27;17;46;38;0;0
2020-05-31 21:15:00;29;28;45;24;0;0
2020-05-31 21:30:00;25;26;41;38;0;0
2020-05-31 21:45:00;42;22;32;25;0;0
2020-05-31 22:00:00;50;29;41;21;0;0
2020-05-31 22:15:00;31;26;32;17;0;0
2020-05-31 22:30:00;33;20;22;30;0;0
2020-05-31 22:45:00;35;25;32;19;0;0
2020-05-31 23:00:00;17;14;16;11;0;0
2020-05-31 23:15:00;19;16;31;27;0;0
2020-05-31 23:30:00;18;5;24;16;0;0
2020-05-31 23:45:00;27;13;25;16;0;0
