DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-10-05 00:00:00;0;14;0;0;2;1;10;4;1;1
2020-10-05 00:15:00;0;8;0;0;1;1;18;13;1;1
2020-10-05 00:30:00;0;6;0;0;0;0;14;4;1;1
2020-10-05 00:45:00;0;8;2;1;1;3;10;10;1;0
2020-10-05 01:00:00;0;5;0;0;0;3;5;1;0;0
2020-10-05 01:15:00;0;5;0;2;0;1;15;6;0;0
2020-10-05 01:30:00;0;5;0;1;1;0;7;2;0;1
2020-10-05 01:45:00;0;6;0;0;2;1;6;2;0;0
2020-10-05 02:00:00;0;8;0;0;0;1;4;1;0;0
2020-10-05 02:15:00;0;8;0;0;0;1;4;2;1;0
2020-10-05 02:30:00;0;6;0;1;0;1;5;2;1;1
2020-10-05 02:45:00;0;6;0;0;1;2;7;4;0;0
2020-10-05 03:00:00;0;7;0;0;0;0;6;4;0;0
2020-10-05 03:15:00;0;7;0;0;0;0;7;5;0;0
2020-10-05 03:30:00;0;5;0;0;0;2;7;3;0;0
2020-10-05 03:45:00;0;3;0;0;0;3;8;2;0;0
2020-10-05 04:00:00;0;7;0;2;0;2;12;2;0;1
2020-10-05 04:15:00;0;9;0;0;0;4;10;6;1;0
2020-10-05 04:30:00;0;16;0;2;0;16;23;9;1;1
2020-10-05 04:45:00;0;21;0;0;1;34;40;17;1;1
2020-10-05 05:00:00;0;26;3;4;1;59;55;37;1;3
2020-10-05 05:15:00;0;47;0;2;2;193;89;108;12;15
2020-10-05 05:30:00;0;56;1;5;6;165;80;118;7;12
2020-10-05 05:45:00;0;63;3;6;9;153;54;87;12;26
2020-10-05 06:00:00;0;72;13;29;32;106;51;66;7;15
2020-10-05 06:15:00;0;92;4;10;6;158;55;101;15;21
2020-10-05 06:30:00;0;94;4;14;9;214;59;136;18;33
2020-10-05 06:45:00;0;101;5;13;8;189;73;147;33;44
2020-10-05 07:00:00;0;99;5;12;13;173;80;163;27;30
2020-10-05 07:15:00;0;103;10;21;7;156;82;179;15;21
2020-10-05 07:30:00;0;117;6;17;14;179;104;188;18;18
