DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DDR1);7(DDL1)
2020-10-09 00:00:00;16;7;19;4;3;2;1
2020-10-09 00:15:00;10;5;19;4;1;9;3
2020-10-09 00:30:00;14;8;11;5;0;3;0
2020-10-09 00:45:00;14;4;10;2;1;3;4
2020-10-09 01:00:00;13;4;7;1;4;1;2
2020-10-09 01:15:00;8;8;11;3;3;2;4
2020-10-09 01:30:00;9;5;8;3;5;1;3
2020-10-09 01:45:00;6;2;6;6;3;2;4
2020-10-09 02:00:00;4;1;13;1;2;5;5
2020-10-09 02:15:00;4;1;11;3;0;1;3
2020-10-09 02:30:00;5;3;8;2;3;3;1
2020-10-09 02:45:00;6;0;8;1;4;5;2
2020-10-09 03:00:00;8;1;6;3;3;8;5
2020-10-09 03:15:00;5;3;5;0;5;5;0
2020-10-09 03:30:00;6;0;9;2;1;4;1
2020-10-09 03:45:00;8;2;11;1;2;6;8
2020-10-09 04:00:00;9;1;11;1;2;3;2
2020-10-09 04:15:00;5;2;15;4;2;3;1
2020-10-09 04:30:00;8;3;19;2;3;1;5
2020-10-09 04:45:00;12;4;38;8;2;2;3
2020-10-09 05:00:00;29;21;71;18;2;1;0
2020-10-09 05:15:00;50;24;98;26;2;0;1
2020-10-09 05:30:00;42;20;120;53;0;2;2
2020-10-09 05:45:00;65;41;97;51;0;0;0
2020-10-09 06:00:00;49;49;98;44;6;1;0
2020-10-09 06:15:00;78;38;155;75;3;1;1
2020-10-09 06:30:00;103;45;165;75;3;0;1
2020-10-09 06:45:00;124;60;168;88;5;0;2
2020-10-09 07:00:00;147;78;156;85;15;3;2
2020-10-09 07:15:00;207;125;197;121;21;1;1
2020-10-09 07:30:00;203;174;224;138;22;1;0
2020-10-09 07:45:00;190;154;220;130;22;2;2
2020-10-09 08:00:00;150;87;217;129;10;2;0
2020-10-09 08:15:00;141;116;150;89;15;0;0
2020-10-09 08:30:00;118;88;167;75;12;1;1
2020-10-09 08:45:00;131;110;166;94;23;3;1
2020-10-09 09:00:00;139;93;165;81;9;0;1
2020-10-09 09:15:00;122;100;135;57;11;2;0
2020-10-09 09:30:00;114;89;146;81;12;1;2
2020-10-09 09:45:00;118;97;172;92;11;1;1
2020-10-09 10:00:00;127;98;168;73;13;3;1
2020-10-09 10:15:00;135;102;157;76;10;1;0
2020-10-09 10:30:00;138;97;160;77;8;2;2
2020-10-09 10:45:00;134;111;174;82;9;3;3
2020-10-09 11:00:00;126;94;165;68;6;2;2
2020-10-09 11:15:00;138;99;175;90;12;2;1
2020-10-09 11:30:00;123;97;167;87;8;3;4
2020-10-09 11:45:00;166;109;193;106;6;0;0
2020-10-09 12:00:00;189;132;155;81;9;4;2
2020-10-09 12:15:00;165;132;182;117;9;3;1
2020-10-09 12:30:00;196;164;177;93;11;3;3
2020-10-09 12:45:00;235;167;182;96;9;4;8
2020-10-09 13:00:00;176;121;255;149;12;2;3
2020-10-09 13:15:00;208;164;237;162;17;4;3
2020-10-09 13:30:00;183;133;225;126;13;3;5
2020-10-09 13:45:00;173;119;186;115;8;2;3
2020-10-09 14:00:00;168;145;192;117;10;1;4
2020-10-09 14:15:00;202;167;182;121;8;3;4
2020-10-09 14:30:00;181;141;198;102;9;4;4
2020-10-09 14:45:00;201;156;201;106;19;7;5
2020-10-09 15:00:00;209;143;208;111;13;4;4
2020-10-09 15:15:00;192;140;182;122;14;1;4
2020-10-09 15:30:00;188;128;190;116;8;5;5
2020-10-09 15:45:00;197;136;168;98;11;2;1
2020-10-09 16:00:00;188;138;200;121;14;3;2
2020-10-09 16:15:00;174;141;210;118;9;1;0
2020-10-09 16:30:00;194;153;212;111;12;5;1
2020-10-09 16:45:00;186;139;194;117;9;3;3
2020-10-09 17:00:00;192;135;201;111;10;0;3
2020-10-09 17:15:00;175;121;195;106;10;3;2
2020-10-09 17:30:00;170;132;186;113;13;3;5
2020-10-09 17:45:00;191;149;172;113;9;1;3
2020-10-09 18:00:00;170;142;197;106;8;5;3
2020-10-09 18:15:00;154;124;180;101;15;3;2
2020-10-09 18:30:00;178;109;169;100;11;1;5
2020-10-09 18:45:00;151;117;131;82;6;5;1
2020-10-09 19:00:00;125;82;152;81;5;3;1
2020-10-09 19:15:00;145;93;133;88;5;2;2
2020-10-09 19:30:00;121;67;133;65;7;6;0
2020-10-09 19:45:00;106;61;103;54;3;1;2
2020-10-09 20:00:00;89;70;95;52;2;2;2
2020-10-09 20:15:00;94;62;103;48;1;3;3
2020-10-09 20:30:00;87;63;119;34;8;0;2
2020-10-09 20:45:00;80;58;113;45;5;2;1
2020-10-09 21:00:00;83;55;110;46;7;1;2
2020-10-09 21:15:00;77;51;98;55;2;1;5
2020-10-09 21:30:00;54;55;78;26;3;0;1
2020-10-09 21:45:00;76;53;82;41;6;2;2
2020-10-09 22:00:00;61;54;64;33;1;2;1
2020-10-09 22:15:00;52;56;83;31;5;1;1
2020-10-09 22:30:00;35;25;48;13;2;2;0
2020-10-09 22:45:00;46;38;57;25;2;0;1
2020-10-09 23:00:00;43;24;59;15;2;1;1
2020-10-09 23:15:00;46;33;59;16;5;2;1
2020-10-09 23:30:00;31;21;39;20;3;1;1
2020-10-09 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
