DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-06-20 00:00:00;17;9;0;6;0;4;0;0;0;0;0
2020-06-20 00:15:00;31;28;0;18;4;11;0;0;0;0;0
2020-06-20 00:30:00;23;17;0;16;0;13;1;1;0;0;0
2020-06-20 00:45:00;16;15;0;8;1;4;1;1;0;0;0
2020-06-20 01:00:00;17;17;0;9;1;8;2;4;0;0;0
2020-06-20 01:15:00;12;8;0;11;3;10;1;3;0;0;0
2020-06-20 01:30:00;9;14;0;4;0;3;2;1;0;0;0
2020-06-20 01:45:00;6;9;0;7;1;6;1;1;0;0;0
2020-06-20 02:00:00;4;11;0;10;1;7;1;2;0;0;0
2020-06-20 02:15:00;9;16;0;5;0;3;0;0;0;0;0
2020-06-20 02:30:00;9;8;0;1;0;1;0;0;0;0;0
2020-06-20 02:45:00;9;9;0;8;0;6;0;0;0;0;0
2020-06-20 03:00:00;6;9;0;4;0;3;0;1;0;0;0
2020-06-20 03:15:00;3;7;0;1;0;1;0;0;0;0;0
2020-06-20 03:30:00;4;4;0;2;0;1;0;0;0;0;0
2020-06-20 03:45:00;4;5;0;5;0;4;0;0;0;0;0
2020-06-20 04:00:00;7;8;0;1;0;1;0;0;0;0;0
2020-06-20 04:15:00;4;7;0;2;0;2;1;2;0;0;0
2020-06-20 04:30:00;6;5;0;2;0;2;0;0;0;0;0
2020-06-20 04:45:00;8;6;0;1;1;1;0;1;0;0;0
2020-06-20 05:00:00;9;3;0;6;0;6;0;1;0;0;0
2020-06-20 05:15:00;14;10;0;3;0;2;0;3;0;0;0
2020-06-20 05:30:00;38;19;0;2;0;2;1;2;0;0;0
2020-06-20 05:45:00;30;21;0;6;0;3;3;5;0;0;0
2020-06-20 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-20 06:15:00;32;25;0;13;4;8;1;2;0;0;0
2020-06-20 06:30:00;37;25;0;12;1;8;0;0;0;0;0
2020-06-20 06:45:00;44;36;0;20;1;11;0;1;0;0;0
2020-06-20 07:00:00;40;15;0;23;3;17;0;1;0;0;0
2020-06-20 07:15:00;49;50;0;18;3;14;1;5;0;0;0
2020-06-20 07:30:00;49;47;0;21;2;8;3;3;0;0;0
2020-06-20 07:45:00;86;61;0;25;2;18;3;5;0;0;0
2020-06-20 08:00:00;57;39;0;32;3;20;2;0;0;0;0
2020-06-20 08:15:00;62;42;0;37;3;30;3;4;0;0;0
2020-06-20 08:30:00;92;54;0;28;2;18;4;9;0;0;0
