DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DC4);9(DC5);10(DD1);11(TAFGAC)
2020-06-08 00:00:00;4;4;1;0;16;9;2;0;6;0;0
2020-06-08 00:15:00;8;9;1;0;14;8;1;0;12;0;0
2020-06-08 00:30:00;6;5;0;0;12;10;0;0;7;0;0
2020-06-08 00:45:00;6;7;0;0;10;5;0;0;7;1;0
2020-06-08 01:00:00;7;6;1;0;5;7;1;0;7;0;0
2020-06-08 01:15:00;4;6;2;1;5;3;0;0;3;0;0
2020-06-08 01:30:00;7;7;0;0;8;8;0;0;9;0;0
2020-06-08 01:45:00;8;8;1;0;6;3;0;0;3;0;0
2020-06-08 02:00:00;9;9;1;0;9;5;0;0;7;0;0
2020-06-08 02:15:00;7;7;0;0;8;2;0;0;2;0;0
2020-06-08 02:30:00;5;6;0;0;7;5;0;0;5;0;0
2020-06-08 02:45:00;6;3;0;0;3;2;0;0;2;0;0
2020-06-08 03:00:00;5;6;0;1;8;5;0;0;4;0;0
2020-06-08 03:15:00;5;6;0;0;3;3;0;0;4;0;0
2020-06-08 03:30:00;4;5;0;0;5;4;0;0;2;0;0
2020-06-08 03:45:00;5;8;1;1;9;1;0;0;4;0;0
2020-06-08 04:00:00;6;6;0;0;8;6;0;0;7;0;0
2020-06-08 04:15:00;8;4;0;0;10;5;0;0;7;0;0
2020-06-08 04:30:00;24;16;3;0;17;10;2;0;12;0;0
2020-06-08 04:45:00;20;15;1;1;18;5;0;0;6;0;0
2020-06-08 05:00:00;34;28;3;3;33;13;1;0;17;0;0
2020-06-08 05:15:00;32;43;3;1;36;17;0;0;22;0;0
2020-06-08 05:30:00;59;63;6;2;53;28;1;0;40;0;0
2020-06-08 05:45:00;61;74;11;4;77;39;2;0;39;0;0
2020-06-08 06:00:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 06:15:00;61;75;23;9;113;64;8;0;63;0;0
2020-06-08 06:30:00;85;114;30;15;140;85;4;0;92;0;29
2020-06-08 06:45:00;91;97;11;6;128;105;11;0;105;1;6
2020-06-08 07:00:00;78;108;7;4;113;109;11;0;116;0;14
2020-06-08 07:15:00;73;82;7;16;115;121;7;0;131;2;6
2020-06-08 07:30:00;81;105;8;17;114;104;5;0;109;1;0
2020-06-08 07:45:00;85;98;11;5;115;117;15;0;128;2;8
2020-06-08 08:00:00;89;98;6;6;99;99;9;0;108;5;1
2020-06-08 08:15:00;77;77;10;8;88;79;6;0;81;5;15
2020-06-08 08:30:00;71;94;9;3;104;76;8;0;86;4;5
2020-06-08 08:45:00;84;88;4;9;84;83;7;0;93;4;1
2020-06-08 09:00:00;96;102;11;2;69;67;7;0;72;9;3
2020-06-08 09:15:00;81;89;6;10;92;88;6;0;98;6;3
2020-06-08 09:30:00;83;77;2;2;109;75;9;0;82;8;7
2020-06-08 09:45:00;104;104;8;5;99;99;6;0;107;2;12
2020-06-08 10:00:00;98;99;14;8;80;82;8;0;92;9;1
2020-06-08 10:15:00;108;122;11;6;94;109;9;0;112;11;3
2020-06-08 10:30:00;112;103;10;8;111;114;9;0;125;8;6
2020-06-08 10:45:00;90;87;11;8;106;123;12;0;135;4;5
2020-06-08 11:00:00;103;108;11;7;111;121;6;0;119;10;1
2020-06-08 11:15:00;104;96;10;6;119;104;10;0;117;7;10
2020-06-08 11:30:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 11:45:00;90;113;14;9;107;111;10;0;116;8;2
2020-06-08 12:00:00;98;106;8;7;121;103;7;0;113;6;2
2020-06-08 12:15:00;106;107;17;8;106;105;6;0;112;4;13
2020-06-08 12:30:00;87;87;6;6;100;93;11;0;89;8;0
2020-06-08 12:45:00;111;91;11;5;126;111;11;0;114;5;0
2020-06-08 13:00:00;87;120;7;10;89;92;7;0;89;7;0
2020-06-08 13:15:00;102;111;10;7;101;97;6;0;102;6;9
2020-06-08 13:30:00;94;132;10;12;120;121;8;0;132;4;2
2020-06-08 13:45:00;93;112;9;9;110;116;12;0;112;5;14
2020-06-08 14:00:00;93;121;10;3;110;103;8;0;111;7;8
2020-06-08 14:15:00;103;114;8;6;116;130;10;0;143;5;3
2020-06-08 14:30:00;93;123;13;8;111;117;8;0;122;5;3
2020-06-08 14:45:00;105;137;11;8;116;115;11;0;122;8;24
2020-06-08 15:00:00;110;156;13;11;106;104;10;0;108;13;4
2020-06-08 15:15:00;117;160;10;12;120;135;16;0;134;17;18
2020-06-08 15:30:00;96;127;12;13;107;116;9;0;117;14;17
2020-06-08 15:45:00;108;124;14;23;131;134;10;0;142;8;4
2020-06-08 16:00:00;99;138;15;25;117;131;11;0;131;5;51
2020-06-08 16:15:00;115;174;25;43;139;152;15;0;156;12;22
2020-06-08 16:30:00;118;151;14;45;111;148;12;0;142;12;33
2020-06-08 16:45:00;ERROR:;ORA-12516:;TNS:listener;could;not;find;available;handler;with;matching;protocol;stack;SP2-0640:;Not;connected
2020-06-08 17:00:00;113;138;21;22;119;146;7;0;145;16;14
2020-06-08 17:15:00;109;138;9;23;139;144;4;0;141;9;64
2020-06-08 17:30:00;91;143;7;17;134;127;2;0;138;1;16
2020-06-08 17:45:00;93;119;28;12;146;129;7;0;136;2;20
2020-06-08 18:00:00;63;112;5;9;119;120;4;0;124;4;4
2020-06-08 18:15:00;78;103;7;7;113;113;5;0;113;0;15
2020-06-08 18:30:00;67;91;11;3;102;96;1;0;105;1;16
2020-06-08 18:45:00;63;80;11;7;100;94;4;0;94;2;4
2020-06-08 19:00:00;54;49;4;2;92;86;2;0;86;1;9
2020-06-08 19:15:00;43;54;3;3;85;91;7;0;96;1;68
2020-06-08 19:30:00;46;55;1;6;69;55;0;0;61;1;0
2020-06-08 19:45:00;34;59;4;3;75;56;1;0;63;0;0
2020-06-08 20:00:00;25;38;3;4;57;30;3;0;38;0;8
2020-06-08 20:15:00;40;47;2;3;46;42;1;0;42;0;0
2020-06-08 20:30:00;51;44;3;0;59;54;7;0;55;0;0
2020-06-08 20:45:00;20;31;1;2;42;30;0;0;26;0;0
2020-06-08 21:00:00;39;34;2;1;54;36;1;0;37;0;0
2020-06-08 21:15:00;28;21;0;1;35;20;3;0;23;0;0
2020-06-08 21:30:00;35;38;3;2;39;26;0;0;28;0;0
