DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-09-16 00:00:00;19;10;1;1;8;15;19;9;12;0;0;0
2019-09-16 00:15:00;17;4;2;4;9;19;18;9;24;0;0;0
2019-09-16 00:30:00;7;3;1;0;7;15;7;7;13;1;0;1
2019-09-16 00:45:00;14;6;1;1;6;7;15;8;10;0;0;0
2019-09-16 01:00:00;6;4;1;1;2;5;6;1;4;0;0;0
2019-09-16 01:15:00;7;6;2;0;3;1;7;2;0;0;0;0
2019-09-16 01:30:00;7;7;0;0;4;5;9;3;5;0;0;0
2019-09-16 01:45:00;9;4;2;2;4;6;10;4;4;0;0;0
2019-09-16 02:00:00;12;12;0;1;5;5;12;5;3;0;0;1
2019-09-16 02:15:00;12;7;0;0;0;2;12;0;1;0;0;0
2019-09-16 02:30:00;5;4;0;0;7;4;7;5;3;0;0;1
2019-09-16 02:45:00;14;10;0;2;2;10;12;3;6;1;0;0
2019-09-16 03:00:00;8;5;0;0;2;2;8;2;2;0;0;0
2019-09-16 03:15:00;5;4;0;1;2;4;6;3;4;0;0;0
2019-09-16 03:30:00;9;6;0;1;2;5;9;4;6;0;0;0
2019-09-16 03:45:00;10;4;1;1;3;4;9;6;5;0;0;0
2019-09-16 04:00:00;13;7;0;2;11;5;14;10;6;1;0;0
2019-09-16 04:15:00;13;6;0;1;10;9;13;10;11;1;0;0
2019-09-16 04:30:00;41;17;1;0;9;14;39;9;14;1;0;1
2019-09-16 04:45:00;44;17;2;1;27;25;44;27;28;2;0;2
2019-09-16 05:00:00;50;12;1;3;41;53;52;42;52;1;0;2
2019-09-16 05:15:00;71;19;7;6;73;98;75;78;76;3;0;5
2019-09-16 05:30:00;96;25;5;5;75;84;96;79;75;2;0;7
2019-09-16 05:45:00;70;14;7;13;65;96;72;75;75;1;0;7
2019-09-16 06:00:00;104;25;2;9;54;85;104;60;73;3;0;3
