DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DB4);8(DB5);9(DB6);10(DB7);11(DC1);12(DC2);13(DD1);14(DD2);15(RES1);16(RES2);17(RES3)
2020-06-07 00:00:00;0;7;5;0;0;4;0;0;3;0;0;1;0;0;0;0;0
2020-06-07 00:15:00;2;6;7;2;0;9;3;0;10;1;3;0;0;0;0;0;0
2020-06-07 00:30:00;4;3;3;0;0;13;0;0;13;0;0;3;0;0;0;0;0
2020-06-07 00:45:00;0;5;7;0;0;12;0;0;11;0;0;0;0;0;0;0;0
2020-06-07 01:00:00;0;10;4;0;0;15;0;0;13;1;0;1;0;0;0;0;0
2020-06-07 01:15:00;0;6;3;0;0;3;0;0;3;0;2;1;0;0;0;0;0
2020-06-07 01:30:00;2;3;5;1;0;2;1;0;3;0;1;0;0;0;0;0;0
2020-06-07 01:45:00;0;2;2;0;0;4;0;0;4;0;1;1;0;0;0;0;0
2020-06-07 02:00:00;2;3;2;0;0;4;0;0;3;0;0;2;0;0;0;0;0
2020-06-07 02:15:00;2;7;1;0;0;2;0;0;2;0;0;1;0;0;0;0;0
2020-06-07 02:30:00;1;5;8;0;0;6;0;0;6;0;0;0;0;0;0;0;0
2020-06-07 02:45:00;0;5;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0
2020-06-07 03:00:00;1;7;4;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-06-07 03:15:00;1;1;3;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2020-06-07 03:30:00;0;1;1;0;0;2;0;0;2;0;0;0;0;0;0;0;0
2020-06-07 03:45:00;0;1;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0
2020-06-07 04:00:00;1;1;0;0;0;5;0;0;4;0;1;0;0;0;0;0;0
2020-06-07 04:15:00;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-07 04:30:00;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-06-07 04:45:00;0;1;4;0;0;1;0;0;1;0;0;1;0;0;0;0;0
