DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DE1);9(DE2);10(DE3);11(DF1);12(DG1)
2019-08-16 00:00:00;17;10;6;9;9;5;17;10;13;0;0;0
2019-08-16 00:15:00;23;11;1;8;8;9;21;9;12;0;0;0
2019-08-16 00:30:00;19;9;1;7;8;15;19;8;18;0;0;0
2019-08-16 00:45:00;10;5;1;6;13;15;11;14;14;0;0;1
2019-08-16 01:00:00;16;10;3;11;5;13;15;5;12;0;0;1
2019-08-16 01:15:00;18;7;2;4;4;9;18;6;12;0;0;0
2019-08-16 01:30:00;10;5;0;0;6;11;10;5;8;0;0;0
2019-08-16 01:45:00;15;10;0;2;5;5;14;8;4;0;0;1
2019-08-16 02:00:00;13;10;1;3;3;3;16;4;6;1;0;0
2019-08-16 02:15:00;9;4;1;4;6;6;10;11;9;2;0;0
2019-08-16 02:30:00;7;5;0;0;3;4;7;6;6;1;0;0
2019-08-16 02:45:00;13;11;0;1;2;3;14;3;4;1;0;0
2019-08-16 03:00:00;8;2;0;0;3;5;8;3;6;0;0;0
2019-08-16 03:15:00;5;2;0;0;3;5;5;3;6;1;0;1
2019-08-16 03:30:00;8;7;0;1;2;2;10;2;3;0;0;0
2019-08-16 03:45:00;7;4;0;0;2;6;7;6;7;0;0;0
2019-08-16 04:00:00;16;12;0;0;4;3;17;3;4;0;0;0
2019-08-16 04:15:00;19;5;0;1;5;4;17;6;7;1;0;1
2019-08-16 04:30:00;15;7;0;1;5;8;16;7;11;1;0;1
2019-08-16 04:45:00;21;13;0;0;8;9;22;10;13;0;0;1
2019-08-16 05:00:00;26;13;0;1;10;14;29;11;14;0;0;2
2019-08-16 05:15:00;36;12;3;0;14;18;35;20;21;0;0;1
2019-08-16 05:30:00;51;14;3;4;29;36;54;31;33;1;0;4
2019-08-16 05:45:00;40;12;3;5;26;34;41;25;43;0;0;5
2019-08-16 06:00:00;57;19;1;6;29;37;57;26;34;1;0;0
2019-08-16 06:15:00;70;15;7;3;37;61;69;41;56;0;0;3
2019-08-16 06:30:00;106;34;7;8;64;76;116;60;79;0;0;4
2019-08-16 06:45:00;100;21;2;8;48;68;113;42;66;0;0;9
2019-08-16 07:00:00;93;29;9;6;57;69;110;52;78;2;0;7
2019-08-16 07:15:00;104;24;7;6;62;78;109;51;71;1;4;4
2019-08-16 07:30:00;113;26;15;13;64;70;127;54;77;2;2;10
2019-08-16 07:45:00;124;26;19;16;72;81;128;74;84;1;1;11
2019-08-16 08:00:00;101;24;10;13;64;86;121;61;96;2;1;9
2019-08-16 08:15:00;114;33;20;10;56;66;127;48;73;2;2;7
2019-08-16 08:30:00;128;22;15;14;70;78;130;59;90;1;1;9
2019-08-16 08:45:00;148;33;14;19;69;101;161;61;103;2;1;4
2019-08-16 09:00:00;139;16;16;20;68;104;139;70;97;4;1;5
2019-08-16 09:15:00;156;29;15;29;76;106;174;81;120;1;0;6
2019-08-16 09:30:00;148;28;19;36;91;129;161;93;109;3;2;8
2019-08-16 09:45:00;149;26;28;24;88;117;169;80;85;2;1;11
2019-08-16 10:00:00;163;29;20;39;81;114;183;89;78;1;4;9
2019-08-16 10:15:00;200;31;26;36;95;127;224;64;127;1;0;3
2019-08-16 10:30:00;178;44;43;41;89;122;197;93;128;3;0;9
2019-08-16 10:45:00;209;38;32;47;93;106;232;86;126;5;2;12
2019-08-16 11:00:00;197;29;25;40;85;118;206;97;108;2;5;7
2019-08-16 11:15:00;219;24;29;46;66;116;230;96;105;1;0;5
2019-08-16 11:30:00;215;33;41;48;82;115;242;98;117;1;0;12
2019-08-16 11:45:00;227;36;37;60;75;133;241;101;133;1;1;7
2019-08-16 12:00:00;210;40;31;54;79;120;218;100;120;1;1;6
2019-08-16 12:15:00;230;31;37;48;80;106;238;96;119;1;1;11
2019-08-16 12:30:00;231;35;37;54;80;143;244;110;130;1;2;8
2019-08-16 12:45:00;196;31;32;55;63;106;208;100;126;0;0;5
2019-08-16 13:00:00;205;36;32;60;80;119;223;105;122;3;4;11
2019-08-16 13:15:00;224;41;27;47;82;133;242;105;141;1;2;3
2019-08-16 13:30:00;207;42;19;47;80;110;227;92;111;2;6;7
2019-08-16 13:45:00;225;41;23;47;73;123;227;92;126;1;1;15
2019-08-16 14:00:00;213;29;24;55;55;136;232;77;136;2;3;5
2019-08-16 14:15:00;236;35;42;49;78;140;249;110;129;1;1;12
2019-08-16 14:30:00;221;32;33;39;79;125;218;101;119;1;0;13
2019-08-16 14:45:00;229;35;29;43;87;147;232;102;141;2;1;12
2019-08-16 15:00:00;194;37;29;41;76;133;207;94;124;4;1;7
2019-08-16 15:15:00;219;40;36;46;69;103;210;103;124;0;1;10
2019-08-16 15:30:00;224;27;33;47;53;93;208;89;127;2;2;7
2019-08-16 15:45:00;210;37;44;41;50;91;194;102;133;0;3;19
2019-08-16 16:00:00;206;26;25;46;52;82;188;95;132;0;1;8
2019-08-16 16:15:00;225;25;35;47;57;95;200;93;125;1;1;15
2019-08-16 16:30:00;187;39;27;50;46;94;171;123;99;1;3;14
2019-08-16 16:45:00;215;25;27;44;68;126;213;152;130;1;1;13
2019-08-16 17:00:00;213;31;25;31;68;61;182;91;129;1;0;16
2019-08-16 17:15:00;220;35;28;38;83;81;120;92;140;3;2;7
2019-08-16 17:30:00;190;32;21;46;54;78;128;85;118;2;0;15
2019-08-16 17:45:00;184;33;25;32;68;79;155;103;109;2;0;6
2019-08-16 18:00:00;204;35;37;32;62;73;168;114;113;1;3;13
2019-08-16 18:15:00;178;22;19;31;47;93;142;97;107;1;2;15
2019-08-16 18:30:00;188;38;20;26;42;94;150;94;119;5;0;16
2019-08-16 18:45:00;163;19;22;31;53;88;142;83;98;3;1;14
2019-08-16 19:00:00;184;25;24;41;69;98;142;95;110;0;2;11
2019-08-16 19:15:00;148;30;20;43;59;74;113;63;91;5;6;13
2019-08-16 19:30:00;147;25;24;33;46;52;122;65;77;2;0;8
2019-08-16 19:45:00;135;32;8;27;39;60;140;56;77;2;3;9
2019-08-16 20:00:00;162;33;9;26;46;72;158;67;73;1;3;7
2019-08-16 20:15:00;150;27;8;23;38;52;152;51;68;3;3;10
2019-08-16 20:30:00;115;27;11;21;48;65;119;56;64;0;4;8
2019-08-16 20:45:00;96;19;16;22;17;47;95;46;53;1;8;4
2019-08-16 21:00:00;113;17;8;24;33;29;122;43;50;0;1;2
2019-08-16 21:15:00;73;15;15;32;20;34;73;32;49;1;2;6
2019-08-16 21:30:00;79;24;16;21;26;42;83;43;50;0;2;3
2019-08-16 21:45:00;94;21;12;21;23;29;95;36;32;0;3;2
2019-08-16 22:00:00;85;19;8;19;20;27;83;25;39;0;2;4
2019-08-16 22:15:00;61;21;9;17;24;33;60;34;37;1;2;4
2019-08-16 22:30:00;71;23;13;29;23;40;75;38;44;0;0;3
2019-08-16 22:45:00;69;25;10;21;24;32;74;35;35;0;0;1
2019-08-16 23:00:00;57;16;7;19;19;39;55;25;40;1;2;3
2019-08-16 23:15:00;37;13;10;23;19;23;39;24;26;0;1;3
2019-08-16 23:30:00;48;14;6;20;18;29;46;26;31;1;0;1
2019-08-16 23:45:00;51;10;7;24;17;29;49;26;24;0;0;0
