DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(TAA);9(TAC);10(TAFBA);11(TAFBB);12(TAFBC);13(TAFBD)
2019-11-25 00:00:00;8;0;1;2;14;0;0;0;0;0;0;0;0
2019-11-25 00:15:00;3;0;0;0;14;0;0;0;0;0;0;0;0
2019-11-25 00:30:00;5;0;0;0;16;0;0;0;0;0;0;0;0
2019-11-25 00:45:00;5;0;1;1;8;0;0;0;0;0;0;0;0
2019-11-25 01:00:00;6;0;0;0;4;0;0;0;0;0;0;0;0
2019-11-25 01:15:00;6;0;0;0;3;0;0;0;0;0;0;0;0
2019-11-25 01:30:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2019-11-25 01:45:00;12;0;0;0;1;0;0;0;0;0;0;0;0
2019-11-25 02:00:00;7;0;0;0;6;0;0;0;0;0;0;0;0
2019-11-25 02:15:00;4;0;0;0;5;0;0;0;0;0;0;0;0
2019-11-25 02:30:00;11;1;0;0;5;0;0;0;0;0;0;0;0
2019-11-25 02:45:00;8;0;0;0;2;0;0;0;0;0;0;0;0
2019-11-25 03:00:00;4;0;0;0;4;0;0;0;0;0;0;0;0
2019-11-25 03:15:00;3;0;0;0;8;0;0;0;0;0;0;0;0
2019-11-25 03:30:00;4;0;0;0;9;0;0;0;0;0;0;0;0
2019-11-25 03:45:00;8;0;0;0;8;0;0;0;0;0;0;0;0
2019-11-25 04:00:00;6;0;0;0;7;0;0;0;0;0;0;0;0
2019-11-25 04:15:00;6;0;0;0;9;0;0;0;0;0;0;0;0
2019-11-25 04:30:00;10;0;1;1;7;0;0;0;0;0;0;0;0
2019-11-25 04:45:00;14;1;0;1;17;0;0;0;0;0;0;0;0
2019-11-25 05:00:00;33;0;1;3;25;0;0;0;0;0;0;0;0
2019-11-25 05:15:00;51;0;2;3;36;0;0;0;0;0;0;0;0
2019-11-25 05:30:00;79;0;2;5;45;0;0;0;0;0;0;0;0
2019-11-25 05:45:00;93;2;0;1;64;0;0;0;0;0;0;0;0
2019-11-25 06:00:00;108;3;1;3;70;0;0;0;0;0;0;0;0
2019-11-25 06:15:00;127;2;2;9;98;0;0;0;0;0;0;0;0
2019-11-25 06:30:00;105;2;4;4;119;1;0;10;3;0;0;0;0
2019-11-25 06:45:00;119;5;4;7;132;0;0;10;2;0;0;0;0
2019-11-25 07:00:00;148;6;4;15;140;1;0;14;10;0;0;0;0
2019-11-25 07:15:00;170;7;4;8;138;0;0;10;22;0;0;0;0
2019-11-25 07:30:00;184;2;6;11;128;0;1;37;31;0;0;0;0
2019-11-25 07:45:00;170;14;8;12;126;2;1;2;5;0;0;0;0
2019-11-25 08:00:00;178;9;4;16;120;2;1;0;9;0;0;0;0
2019-11-25 08:15:00;163;8;7;11;153;1;2;0;3;0;0;5;0
2019-11-25 08:30:00;183;7;4;18;119;2;0;1;6;0;0;0;0
2019-11-25 08:45:00;138;10;8;11;143;0;0;2;10;0;0;4;0
2019-11-25 09:00:00;165;15;10;10;112;1;1;3;15;0;0;0;0
2019-11-25 09:15:00;140;11;9;6;111;1;1;3;3;0;0;0;0
2019-11-25 09:30:00;146;7;10;17;109;3;3;3;4;0;0;0;0
2019-11-25 09:45:00;163;14;11;13;121;7;4;0;25;0;0;0;0
2019-11-25 10:00:00;151;5;10;8;131;8;9;1;14;0;0;0;0
2019-11-25 10:15:00;129;8;17;14;129;3;5;9;4;0;0;0;0
2019-11-25 10:30:00;146;9;16;22;126;3;8;5;3;0;0;0;0
2019-11-25 10:45:00;130;16;12;14;134;2;3;0;6;0;0;0;0
2019-11-25 11:00:00;131;11;15;13;151;6;2;0;9;0;0;0;0
2019-11-25 11:15:00;140;7;16;14;146;3;5;2;23;0;0;0;0
2019-11-25 11:30:00;119;12;21;14;149;0;6;1;23;0;0;0;0
2019-11-25 11:45:00;126;12;13;16;165;2;3;8;5;0;0;0;0
2019-11-25 12:00:00;120;5;9;13;147;4;2;1;27;0;0;0;0
2019-11-25 12:15:00;119;7;18;12;144;7;5;15;20;0;0;3;0
2019-11-25 12:30:00;114;8;19;13;143;0;6;3;19;0;0;2;0
2019-11-25 12:45:00;151;6;11;16;145;1;2;9;8;0;0;0;0
2019-11-25 13:00:00;130;9;12;8;155;7;4;10;20;0;0;0;0
2019-11-25 13:15:00;132;8;10;11;146;3;4;0;58;0;0;25;0
2019-11-25 13:30:00;121;7;9;14;134;4;2;1;20;0;0;0;0
2019-11-25 13:45:00;131;7;12;9;158;4;5;0;5;0;0;3;0
2019-11-25 14:00:00;121;13;16;13;129;1;3;2;12;0;0;0;0
2019-11-25 14:15:00;122;7;18;9;126;2;2;6;8;0;0;0;0
2019-11-25 14:30:00;109;11;19;12;132;3;1;2;9;0;0;0;0
2019-11-25 14:45:00;127;7;27;11;143;2;1;1;12;0;0;0;0
2019-11-25 15:00:00;114;9;19;15;152;6;1;9;1;0;0;0;0
2019-11-25 15:15:00;122;15;25;9;187;4;3;3;3;0;3;0;0
2019-11-25 15:30:00;155;6;12;14;176;4;7;2;6;0;0;0;0
2019-11-25 15:45:00;130;5;14;15;185;12;8;7;15;0;0;0;0
