DATUM;1(DB1);2(DB2);3(DB3);4(DB4);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFBB);11(TAFBC);12(TAFBC2);13(TAFGD);14(TAFBD)
2020-02-21 00:00:00;2;5;0;1;0;0;0;3;21;0;0;0;0;0
2020-02-21 00:15:00;2;3;1;2;1;0;0;3;6;0;0;0;0;0
2020-02-21 00:30:00;2;4;3;3;0;1;0;7;9;0;0;0;0;0
2020-02-21 00:45:00;6;7;0;0;0;0;0;4;7;0;0;0;0;0
2020-02-21 01:00:00;6;5;1;5;0;0;0;4;9;0;0;0;0;0
2020-02-21 01:15:00;3;6;1;0;1;0;0;4;15;0;0;0;0;0
2020-02-21 01:30:00;5;13;1;2;1;0;0;5;11;0;0;0;0;0
2020-02-21 01:45:00;4;5;2;0;1;1;0;2;7;0;0;0;0;0
2020-02-21 02:00:00;2;9;2;1;0;1;1;4;12;0;0;0;0;0
2020-02-21 02:15:00;5;5;1;2;0;0;0;5;9;0;0;0;0;0
2020-02-21 02:30:00;2;7;1;5;0;1;0;5;11;0;0;0;0;0
2020-02-21 02:45:00;3;6;0;2;1;0;0;5;21;0;0;0;0;0
2020-02-21 03:00:00;3;6;3;3;0;0;0;0;4;0;0;0;0;0
2020-02-21 03:15:00;3;6;1;4;1;0;0;3;9;0;0;0;0;0
2020-02-21 03:30:00;2;8;1;1;0;0;0;1;5;0;0;0;0;0
2020-02-21 03:45:00;4;7;2;2;0;0;0;2;8;0;0;0;0;0
2020-02-21 04:00:00;3;5;0;0;0;0;0;6;13;0;0;0;0;0
2020-02-21 04:15:00;6;9;2;3;0;1;0;1;10;0;0;0;0;0
2020-02-21 04:30:00;6;9;0;1;4;0;0;6;15;0;0;0;0;0
2020-02-21 04:45:00;8;15;2;2;0;0;0;13;24;0;0;0;0;0
2020-02-21 05:00:00;10;10;2;3;9;4;0;54;61;0;0;0;2;0
2020-02-21 05:15:00;15;18;19;22;12;0;0;77;135;0;0;1;6;3
2020-02-21 05:30:00;29;61;16;23;15;1;1;76;123;0;0;0;2;1
2020-02-21 05:45:00;61;98;26;26;8;4;12;71;80;0;0;0;3;1
2020-02-21 06:00:00;33;85;26;28;12;3;5;53;65;0;0;3;2;0
2020-02-21 06:15:00;28;41;48;58;7;0;0;69;69;0;0;0;2;2
2020-02-21 06:30:00;14;23;76;68;20;7;1;96;99;0;0;0;2;0
2020-02-21 06:45:00;23;29;52;48;18;8;3;111;114;2;0;0;4;2
2020-02-21 07:00:00;31;27;58;56;7;4;0;88;86;2;0;0;2;3
