DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DA3);8(TA1);9(TA2);10(TA3);11(TAFBAC1);12(TAFBAC2);13(TAFBAC3);14(TAFBB)
2019-08-21 00:00:00;10;0;1;0;5;16;15;0;0;0;0;0;0;0
2019-08-21 00:15:00;11;0;0;0;7;22;11;0;0;0;0;0;0;0
2019-08-21 00:30:00;9;2;1;2;4;8;14;0;0;0;0;0;0;0
2019-08-21 00:45:00;7;1;1;1;3;12;10;0;0;0;0;0;0;0
2019-08-21 01:00:00;5;1;1;2;3;7;8;0;0;0;0;0;0;0
2019-08-21 01:15:00;4;0;0;0;7;14;5;0;0;0;0;0;0;0
2019-08-21 01:30:00;4;1;2;1;2;10;7;0;0;0;0;0;0;0
2019-08-21 01:45:00;4;0;0;0;5;15;6;0;0;0;0;0;0;0
2019-08-21 02:00:00;6;1;1;2;6;12;5;0;0;0;0;0;0;0
2019-08-21 02:15:00;5;0;0;0;2;9;6;0;0;0;0;0;0;0
2019-08-21 02:30:00;4;0;0;0;2;9;1;0;0;0;0;0;0;0
2019-08-21 02:45:00;2;4;0;1;2;7;11;0;0;0;0;0;0;0
2019-08-21 03:00:00;1;0;0;0;4;8;2;0;0;0;0;0;0;0
2019-08-21 03:15:00;2;1;0;0;3;9;2;0;0;0;0;0;0;0
2019-08-21 03:30:00;2;0;0;0;4;7;2;0;0;0;0;0;0;0
2019-08-21 03:45:00;4;1;2;2;5;11;4;0;0;0;0;0;0;0
2019-08-21 04:00:00;9;4;2;1;8;18;7;0;0;0;0;0;0;0
2019-08-21 04:15:00;6;0;0;0;6;6;11;0;0;0;0;0;0;0
2019-08-21 04:30:00;6;0;2;1;5;19;5;0;0;0;0;0;0;0
2019-08-21 04:45:00;6;0;1;0;8;23;12;0;0;0;0;0;0;0
2019-08-21 05:00:00;25;3;2;1;11;33;31;0;0;0;0;0;0;0
2019-08-21 05:15:00;37;4;2;1;3;37;44;0;0;0;0;0;0;0
2019-08-21 05:30:00;57;8;13;6;19;56;90;0;0;0;0;0;0;0
2019-08-21 05:45:00;75;3;19;5;19;43;104;0;0;0;0;0;0;0
2019-08-21 06:00:00;53;4;19;4;16;52;80;2;0;1;0;0;0;0
2019-08-21 06:15:00;94;8;19;7;23;79;117;0;0;0;0;0;0;0
2019-08-21 06:30:00;122;21;36;15;49;94;161;0;0;0;0;0;0;0
2019-08-21 06:45:00;124;14;26;10;46;85;145;0;0;2;0;0;0;0
2019-08-21 07:00:00;134;18;20;7;45;76;167;0;0;2;0;0;0;0
2019-08-21 07:15:00;122;17;35;10;46;96;157;5;0;0;0;0;0;0
2019-08-21 07:30:00;119;23;35;8;67;117;162;0;0;0;0;0;0;0
2019-08-21 07:45:00;136;31;40;19;74;100;158;6;0;2;0;0;0;0
2019-08-21 08:00:00;120;27;28;25;47;80;149;2;0;0;0;0;0;0
2019-08-21 08:15:00;103;19;30;23;57;110;123;1;0;0;0;0;0;0
2019-08-21 08:30:00;85;18;23;19;48;99;108;0;0;0;0;0;0;0
2019-08-21 08:45:00;97;21;21;17;48;86;135;0;0;5;0;0;0;0
2019-08-21 09:00:00;95;14;16;19;54;94;119;2;0;1;2;2;2;0
2019-08-21 09:15:00;90;21;19;17;44;86;125;1;0;1;0;0;0;0
2019-08-21 09:30:00;84;27;21;17;57;96;129;17;0;0;0;0;0;0
2019-08-21 09:45:00;95;19;18;11;57;104;143;0;0;6;4;4;4;0
2019-08-21 10:00:00;99;23;19;21;53;96;127;0;0;1;0;0;0;0
2019-08-21 10:15:00;86;26;21;18;45;81;148;1;0;3;0;0;0;0
2019-08-21 10:30:00;78;24;25;16;72;132;113;0;0;2;0;0;0;0
2019-08-21 10:45:00;71;13;27;19;58;116;119;8;0;0;0;0;0;0
2019-08-21 11:00:00;76;23;28;16;70;92;140;1;0;0;0;0;0;0
2019-08-21 11:15:00;92;22;25;14;60;109;143;0;0;0;0;0;0;0
2019-08-21 11:30:00;79;30;22;13;87;128;126;13;0;5;5;5;5;0
2019-08-21 11:45:00;94;26;29;25;65;115;140;4;0;2;0;0;0;0
2019-08-21 12:00:00;79;22;33;23;88;117;128;1;0;0;0;0;0;0
2019-08-21 12:15:00;79;18;31;12;70;128;126;4;0;0;0;0;0;0
2019-08-21 12:30:00;72;27;25;14;74;121;146;15;0;0;0;0;0;0
2019-08-21 12:45:00;78;19;35;18;74;119;117;6;0;0;0;0;0;0
2019-08-21 13:00:00;64;20;31;18;51;106;106;1;0;5;3;3;3;3
2019-08-21 13:15:00;85;27;30;14;81;120;143;1;0;0;0;0;0;0
2019-08-21 13:30:00;97;30;26;17;62;112;135;3;0;7;0;0;0;0
2019-08-21 13:45:00;88;24;30;14;70;115;135;0;0;6;0;0;0;0
2019-08-21 14:00:00;84;23;37;21;67;120;128;2;4;2;0;0;0;0
2019-08-21 14:15:00;107;24;40;22;90;136;143;0;0;4;0;0;0;0
2019-08-21 14:30:00;84;25;39;18;88;123;135;0;0;7;0;0;0;0
2019-08-21 14:45:00;110;24;56;24;93;122;158;3;0;2;0;0;0;0
2019-08-21 15:00:00;85;25;29;17;87;121;137;2;0;3;0;0;0;0
2019-08-21 15:15:00;93;23;45;16;89;131;143;1;0;1;0;0;0;0
2019-08-21 15:30:00;90;32;47;17;90;120;145;1;0;0;0;0;0;0
2019-08-21 15:45:00;98;28;39;15;91;133;145;0;0;0;0;0;0;0
2019-08-21 16:00:00;92;29;48;15;73;116;130;2;0;8;0;0;0;0
2019-08-21 16:15:00;91;32;56;26;104;131;138;4;0;10;2;2;2;1
2019-08-21 16:30:00;98;34;68;33;103;133;132;42;0;3;2;2;2;0
2019-08-21 16:45:00;106;36;58;17;122;109;152;17;0;1;0;0;0;0
2019-08-21 17:00:00;120;31;54;24;112;117;145;4;0;1;0;0;0;0
2019-08-21 17:15:00;125;31;57;32;104;122;158;1;0;1;0;0;0;0
2019-08-21 17:30:00;112;41;45;36;101;130;168;9;0;0;0;0;0;0
2019-08-21 17:45:00;111;31;51;26;116;137;150;2;0;5;3;3;3;6
2019-08-21 18:00:00;115;34;48;20;91;107;152;1;0;2;0;0;0;0
2019-08-21 18:15:00;97;23;36;34;80;126;133;0;1;1;2;2;2;0
2019-08-21 18:30:00;91;39;37;13;92;125;119;27;0;1;0;0;0;0
2019-08-21 18:45:00;77;17;42;23;67;112;99;0;0;13;0;0;0;0
2019-08-21 19:00:00;76;17;25;16;84;107;126;0;0;16;0;0;0;0
2019-08-21 19:15:00;71;14;34;18;76;111;104;8;0;2;2;2;2;0
2019-08-21 19:30:00;70;15;39;17;64;92;105;1;0;19;3;3;3;0
