DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(TA1A);6(TA2A);7(TA1C);8(TA2C)
2020-04-27 00:00:00;6;5;2;0;0;0;0;0
2020-04-27 00:15:00;10;12;11;0;0;0;0;0
2020-04-27 00:30:00;5;2;7;0;0;0;0;0
2020-04-27 00:45:00;3;3;6;0;0;0;0;0
2020-04-27 01:00:00;3;11;1;0;0;0;0;0
2020-04-27 01:15:00;3;7;1;0;0;0;0;0
2020-04-27 01:30:00;0;5;1;0;0;0;0;0
2020-04-27 01:45:00;0;6;1;0;0;0;0;0
2020-04-27 02:00:00;1;4;0;0;0;0;0;0
2020-04-27 02:15:00;3;9;3;0;0;0;0;0
2020-04-27 02:30:00;0;7;5;0;0;0;0;0
2020-04-27 02:45:00;1;9;2;0;0;0;0;0
2020-04-27 03:00:00;0;3;1;0;0;0;0;0
2020-04-27 03:15:00;0;2;1;0;0;0;0;0
2020-04-27 03:30:00;0;2;1;0;0;0;0;0
2020-04-27 03:45:00;0;3;3;0;0;0;0;0
2020-04-27 04:00:00;0;10;1;0;0;0;0;0
2020-04-27 04:15:00;4;5;5;0;0;0;0;0
2020-04-27 04:30:00;6;11;6;0;0;0;0;0
2020-04-27 04:45:00;10;23;6;0;0;0;0;0
2020-04-27 05:00:00;17;41;21;0;0;0;0;0
2020-04-27 05:15:00;17;39;24;0;0;0;0;0
2020-04-27 05:30:00;32;66;33;0;0;0;0;0
2020-04-27 05:45:00;28;61;52;0;0;0;0;0
2020-04-27 06:00:00;33;78;24;0;0;2;5;0
2020-04-27 06:15:00;26;108;36;0;0;0;0;0
2020-04-27 06:30:00;44;130;57;0;0;0;0;0
2020-04-27 06:45:00;50;120;55;0;1;4;8;0
2020-04-27 07:00:00;40;116;52;0;1;0;0;1
2020-04-27 07:15:00;36;100;37;0;0;1;1;0
2020-04-27 07:30:00;37;118;46;0;1;0;3;4
2020-04-27 07:45:00;52;117;71;0;3;0;2;0
2020-04-27 08:00:00;42;108;47;0;4;0;0;0
2020-04-27 08:15:00;42;102;43;0;0;0;3;10
2020-04-27 08:30:00;47;101;44;0;5;0;6;6
2020-04-27 08:45:00;60;106;54;0;2;3;2;1
2020-04-27 09:00:00;49;120;42;0;4;3;1;2
2020-04-27 09:15:00;53;101;47;0;2;0;1;7
2020-04-27 09:30:00;49;103;56;0;10;7;6;7
2020-04-27 09:45:00;51;129;57;0;2;0;2;8
2020-04-27 10:00:00;48;129;67;0;0;4;4;1
2020-04-27 10:15:00;70;144;50;0;7;5;28;4
2020-04-27 10:30:00;51;124;50;0;4;1;3;1
2020-04-27 10:45:00;61;144;58;0;24;10;5;21
2020-04-27 11:00:00;56;143;56;0;9;1;3;27
2020-04-27 11:15:00;62;114;53;0;0;2;9;0
2020-04-27 11:30:00;54;156;59;0;1;0;3;3
2020-04-27 11:45:00;53;128;63;0;1;2;5;4
2020-04-27 12:00:00;58;164;54;0;2;6;7;2
2020-04-27 12:15:00;52;154;59;0;4;0;4;0
2020-04-27 12:30:00;53;149;46;0;13;6;7;7
2020-04-27 12:45:00;59;140;61;0;2;0;5;3
2020-04-27 13:00:00;59;139;51;0;4;1;0;3
2020-04-27 13:15:00;52;148;52;0;16;0;0;18
2020-04-27 13:30:00;77;139;57;0;1;1;8;1
2020-04-27 13:45:00;75;135;66;0;11;21;14;5
2020-04-27 14:00:00;82;154;72;0;0;4;0;0
2020-04-27 14:15:00;67;146;53;0;5;2;5;3
2020-04-27 14:30:00;84;164;71;0;7;2;8;3
2020-04-27 14:45:00;79;164;58;0;3;7;12;9
2020-04-27 15:00:00;64;144;69;0;6;2;5;18
2020-04-27 15:15:00;87;153;54;0;0;2;9;0
2020-04-27 15:30:00;62;148;58;0;11;0;2;35
2020-04-27 15:45:00;80;200;66;0;5;0;2;2
2020-04-27 16:00:00;85;185;91;0;12;0;9;4
2020-04-27 16:15:00;73;207;68;0;14;0;11;12
2020-04-27 16:30:00;65;190;66;0;10;17;13;6
2020-04-27 16:45:00;79;187;68;0;3;2;2;7
2020-04-27 17:00:00;68;177;73;0;10;3;10;17
2020-04-27 17:15:00;79;188;75;0;4;4;0;6
2020-04-27 17:30:00;71;145;61;0;7;0;19;0
2020-04-27 17:45:00;70;148;62;0;11;4;3;0
2020-04-27 18:00:00;45;145;62;0;19;7;3;1
2020-04-27 18:15:00;61;132;56;0;6;0;5;2
2020-04-27 18:30:00;47;108;46;0;0;34;34;1
2020-04-27 18:45:00;46;94;39;0;6;1;4;3
2020-04-27 19:00:00;42;104;52;0;43;3;4;11
2020-04-27 19:15:00;38;94;59;0;6;5;0;1
2020-04-27 19:30:00;41;83;47;0;13;0;1;0
2020-04-27 19:45:00;37;80;43;0;11;2;3;0
2020-04-27 20:00:00;29;88;32;0;3;0;0;3
2020-04-27 20:15:00;23;63;32;0;3;6;0;0
2020-04-27 20:30:00;21;48;23;0;0;0;0;0
2020-04-27 20:45:00;17;49;21;0;1;0;0;0
2020-04-27 21:00:00;16;43;27;0;0;0;0;0
2020-04-27 21:15:00;17;44;24;0;0;0;0;0
2020-04-27 21:30:00;17;43;35;0;0;0;0;0
2020-04-27 21:45:00;32;32;15;0;0;0;0;0
2020-04-27 22:00:00;28;49;27;0;0;0;0;0
2020-04-27 22:15:00;15;30;19;0;0;0;0;0
2020-04-27 22:30:00;10;26;12;0;0;0;0;0
2020-04-27 22:45:00;8;24;16;0;0;0;0;0
2020-04-27 23:00:00;12;22;11;0;0;0;0;0
2020-04-27 23:15:00;9;14;11;0;0;0;0;0
2020-04-27 23:30:00;9;22;6;0;0;0;0;0
2020-04-27 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
