DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-28 00:00:00;3;3;0;0;0;0;1;2;1;0;1;0;0;0;0;0;0;0
2020-11-28 00:15:00;1;5;0;1;0;4;5;10;0;1;1;1;0;0;0;0;0;0
2020-11-28 00:30:00;0;1;0;0;0;0;2;2;3;2;3;1;0;0;0;0;0;0
2020-11-28 00:45:00;1;2;2;1;2;2;5;4;0;0;0;1;0;0;0;0;0;0
2020-11-28 01:00:00;1;3;1;0;1;0;2;1;4;2;3;3;0;0;0;0;0;0
2020-11-28 01:15:00;0;2;0;0;0;2;3;3;1;0;1;0;0;0;0;0;0;0
2020-11-28 01:30:00;1;3;2;0;3;0;0;0;2;0;2;2;0;0;0;0;0;0
2020-11-28 01:45:00;0;0;0;0;0;1;2;2;1;2;3;2;0;0;0;0;0;0
2020-11-28 02:00:00;1;2;1;2;2;2;1;1;1;0;1;3;0;0;0;0;0;0
2020-11-28 02:15:00;1;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0
2020-11-28 02:30:00;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-28 02:45:00;0;1;0;1;0;3;0;3;1;1;2;2;0;0;0;0;0;0
2020-11-28 03:00:00;3;5;0;1;0;3;2;2;1;0;1;2;0;0;0;0;0;0
2020-11-28 03:15:00;0;0;0;2;0;2;0;1;2;1;3;2;0;0;0;0;0;0
2020-11-28 03:30:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-28 03:45:00;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:00:00;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-28 04:15:00;0;0;1;1;1;1;0;0;1;0;1;0;0;0;0;0;0;0
2020-11-28 04:30:00;0;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0
2020-11-28 04:45:00;0;1;0;0;0;0;0;1;3;0;4;1;0;0;0;0;0;0
2020-11-28 05:00:00;2;1;0;1;0;1;3;4;1;1;1;1;0;0;0;0;0;0
2020-11-28 05:15:00;1;7;2;1;4;2;1;2;0;0;0;0;0;0;0;0;0;0
2020-11-28 05:30:00;6;9;2;2;2;2;0;2;1;1;2;5;0;0;0;0;0;0
2020-11-28 05:45:00;3;6;4;6;3;8;6;9;1;0;1;1;0;0;0;0;0;0
2020-11-28 06:00:00;1;4;3;1;2;2;5;6;5;2;6;4;0;0;0;0;0;0
2020-11-28 06:15:00;6;9;1;3;3;6;8;8;0;1;0;2;0;0;0;0;0;0
2020-11-28 06:30:00;8;12;4;4;5;9;6;8;2;0;2;3;0;0;0;0;0;0
2020-11-28 06:45:00;3;3;3;5;4;7;5;5;2;0;2;1;0;0;0;0;0;0
2020-11-28 07:00:00;5;7;5;2;5;5;14;11;6;3;6;8;0;0;0;0;0;0
2020-11-28 07:15:00;4;10;1;3;1;4;6;12;4;1;3;3;0;0;0;0;0;0
2020-11-28 07:30:00;11;17;13;11;15;13;14;18;5;0;6;5;0;0;0;0;0;0
2020-11-28 07:45:00;13;20;11;12;17;14;10;14;6;2;7;10;0;0;0;0;0;0
2020-11-28 08:00:00;7;19;4;6;7;8;8;15;6;1;7;4;0;0;0;0;0;0
2020-11-28 08:15:00;10;17;6;4;10;9;9;12;3;1;3;4;0;0;0;0;0;0
2020-11-28 08:30:00;12;11;4;7;7;12;12;14;10;4;12;3;0;0;0;0;0;0
