DATUM;1(DA1);2(DA2);3(VDB1);4(VDB2);5(DB3);6(DB4);7(DC1);8(DC2);9(VDD1);10(VDD2);11(DD3);12(DD4);13(TAFGA);14(TAFGC);15(TAFBA);16(TAFBB);17(TAFBC);18(TAFBD)
2020-11-01 00:00:00;0;4;0;0;0;0;3;3;1;1;1;2;0;0;0;0;0;0
2020-11-01 00:15:00;0;0;0;1;0;3;8;9;2;4;2;5;0;0;0;0;0;0
2020-11-01 00:30:00;4;7;0;2;0;2;2;3;2;1;2;4;0;0;0;0;0;0
2020-11-01 00:45:00;2;5;1;0;1;1;4;4;3;1;3;3;0;0;0;0;0;0
2020-11-01 01:00:00;0;4;1;3;1;4;4;5;1;0;1;0;0;0;0;0;0;0
2020-11-01 01:15:00;3;5;1;1;1;3;4;4;1;0;1;4;0;0;0;0;0;0
2020-11-01 01:30:00;0;3;1;0;1;0;6;4;2;1;2;1;0;0;0;0;0;0
2020-11-01 01:45:00;0;1;1;2;1;5;5;6;4;1;5;4;0;0;0;0;0;0
2020-11-01 02:00:00;1;4;0;1;0;1;1;1;3;1;2;2;0;0;0;0;0;0
2020-11-01 02:15:00;0;1;1;2;1;4;5;2;0;0;0;0;0;0;0;0;0;0
2020-11-01 02:30:00;2;2;1;1;1;1;1;3;1;2;1;2;0;0;0;0;0;0
2020-11-01 02:45:00;1;3;1;0;2;0;1;2;1;2;3;2;0;0;0;0;0;0
2020-11-01 03:00:00;1;5;1;0;1;2;1;2;4;2;4;2;0;0;0;0;0;0
2020-11-01 03:15:00;0;1;0;0;0;1;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-01 03:30:00;1;3;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0
2020-11-01 03:45:00;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0
2020-11-01 04:00:00;4;10;0;0;0;0;0;0;2;1;3;1;0;0;0;0;0;0
2020-11-01 04:15:00;1;5;1;0;1;0;1;4;0;1;0;2;0;0;0;0;0;0
2020-11-01 04:30:00;2;3;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0
2020-11-01 04:45:00;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0
2020-11-01 05:00:00;1;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0
2020-11-01 05:15:00;0;4;0;1;0;1;1;4;2;1;2;1;0;0;0;0;0;0
2020-11-01 05:30:00;4;4;2;0;2;0;0;1;2;0;3;0;0;0;0;0;0;0
2020-11-01 05:45:00;10;12;0;1;0;2;2;3;3;1;3;6;0;0;0;0;0;0
2020-11-01 06:00:00;3;3;0;1;0;3;2;3;4;1;5;4;0;0;0;0;0;0
2020-11-01 06:15:00;4;8;1;0;1;2;2;8;1;0;1;1;0;0;0;0;0;0
2020-11-01 06:30:00;12;12;3;0;4;3;6;6;2;0;1;3;0;0;0;0;0;0
2020-11-01 06:45:00;4;8;3;1;3;4;2;3;1;1;2;3;0;0;0;0;0;0
2020-11-01 07:00:00;5;8;0;0;0;0;1;5;9;1;15;13;0;0;0;0;0;0
