DATUM;1(DA1);2(DA2);3(DC1);4(DC2);5(DCL1);6(DB1);7(TARDCL)
2020-02-15 00:00:00;19;23;18;16;0;2;0
2020-02-15 00:15:00;20;24;27;15;3;2;0
2020-02-15 00:30:00;12;19;15;16;0;5;0
2020-02-15 00:45:00;14;22;18;13;0;4;0
2020-02-15 01:00:00;10;17;14;20;2;3;0
2020-02-15 01:15:00;14;13;12;5;2;2;0
2020-02-15 01:30:00;19;15;9;6;2;2;0
2020-02-15 01:45:00;13;18;15;5;1;2;0
2020-02-15 02:00:00;20;17;7;7;0;1;0
2020-02-15 02:15:00;10;17;9;8;3;0;0
2020-02-15 02:30:00;8;5;9;1;0;0;0
2020-02-15 02:45:00;6;11;8;7;2;1;0
2020-02-15 03:00:00;6;8;15;2;1;1;0
2020-02-15 03:15:00;5;5;7;7;1;0;0
2020-02-15 03:30:00;10;10;5;3;1;2;0
2020-02-15 03:45:00;11;8;7;8;4;2;0
2020-02-15 04:00:00;5;6;2;7;0;0;0
2020-02-15 04:15:00;9;11;6;4;0;0;0
2020-02-15 04:30:00;7;8;8;6;2;1;0
2020-02-15 04:45:00;10;13;24;9;2;1;0
2020-02-15 05:00:00;16;16;65;19;1;4;0
2020-02-15 05:15:00;25;29;105;39;3;6;0
2020-02-15 05:30:00;31;28;78;54;7;4;0
2020-02-15 05:45:00;68;104;53;36;5;3;0
2020-02-15 06:00:00;93;91;26;26;2;7;0
2020-02-15 06:15:00;41;61;27;31;4;0;0
2020-02-15 06:30:00;32;39;39;19;3;8;0
2020-02-15 06:45:00;28;39;33;33;4;10;0
2020-02-15 07:00:00;22;34;31;16;5;2;0
2020-02-15 07:15:00;28;30;42;27;50;8;0
2020-02-15 07:30:00;31;54;50;31;11;11;0
2020-02-15 07:45:00;46;59;50;37;121;8;0
2020-02-15 08:00:00;39;55;41;29;10;11;0
2020-02-15 08:15:00;35;48;39;34;232;12;0
2020-02-15 08:30:00;43;44;49;47;19;3;0
2020-02-15 08:45:00;57;61;59;66;16;14;0
2020-02-15 09:00:00;45;53;62;74;23;9;0
2020-02-15 09:15:00;62;78;72;93;23;21;3
2020-02-15 09:30:00;68;93;79;85;34;21;0
2020-02-15 09:45:00;74;104;93;99;39;22;0
2020-02-15 10:00:00;78;126;95;91;32;33;0
2020-02-15 10:15:00;87;111;92;104;62;21;0
2020-02-15 10:30:00;61;112;94;126;27;31;0
2020-02-15 10:45:00;74;116;88;120;34;24;0
2020-02-15 11:00:00;93;118;94;120;25;26;1
2020-02-15 11:15:00;81;111;100;114;20;28;2
2020-02-15 11:30:00;93;157;105;120;26;25;2
2020-02-15 11:45:00;86;139;107;109;55;23;2
2020-02-15 12:00:00;105;136;104;118;14;36;0
2020-02-15 12:15:00;90;122;112;127;27;22;0
2020-02-15 12:30:00;107;139;109;135;23;31;0
2020-02-15 12:45:00;95;141;119;120;33;33;18
2020-02-15 13:00:00;102;153;107;151;28;36;0
2020-02-15 13:15:00;102;153;131;135;24;31;0
2020-02-15 13:30:00;98;146;106;124;24;32;0
2020-02-15 13:45:00;90;146;116;135;33;29;0
2020-02-15 14:00:00;128;152;122;142;28;35;0
2020-02-15 14:15:00;107;159;118;125;27;31;0
2020-02-15 14:30:00;139;188;117;165;31;41;0
2020-02-15 14:45:00;108;185;122;131;29;35;0
2020-02-15 15:00:00;104;169;106;135;19;35;0
2020-02-15 15:15:00;104;161;103;119;28;35;8
2020-02-15 15:30:00;94;154;123;133;20;38;3
2020-02-15 15:45:00;83;132;113;121;116;20;0
2020-02-15 16:00:00;79;145;100;122;22;32;4
2020-02-15 16:15:00;91;144;124;168;23;26;0
2020-02-15 16:30:00;89;150;119;131;23;43;3
2020-02-15 16:45:00;96;150;119;140;27;42;0
2020-02-15 17:00:00;81;135;90;115;18;33;0
2020-02-15 17:15:00;70;139;106;123;36;44;0
2020-02-15 17:30:00;98;158;104;113;24;34;0
2020-02-15 17:45:00;100;166;109;139;25;41;0
2020-02-15 18:00:00;93;150;101;130;27;46;0
2020-02-15 18:15:00;98;123;124;134;24;33;0
2020-02-15 18:30:00;85;131;97;111;18;28;0
2020-02-15 18:45:00;81;116;106;135;20;18;13
2020-02-15 19:00:00;95;129;91;173;54;29;0
2020-02-15 19:15:00;69;105;83;106;10;23;0
2020-02-15 19:30:00;68;104;65;78;5;24;0
2020-02-15 19:45:00;64;113;68;71;12;23;1
2020-02-15 20:00:00;95;130;84;80;14;16;0
2020-02-15 20:15:00;65;111;63;70;22;16;0
2020-02-15 20:30:00;50;70;55;61;10;16;0
2020-02-15 20:45:00;44;50;43;53;5;12;0
2020-02-15 21:00:00;45;65;67;54;11;11;0
2020-02-15 21:15:00;38;44;53;57;7;7;0
2020-02-15 21:30:00;40;58;65;50;6;8;0
2020-02-15 21:45:00;43;42;34;35;8;9;0
2020-02-15 22:00:00;56;73;42;47;4;12;0
2020-02-15 22:15:00;40;66;27;31;3;12;0
2020-02-15 22:30:00;39;48;42;43;4;5;0
2020-02-15 22:45:00;25;32;39;36;5;3;0
2020-02-15 23:00:00;39;40;40;33;3;7;0
2020-02-15 23:15:00;23;34;33;25;2;5;0
2020-02-15 23:30:00;33;39;33;31;4;2;0
2020-02-15 23:45:00;25;28;28;22;2;4;0
