DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DB2);6(DB3);7(DC1);8(DC2)
2020-01-16 00:00:00;5;4;2;1;3;8;18;10
2020-01-16 00:15:00;11;10;0;2;1;23;11;4
2020-01-16 00:30:00;13;11;2;0;0;7;15;10
2020-01-16 00:45:00;11;10;3;3;2;7;11;9
2020-01-16 01:00:00;8;6;2;2;2;4;19;9
2020-01-16 01:15:00;2;4;1;0;1;3;12;9
2020-01-16 01:30:00;6;3;0;1;2;2;8;3
2020-01-16 01:45:00;8;3;1;1;0;4;10;6
2020-01-16 02:00:00;7;6;1;0;0;3;6;4
2020-01-16 02:15:00;4;4;1;1;1;3;8;4
2020-01-16 02:30:00;10;8;0;0;0;1;3;1
2020-01-16 02:45:00;9;2;2;2;2;4;8;6
2020-01-16 03:00:00;5;4;0;1;1;2;7;4
2020-01-16 03:15:00;7;6;0;1;1;7;8;5
2020-01-16 03:30:00;5;1;2;0;0;3;9;3
2020-01-16 03:45:00;9;7;1;2;1;3;9;3
2020-01-16 04:00:00;8;3;2;0;1;7;12;4
2020-01-16 04:15:00;20;12;1;3;2;5;14;8
2020-01-16 04:30:00;24;10;3;4;3;7;11;6
2020-01-16 04:45:00;32;12;5;1;2;9;29;19
2020-01-16 05:00:00;26;13;4;2;3;7;41;22
2020-01-16 05:15:00;41;37;9;6;7;21;48;20
2020-01-16 05:30:00;68;36;14;2;5;20;59;28
2020-01-16 05:45:00;79;54;26;8;15;46;73;40
2020-01-16 06:00:00;63;47;13;7;4;43;64;53
2020-01-16 06:15:00;81;76;23;9;11;59;74;59
2020-01-16 06:30:00;122;107;32;12;14;79;81;51
2020-01-16 06:45:00;131;175;29;21;24;127;87;70
2020-01-16 07:00:00;132;150;35;26;37;146;105;82
2020-01-16 07:15:00;136;163;38;25;35;154;116;97
2020-01-16 07:30:00;159;190;53;24;38;153;113;87
2020-01-16 07:45:00;186;245;29;32;40;144;112;68
2020-01-16 08:00:00;157;219;36;28;39;132;95;67
2020-01-16 08:15:00;138;184;26;31;38;141;109;81
2020-01-16 08:30:00;120;162;27;25;42;126;88;61
2020-01-16 08:45:00;118;164;35;24;45;104;83;66
2020-01-16 09:00:00;105;128;22;29;30;101;79;69
2020-01-16 09:15:00;99;104;23;26;19;79;96;68
2020-01-16 09:30:00;102;97;26;19;20;84;94;68
2020-01-16 09:45:00;103;105;19;16;17;77;94;69
2020-01-16 10:00:00;102;100;23;14;21;62;111;69
2020-01-16 10:15:00;120;103;26;12;17;51;90;63
2020-01-16 10:30:00;128;120;22;9;9;51;118;91
2020-01-16 10:45:00;114;108;23;13;14;54;114;74
2020-01-16 11:00:00;135;134;28;13;18;58;114;72
2020-01-16 11:15:00;100;109;21;15;11;49;125;95
2020-01-16 11:30:00;95;121;26;11;15;53;121;95
2020-01-16 11:45:00;110;128;20;12;17;56;104;91
2020-01-16 12:00:00;95;110;29;18;13;68;112;84
2020-01-16 12:15:00;118;118;17;16;21;82;118;93
2020-01-16 12:30:00;103;103;43;13;15;69;129;97
2020-01-16 12:45:00;100;126;24;17;18;59;123;80
2020-01-16 13:00:00;116;110;37;13;14;75;111;82
2020-01-16 13:15:00;118;113;28;14;18;61;136;100
2020-01-16 13:30:00;125;115;33;11;15;65;143;95
2020-01-16 13:45:00;101;103;24;12;5;57;120;94
2020-01-16 14:00:00;112;120;41;14;22;63;134;95
2020-01-16 14:15:00;123;121;47;22;30;77;114;90
2020-01-16 14:30:00;124;104;36;15;24;76;134;88
2020-01-16 14:45:00;112;114;26;14;14;65;144;112
2020-01-16 15:00:00;115;132;47;11;27;76;132;100
2020-01-16 15:15:00;131;123;41;12;20;62;153;109
2020-01-16 15:30:00;141;133;48;13;18;85;148;116
2020-01-16 15:45:00;131;126;46;17;19;85;146;135
2020-01-16 16:00:00;141;116;78;13;10;87;172;129
2020-01-16 16:15:00;153;128;75;17;16;89;166;145
2020-01-16 16:30:00;154;142;79;24;16;103;196;148
2020-01-16 16:45:00;154;126;66;20;14;101;183;145
2020-01-16 17:00:00;141;139;76;20;16;99;186;155
2020-01-16 17:15:00;138;112;53;16;13;100;164;131
2020-01-16 17:30:00;126;119;53;16;15;93;180;132
2020-01-16 17:45:00;113;117;53;8;6;65;168;127
2020-01-16 18:00:00;122;100;51;12;10;67;157;124
2020-01-16 18:15:00;107;105;46;7;11;61;163;116
2020-01-16 18:30:00;109;87;46;6;6;57;122;81
2020-01-16 18:45:00;79;82;34;11;8;63;103;86
2020-01-16 19:00:00;56;69;31;11;10;60;112;84
2020-01-16 19:15:00;76;56;28;14;11;88;89;46
2020-01-16 19:30:00;52;34;17;11;7;76;88;44
2020-01-16 19:45:00;40;36;16;10;7;69;78;46
2020-01-16 20:00:00;46;38;25;5;3;38;76;45
2020-01-16 20:15:00;52;49;14;3;1;26;75;40
2020-01-16 20:30:00;43;38;13;9;10;34;51;23
2020-01-16 20:45:00;32;40;17;2;1;21;44;23
2020-01-16 21:00:00;33;32;14;3;7;25;48;40
2020-01-16 21:15:00;45;28;19;3;1;23;48;38
2020-01-16 21:30:00;32;26;19;4;4;20;31;24
2020-01-16 21:45:00;42;37;14;0;4;17;29;19
2020-01-16 22:00:00;34;25;15;5;4;23;35;23
2020-01-16 22:15:00;61;34;8;3;4;27;37;25
2020-01-16 22:30:00;25;29;15;1;2;22;39;22
2020-01-16 22:45:00;23;15;2;5;4;26;34;22
2020-01-16 23:00:00;20;23;13;1;0;10;32;15
2020-01-16 23:15:00;18;11;3;1;3;18;31;21
2020-01-16 23:30:00;19;8;3;3;2;14;15;5
2020-01-16 23:45:00;19;6;1;1;0;12;27;17
