DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DB4);7(DC1);8(DC2);9(TAFBA);10(TAFBB);11(TAFBC)
2020-11-12 00:00:00;2;2;0;3;0;3;1;0;0;0;0
2020-11-12 00:15:00;2;3;0;8;1;4;0;1;0;0;0
2020-11-12 00:30:00;1;1;0;3;0;3;1;1;0;0;0
2020-11-12 00:45:00;1;2;0;2;0;2;0;0;0;0;0
2020-11-12 01:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 01:15:00;2;0;0;1;0;0;0;0;0;0;0
2020-11-12 01:30:00;0;1;0;0;0;0;0;1;0;0;0
2020-11-12 01:45:00;0;4;0;1;0;1;0;0;0;0;0
2020-11-12 02:00:00;0;0;0;0;0;0;0;0;0;0;0
2020-11-12 02:15:00;1;2;0;0;0;0;0;0;0;0;0
2020-11-12 02:30:00;0;1;0;1;0;1;0;0;0;0;0
2020-11-12 02:45:00;0;1;0;1;0;1;0;0;0;0;0
2020-11-12 03:00:00;1;2;0;0;0;0;0;0;0;0;0
2020-11-12 03:15:00;0;0;0;1;0;1;0;0;0;0;0
2020-11-12 03:30:00;2;0;0;2;0;0;1;1;0;0;0
2020-11-12 03:45:00;0;1;0;0;0;0;1;1;0;0;0
2020-11-12 04:00:00;1;1;0;1;0;0;0;1;0;0;0
2020-11-12 04:15:00;1;2;0;3;0;0;0;0;0;0;0
2020-11-12 04:30:00;1;1;0;3;2;3;1;2;0;0;0
2020-11-12 04:45:00;4;4;0;4;1;4;3;2;0;0;0
2020-11-12 05:00:00;5;6;0;3;0;3;4;4;0;0;0
2020-11-12 05:15:00;6;5;0;5;1;5;7;3;0;0;0
2020-11-12 05:30:00;3;9;0;8;1;3;3;0;0;0;0
2020-11-12 05:45:00;15;21;0;18;2;9;4;2;0;0;0
2020-11-12 06:00:00;15;22;0;17;8;13;2;7;0;0;0
2020-11-12 06:15:00;27;32;0;31;11;19;17;19;0;0;0
2020-11-12 06:30:00;36;25;0;37;12;24;18;32;0;0;0
2020-11-12 06:45:00;50;53;0;23;10;17;15;27;2;0;0
2020-11-12 07:00:00;51;70;0;29;7;25;19;27;0;0;0
2020-11-12 07:15:00;67;127;0;55;24;40;19;44;0;0;0
2020-11-12 07:30:00;111;136;0;104;17;86;29;74;0;0;0
2020-11-12 07:45:00;82;92;0;89;16;77;32;49;3;3;2
2020-11-12 08:00:00;65;52;0;52;11;44;16;28;27;6;0
2020-11-12 08:15:00;48;57;0;54;10;41;11;26;1;0;0
2020-11-12 08:30:00;41;49;0;53;11;49;16;18;1;0;0
2020-11-12 08:45:00;49;48;0;53;3;30;11;14;0;0;0
2020-11-12 09:00:00;35;41;0;52;6;42;12;10;0;0;0
2020-11-12 09:15:00;41;45;0;37;4;36;11;9;0;19;0
2020-11-12 09:30:00;39;51;0;56;9;49;8;6;10;9;0
2020-11-12 09:45:00;40;45;0;54;11;41;8;5;0;0;0
2020-11-12 10:00:00;40;40;0;56;7;40;5;12;0;0;0
2020-11-12 10:15:00;47;45;0;68;9;47;13;14;0;0;0
2020-11-12 10:30:00;46;39;0;52;15;47;23;11;0;10;0
2020-11-12 10:45:00;36;39;0;54;13;49;12;14;0;1;2
2020-11-12 11:00:00;23;34;0;54;8;43;5;4;1;0;0
2020-11-12 11:15:00;37;38;0;62;7;55;16;11;0;5;0
2020-11-12 11:30:00;36;52;0;61;10;46;16;11;0;0;0
2020-11-12 11:45:00;44;51;0;62;5;59;12;9;0;0;0
2020-11-12 12:00:00;24;36;0;74;10;58;23;13;0;3;0
2020-11-12 12:15:00;33;39;0;83;22;59;21;16;1;12;0
2020-11-12 12:30:00;29;40;0;63;8;45;13;15;0;0;0
2020-11-12 12:45:00;37;51;0;47;13;32;23;12;0;26;0
2020-11-12 13:00:00;36;58;0;91;5;71;28;15;7;1;0
2020-11-12 13:15:00;29;39;0;78;16;60;14;6;2;9;0
2020-11-12 13:30:00;43;34;0;59;9;48;20;14;0;30;1
2020-11-12 13:45:00;46;52;0;66;7;53;21;12;1;1;0
2020-11-12 14:00:00;40;35;0;82;12;62;11;15;22;3;0
2020-11-12 14:15:00;31;50;0;73;12;49;16;15;0;10;0
2020-11-12 14:30:00;30;39;0;97;11;76;23;9;2;2;0
2020-11-12 14:45:00;48;62;0;87;4;66;16;11;0;6;0
2020-11-12 15:00:00;30;44;0;94;13;78;26;11;0;2;0
2020-11-12 15:15:00;41;55;0;93;10;69;17;12;1;2;0
2020-11-12 15:30:00;53;40;0;89;19;75;22;17;0;0;0
2020-11-12 15:45:00;42;53;0;146;12;122;26;16;0;18;2
2020-11-12 16:00:00;36;52;0;114;24;96;28;19;93;0;0
2020-11-12 16:15:00;27;56;0;145;22;105;31;10;8;4;0
2020-11-12 16:30:00;41;53;0;116;19;92;26;12;0;0;0
2020-11-12 16:45:00;50;51;0;122;4;94;27;11;0;0;1
2020-11-12 17:00:00;34;55;0;99;11;80;14;9;2;0;0
2020-11-12 17:15:00;42;60;0;116;11;106;28;22;0;0;2
2020-11-12 17:30:00;38;45;0;87;16;68;27;15;0;0;0
2020-11-12 17:45:00;36;46;0;86;5;70;31;17;0;2;0
2020-11-12 18:00:00;23;38;0;78;8;46;19;11;0;0;0
2020-11-12 18:15:00;31;34;0;73;11;52;44;17;2;1;0
2020-11-12 18:30:00;23;33;0;70;4;48;26;10;1;0;0
2020-11-12 18:45:00;22;45;0;44;6;37;13;9;0;2;0
2020-11-12 19:00:00;13;28;0;57;9;36;7;8;1;0;0
2020-11-12 19:15:00;29;29;0;44;7;35;6;6;0;0;0
2020-11-12 19:30:00;12;25;0;44;5;26;10;9;0;0;0
2020-11-12 19:45:00;21;29;0;29;3;14;9;11;0;0;0
2020-11-12 20:00:00;9;14;0;30;4;15;1;1;0;0;0
2020-11-12 20:15:00;13;17;0;29;6;18;4;8;0;0;0
2020-11-12 20:30:00;9;13;0;40;5;26;6;5;0;0;0
2020-11-12 20:45:00;10;14;0;35;2;19;4;6;0;0;0
2020-11-12 21:00:00;5;5;0;19;4;10;15;10;0;0;0
2020-11-12 21:15:00;10;6;0;35;3;23;3;2;0;0;0
2020-11-12 21:30:00;6;8;0;39;1;26;6;4;0;0;0
2020-11-12 21:45:00;10;11;0;14;1;8;7;6;0;0;0
2020-11-12 22:00:00;2;3;0;13;0;6;3;2;0;0;0
2020-11-12 22:15:00;4;8;0;12;0;6;2;3;0;0;0
2020-11-12 22:30:00;3;1;0;11;3;6;5;6;0;0;0
2020-11-12 22:45:00;9;8;0;11;0;4;3;2;0;0;0
2020-11-12 23:00:00;1;2;0;11;0;5;0;0;0;0;0
2020-11-12 23:15:00;6;7;0;4;0;0;1;2;0;0;0
2020-11-12 23:30:00;4;1;0;2;1;1;5;2;0;0;0
2020-11-12 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
