DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(TAFGA);11(TAFBA);12(TAFGB);13(TAFBB);14(TAFGC);15(TAFBC);16(TAFBD);17(TAFBE);18(TARDC);19(TARDD)
2020-11-29 00:00:00;12;13;7;15;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-29 00:15:00;23;16;12;19;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 00:30:00;16;23;14;26;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 00:45:00;9;16;5;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 01:00:00;15;13;11;17;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-29 01:15:00;11;8;8;9;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 01:30:00;15;13;3;13;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 01:45:00;4;17;4;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 02:00:00;8;10;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 02:15:00;13;3;5;7;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 02:30:00;2;8;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 02:45:00;4;4;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 03:00:00;6;4;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 03:15:00;4;6;6;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 03:30:00;5;5;5;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 03:45:00;2;1;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 04:00:00;2;3;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 04:15:00;1;6;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 04:30:00;2;4;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 04:45:00;2;5;0;5;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 05:00:00;9;7;6;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 05:15:00;8;6;3;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 05:30:00;12;19;7;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 05:45:00;7;12;2;13;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 06:00:00;4;11;2;10;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-29 06:15:00;10;11;7;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 06:30:00;12;10;5;12;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 06:45:00;9;2;2;2;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 07:00:00;13;4;6;11;2;2;2;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-29 07:15:00;13;12;2;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 07:30:00;11;17;9;18;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 07:45:00;11;20;4;27;3;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 08:00:00;9;26;8;31;4;2;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-29 08:15:00;13;25;11;27;3;3;3;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-29 08:30:00;35;29;11;35;3;5;5;4;4;0;0;3;0;0;0;0;0;0;0
2020-11-29 08:45:00;41;30;7;32;5;6;6;3;3;1;0;0;0;0;0;0;0;0;0
2020-11-29 09:00:00;50;40;3;36;5;7;7;4;4;5;0;0;0;0;0;0;0;0;1
2020-11-29 09:15:00;41;56;8;48;7;163;7;5;5;6;0;0;0;0;0;0;0;0;0
2020-11-29 09:30:00;54;55;10;50;7;15;7;6;7;1;0;2;0;0;0;0;0;0;0
2020-11-29 09:45:00;70;68;13;66;11;15;11;8;9;3;0;3;0;1;0;0;0;0;3
2020-11-29 10:00:00;60;56;4;54;5;5;6;1;1;3;0;2;0;0;0;0;0;0;0
2020-11-29 10:15:00;77;74;10;67;8;8;7;7;7;2;0;3;0;0;0;0;0;0;0
2020-11-29 10:30:00;82;82;7;64;8;9;9;6;6;3;0;5;0;0;0;0;0;0;1
2020-11-29 10:45:00;100;76;14;70;4;4;4;7;8;4;0;1;0;0;0;0;0;0;0
2020-11-29 11:00:00;105;66;11;60;9;8;8;8;10;1;0;0;0;2;0;0;0;0;1
2020-11-29 11:15:00;96;78;10;56;9;9;11;9;9;1;0;1;0;0;0;0;0;0;0
2020-11-29 11:30:00;86;97;13;79;9;17;11;8;7;1;0;0;0;0;0;0;0;0;0
2020-11-29 11:45:00;112;100;22;80;8;272;7;14;14;2;0;0;0;0;0;0;0;0;0
2020-11-29 12:00:00;94;97;15;72;5;5;5;6;6;1;0;1;0;0;0;0;0;0;0
2020-11-29 12:15:00;105;95;15;76;7;7;8;10;9;2;0;3;0;0;0;0;0;0;0
2020-11-29 12:30:00;110;109;9;78;6;6;6;12;11;0;0;1;0;0;0;0;0;0;0
2020-11-29 12:45:00;124;84;15;61;11;12;13;7;8;3;0;0;0;0;0;0;0;1;0
2020-11-29 13:00:00;122;102;9;73;10;9;11;8;8;1;0;1;0;0;0;0;0;4;0
2020-11-29 13:15:00;98;111;10;76;9;9;9;7;7;3;0;2;0;0;0;0;0;0;0
2020-11-29 13:30:00;125;97;16;76;4;3;3;9;9;3;0;6;0;0;0;0;0;0;0
2020-11-29 13:45:00;134;133;12;96;11;13;13;11;11;4;0;2;0;0;0;0;0;0;0
2020-11-29 14:00:00;117;121;18;90;7;9;7;5;4;6;0;0;0;0;0;0;0;0;0
2020-11-29 14:15:00;125;120;15;92;8;6;7;11;11;3;0;1;0;0;0;0;0;0;0
2020-11-29 14:30:00;131;142;18;105;11;12;13;8;9;3;0;3;0;0;0;0;0;0;0
2020-11-29 14:45:00;143;127;14;93;6;7;7;8;9;7;0;2;0;0;0;0;0;0;1
2020-11-29 15:00:00;152;138;14;76;10;13;10;11;11;6;0;2;0;0;0;0;0;0;0
2020-11-29 15:15:00;107;106;12;75;9;11;9;8;17;2;0;4;0;2;0;0;0;0;3
2020-11-29 15:30:00;125;131;37;110;9;8;8;7;7;4;0;2;0;0;0;0;0;0;0
2020-11-29 15:45:00;133;122;19;82;9;10;9;7;7;6;0;1;0;0;0;0;0;0;0
2020-11-29 16:00:00;122;104;18;82;8;6;6;4;2;3;0;7;0;0;0;0;0;0;0
2020-11-29 16:15:00;133;93;14;71;5;6;6;12;13;1;0;5;0;0;0;0;0;0;0
2020-11-29 16:30:00;101;134;9;91;3;3;2;8;8;5;0;3;0;0;0;0;0;0;0
2020-11-29 16:45:00;123;108;10;74;6;309;22;10;11;0;0;1;0;0;0;0;0;0;0
2020-11-29 17:00:00;104;105;11;79;5;5;4;11;11;0;0;0;0;0;0;0;0;0;0
2020-11-29 17:15:00;104;121;18;84;11;17;10;9;11;3;0;3;0;0;0;0;0;0;0
2020-11-29 17:30:00;88;115;17;82;10;11;12;5;5;0;0;3;0;0;0;0;0;0;1
2020-11-29 17:45:00;97;96;17;90;8;9;7;6;6;2;0;3;0;0;0;0;0;0;0
2020-11-29 18:00:00;91;98;15;76;9;9;9;10;10;0;0;1;0;0;0;0;0;0;0
2020-11-29 18:15:00;76;89;17;73;6;7;7;6;7;0;0;0;0;0;0;0;0;0;1
2020-11-29 18:30:00;72;90;20;72;9;12;10;6;6;0;0;3;0;1;0;0;0;0;0
2020-11-29 18:45:00;80;87;16;65;10;31;10;3;3;1;0;0;0;0;0;0;0;0;0
2020-11-29 19:00:00;81;58;7;53;5;5;5;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 19:15:00;65;69;16;61;10;8;8;4;6;0;0;0;0;0;0;0;0;0;0
2020-11-29 19:30:00;69;55;20;54;7;12;8;4;4;0;0;0;0;0;0;0;0;0;0
2020-11-29 19:45:00;59;62;21;58;6;8;6;6;7;0;0;0;0;0;0;0;0;0;0
2020-11-29 20:00:00;72;48;11;49;1;1;1;3;6;0;0;0;0;0;0;0;0;0;0
2020-11-29 20:15:00;44;51;11;40;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 20:30:00;40;51;17;46;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 20:45:00;38;36;12;36;4;4;4;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 21:00:00;52;40;12;41;4;4;4;4;4;0;0;0;0;0;0;0;0;0;0
2020-11-29 21:15:00;39;38;17;36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 21:30:00;30;36;15;37;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 21:45:00;22;36;15;36;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 22:00:00;29;30;11;29;2;2;2;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 22:15:00;27;23;7;14;3;3;3;2;2;0;0;0;0;0;0;0;0;0;0
2020-11-29 22:30:00;22;24;13;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 22:45:00;21;19;10;22;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0
2020-11-29 23:00:00;8;18;10;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 23:15:00;10;15;8;19;2;2;2;3;3;0;0;0;0;0;0;0;0;0;0
2020-11-29 23:30:00;10;13;2;14;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
2020-11-29 23:45:00;21;10;7;14;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0
