DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DB3);6(DC1);7(DC2);8(DC3);9(DD1);10(DD2)
2020-01-11 00:00:00;0;21;1;1;0;1;9;8;1;0
2020-01-11 00:15:00;0;16;2;1;1;6;19;13;3;3
2020-01-11 00:30:00;0;17;0;1;1;5;18;21;2;2
2020-01-11 00:45:00;0;20;0;0;0;1;23;12;3;1
2020-01-11 01:00:00;0;15;0;1;1;0;16;13;2;1
2020-01-11 01:15:00;0;19;0;0;1;2;14;5;2;1
2020-01-11 01:30:00;0;13;0;0;0;2;16;14;0;0
2020-01-11 01:45:00;0;12;0;0;2;0;19;5;0;0
2020-01-11 02:00:00;0;12;1;0;3;3;12;8;2;1
2020-01-11 02:15:00;0;14;0;2;0;0;11;6;0;0
2020-01-11 02:30:00;0;17;1;0;0;1;10;11;1;0
2020-01-11 02:45:00;0;13;1;1;0;0;10;6;0;0
2020-01-11 03:00:00;0;8;0;0;0;1;9;5;1;1
2020-01-11 03:15:00;0;8;0;0;0;0;1;4;0;0
2020-01-11 03:30:00;0;5;0;1;0;2;5;5;0;0
2020-01-11 03:45:00;0;7;0;1;0;0;7;1;0;0
2020-01-11 04:00:00;0;17;0;0;2;1;6;0;0;0
2020-01-11 04:15:00;0;12;0;0;2;0;11;7;0;0
2020-01-11 04:30:00;0;13;0;0;0;2;9;7;0;0
2020-01-11 04:45:00;0;14;1;0;1;3;8;4;1;1
2020-01-11 05:00:00;0;25;1;0;1;9;13;14;1;1
2020-01-11 05:15:00;0;12;1;0;0;12;9;8;1;1
2020-01-11 05:30:00;0;23;1;2;3;32;23;26;3;2
2020-01-11 05:45:00;0;25;6;15;18;14;21;26;3;2
2020-01-11 06:00:00;0;28;13;29;27;4;19;23;1;1
2020-01-11 06:15:00;0;21;3;9;4;6;25;17;0;0
2020-01-11 06:30:00;0;26;1;2;0;12;25;31;0;1
2020-01-11 06:45:00;0;24;0;2;2;12;25;19;1;1
2020-01-11 07:00:00;0;24;0;5;3;16;19;22;0;0
2020-01-11 07:15:00;0;31;1;1;3;17;18;25;1;0
2020-01-11 07:30:00;0;51;3;2;1;4;20;31;2;1
2020-01-11 07:45:00;0;36;0;2;3;6;27;32;3;0
