DATUM;1(DA1);2(DB1);3(DB2);4(DB3);5(DI1);6(DC1);7(DD1);8(DD2);9(DE1);10(DF1);11(DF2)
2020-10-26 00:00:00;0;0;2;0;0;2;2;2;1;1;2
2020-10-26 00:15:00;0;0;3;0;0;0;5;1;1;3;2
2020-10-26 00:30:00;0;0;0;0;0;1;1;0;2;2;2
2020-10-26 00:45:00;0;1;4;0;0;0;2;1;0;1;0
2020-10-26 01:00:00;0;0;2;0;0;0;1;0;1;1;0
2020-10-26 01:15:00;1;0;3;0;1;1;4;0;1;1;1
2020-10-26 01:30:00;0;2;0;0;0;0;2;0;1;3;0
2020-10-26 01:45:00;0;0;1;0;0;1;3;0;1;3;0
2020-10-26 02:00:00;0;2;2;0;0;0;2;0;0;0;0
2020-10-26 02:15:00;0;1;0;0;0;0;2;1;0;0;0
2020-10-26 02:30:00;0;1;1;1;1;1;0;0;0;1;0
2020-10-26 02:45:00;0;0;1;0;0;0;0;0;0;1;0
2020-10-26 03:00:00;0;0;0;0;0;1;0;0;1;1;1
2020-10-26 03:15:00;0;0;0;0;0;0;1;0;0;0;0
2020-10-26 03:30:00;0;1;2;0;0;2;2;0;0;0;1
2020-10-26 03:45:00;0;0;1;1;1;0;0;0;0;0;1
2020-10-26 04:00:00;1;1;0;1;1;1;1;0;0;1;0
2020-10-26 04:15:00;0;1;1;0;0;0;0;2;0;0;2
2020-10-26 04:30:00;1;2;3;0;1;0;0;0;0;0;1
2020-10-26 04:45:00;2;6;5;1;3;1;3;2;0;2;1
2020-10-26 05:00:00;3;12;3;0;1;2;2;1;0;0;2
2020-10-26 05:15:00;4;23;10;1;3;0;6;1;3;7;8
2020-10-26 05:30:00;2;43;30;4;5;0;6;2;3;17;11
2020-10-26 05:45:00;1;33;16;6;7;2;8;1;6;25;19
2020-10-26 06:00:00;5;17;16;4;8;5;11;1;5;19;4
2020-10-26 06:15:00;6;23;8;3;6;5;14;5;12;25;10
2020-10-26 06:30:00;5;45;36;10;11;4;20;4;7;17;20
2020-10-26 06:45:00;3;36;37;16;17;6;11;0;14;24;25
2020-10-26 07:00:00;10;31;36;14;18;8;21;13;31;43;19
2020-10-26 07:15:00;14;31;39;56;61;17;44;34;62;81;25
2020-10-26 07:30:00;21;53;60;59;80;51;53;58;79;88;36
2020-10-26 07:45:00;5;57;55;34;39;33;74;56;84;83;54
