DATUM;1(DA1);2(DA2);3(DB1);4(DC1);5(DC2);6(TAFGB);7(TAFBB);8(TAFBC);9(SKC)
2020-12-08 00:00:00;1;4;6;0;0;0;0;0;0
2020-12-08 00:15:00;8;3;8;1;1;0;0;0;0
2020-12-08 00:30:00;2;5;8;1;1;0;0;0;0
2020-12-08 00:45:00;7;2;7;1;1;0;0;0;0
2020-12-08 01:00:00;1;3;13;0;0;0;0;0;0
2020-12-08 01:15:00;1;1;2;0;0;0;0;0;0
2020-12-08 01:30:00;7;1;2;0;0;0;0;0;0
2020-12-08 01:45:00;6;3;4;0;0;0;0;0;0
2020-12-08 02:00:00;3;3;4;0;0;0;0;0;0
2020-12-08 02:15:00;4;4;7;0;0;0;0;0;0
2020-12-08 02:30:00;5;4;2;0;0;0;0;0;0
2020-12-08 02:45:00;5;2;10;0;0;0;0;0;0
2020-12-08 03:00:00;3;1;5;1;1;0;0;0;0
2020-12-08 03:15:00;6;4;5;0;0;0;0;0;0
2020-12-08 03:30:00;6;4;7;0;0;0;0;0;0
2020-12-08 03:45:00;5;2;10;0;0;0;0;0;0
2020-12-08 04:00:00;6;2;11;0;0;0;0;0;0
2020-12-08 04:15:00;10;3;13;0;0;0;0;0;0
2020-12-08 04:30:00;19;7;25;0;0;0;0;0;0
2020-12-08 04:45:00;18;6;42;0;0;0;0;0;0
2020-12-08 05:00:00;36;16;85;0;0;0;0;0;0
2020-12-08 05:15:00;54;14;136;1;1;0;0;0;0
2020-12-08 05:30:00;50;11;108;2;2;0;0;0;0
2020-12-08 05:45:00;71;26;109;0;0;0;0;0;0
2020-12-08 06:00:00;101;26;91;1;1;0;0;0;0
2020-12-08 06:15:00;106;43;142;1;1;0;0;0;0
2020-12-08 06:30:00;93;38;183;1;1;0;0;0;0
2020-12-08 06:45:00;87;43;194;1;1;1;0;0;0
2020-12-08 07:00:00;92;39;191;1;1;0;0;0;0
2020-12-08 07:15:00;98;53;220;5;5;0;0;0;0
2020-12-08 07:30:00;97;72;247;2;2;1;0;0;0
2020-12-08 07:45:00;158;108;219;0;0;0;0;0;0
2020-12-08 08:00:00;93;40;171;0;0;1;0;0;0
2020-12-08 08:15:00;97;60;222;2;2;1;0;0;0
2020-12-08 08:30:00;103;69;208;1;1;0;0;0;0
2020-12-08 08:45:00;110;62;166;1;2;0;0;0;0
2020-12-08 09:00:00;89;57;152;1;1;1;0;0;0
2020-12-08 09:15:00;112;57;187;2;1;1;0;0;0
