DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DC2);7(DD1);8(DD2);9(TAFBA);10(TAFBA1);11(TAFBB);12(TAFBC);13(TAFBC1);14(TAFBD)
2020-10-01 00:00:00;7;9;1;5;4;0;4;2;0;0;0;0;0;0
2020-10-01 00:15:00;8;4;3;4;3;0;4;6;0;0;0;0;0;0
2020-10-01 00:30:00;10;9;3;5;5;0;8;3;0;0;0;0;0;0
2020-10-01 00:45:00;12;9;3;2;3;0;2;0;0;0;0;0;0;0
2020-10-01 01:00:00;13;7;2;2;3;0;3;1;0;0;0;0;0;0
2020-10-01 01:15:00;9;3;1;3;2;0;2;2;0;0;0;0;0;0
2020-10-01 01:30:00;2;3;3;3;3;0;3;1;0;0;0;0;0;0
2020-10-01 01:45:00;5;2;2;0;5;0;0;2;0;0;0;0;0;0
2020-10-01 02:00:00;8;2;0;1;3;0;1;0;0;0;0;0;0;0
2020-10-01 02:15:00;6;2;1;1;5;0;2;2;0;0;0;0;0;0
2020-10-01 02:30:00;5;1;0;3;4;0;5;0;0;0;0;0;0;0
2020-10-01 02:45:00;7;3;6;2;4;0;0;0;0;0;0;0;0;0
2020-10-01 03:00:00;3;2;3;1;2;0;4;0;0;0;0;0;0;0
2020-10-01 03:15:00;7;1;2;1;1;0;3;1;0;0;0;0;0;0
2020-10-01 03:30:00;4;5;5;3;4;0;2;1;0;0;0;0;0;0
2020-10-01 03:45:00;3;1;2;2;0;0;3;1;0;0;0;0;0;0
2020-10-01 04:00:00;4;3;1;3;5;0;3;0;0;0;0;0;0;0
2020-10-01 04:15:00;10;1;6;0;5;0;3;3;0;0;0;0;0;0
2020-10-01 04:30:00;9;6;6;4;7;0;4;7;0;0;0;0;0;0
2020-10-01 04:45:00;21;3;20;6;16;0;6;7;0;0;0;0;0;0
2020-10-01 05:00:00;27;11;35;2;18;0;11;8;0;0;0;0;0;0
2020-10-01 05:15:00;45;21;94;8;15;0;16;12;0;0;0;0;0;0
2020-10-01 05:30:00;59;40;65;11;34;0;36;25;0;1;0;0;0;0
2020-10-01 05:45:00;63;61;52;18;40;0;60;42;0;0;0;0;0;0
2020-10-01 06:00:00;56;49;38;7;39;0;85;66;0;0;0;0;0;0
2020-10-01 06:15:00;68;66;43;13;54;0;57;43;0;0;0;0;0;0
2020-10-01 06:30:00;84;81;51;22;74;0;30;24;0;0;3;0;0;0
2020-10-01 06:45:00;86;82;66;24;64;0;33;32;0;0;0;0;0;19
2020-10-01 07:00:00;89;99;58;33;68;0;31;26;0;0;0;0;0;0
2020-10-01 07:15:00;67;68;63;25;83;0;35;25;0;0;0;0;0;0
2020-10-01 07:30:00;21;32;11;5;26;0;5;3;0;0;0;0;0;1
2020-10-01 07:45:00;113;127;79;43;114;0;42;33;0;4;0;0;2;13
2020-10-01 08:00:00;92;106;94;45;100;0;47;35;0;0;0;0;0;0
2020-10-01 08:15:00;108;115;69;39;70;0;49;46;0;22;2;0;1;2
2020-10-01 08:30:00;119;114;44;28;76;0;42;26;0;2;0;0;2;0
2020-10-01 08:45:00;100;101;39;21;72;0;42;24;0;4;0;0;1;0
2020-10-01 09:00:00;81;81;47;22;60;0;42;24;0;0;0;0;2;0
2020-10-01 09:15:00;84;86;40;22;70;0;27;30;0;0;0;0;0;0
2020-10-01 09:30:00;96;106;38;35;74;0;34;33;0;0;0;0;0;0
2020-10-01 09:45:00;87;107;19;45;88;0;42;38;0;0;0;0;0;0
2020-10-01 10:00:00;82;87;33;37;69;0;49;28;1;0;0;0;0;0
2020-10-01 10:15:00;91;87;44;27;76;0;30;24;0;0;0;0;0;0
2020-10-01 10:30:00;83;104;29;15;80;0;48;30;0;0;0;0;0;0
2020-10-01 10:45:00;87;105;53;24;81;0;44;29;0;1;0;0;0;0
2020-10-01 11:00:00;106;90;42;20;88;0;49;34;0;0;0;0;0;0
2020-10-01 11:15:00;93;96;42;31;89;0;44;39;0;1;1;0;0;0
2020-10-01 11:30:00;98;105;57;32;95;0;57;30;0;0;0;0;0;4
2020-10-01 11:45:00;94;94;54;23;89;0;52;36;8;5;0;0;3;0
2020-10-01 12:00:00;91;108;48;30;77;0;45;37;4;0;0;0;3;0
2020-10-01 12:15:00;90;102;46;32;97;0;51;29;3;2;1;0;7;15
2020-10-01 12:30:00;75;75;49;36;90;0;49;40;0;0;0;0;0;0
2020-10-01 12:45:00;85;67;45;31;77;0;45;28;0;0;1;0;1;0
2020-10-01 13:00:00;103;106;65;30;88;0;51;39;0;0;0;0;13;0
2020-10-01 13:15:00;116;128;70;18;85;0;35;39;0;0;0;0;0;38
2020-10-01 13:30:00;90;79;83;32;97;0;36;33;0;0;0;0;1;4
2020-10-01 13:45:00;92;97;93;28;91;0;48;33;0;0;0;0;0;0
2020-10-01 14:00:00;106;108;80;20;90;0;47;38;0;0;0;0;0;0
2020-10-01 14:15:00;115;122;54;38;90;0;83;57;0;0;7;0;0;0
2020-10-01 14:30:00;107;108;44;20;102;0;76;63;0;4;0;0;0;0
2020-10-01 14:45:00;112;131;54;22;111;0;52;39;0;0;7;0;0;2
2020-10-01 15:00:00;131;126;54;36;107;0;58;53;0;0;0;0;0;12
2020-10-01 15:15:00;124;126;42;35;114;0;62;44;0;0;0;0;0;12
2020-10-01 15:30:00;117;136;40;43;113;0;62;49;0;0;0;0;0;12
2020-10-01 15:45:00;145;127;50;42;165;0;63;45;0;0;0;0;6;4
2020-10-01 16:00:00;118;126;59;35;129;0;79;65;0;0;3;0;2;0
2020-10-01 16:15:00;129;113;58;42;145;0;68;65;0;17;0;16;23;0
2020-10-01 16:30:00;130;134;63;31;140;0;48;48;0;10;0;4;0;30
2020-10-01 16:45:00;128;127;57;38;135;0;57;48;0;0;0;0;0;0
2020-10-01 17:00:00;159;109;75;40;126;0;52;56;0;20;0;0;0;0
2020-10-01 17:15:00;143;148;53;39;166;0;56;46;26;0;5;0;0;0
2020-10-01 17:30:00;122;143;53;41;147;0;51;41;0;2;0;0;0;1
2020-10-01 17:45:00;171;90;53;27;125;0;50;42;0;0;0;0;0;0
2020-10-01 18:00:00;129;126;57;27;118;0;50;44;0;0;0;0;0;0
2020-10-01 18:15:00;125;130;33;29;107;0;43;35;0;0;0;0;0;1
2020-10-01 18:30:00;91;91;35;28;99;0;36;34;0;0;0;0;0;0
2020-10-01 18:45:00;99;92;33;25;98;0;46;38;0;0;0;0;1;0
2020-10-01 19:00:00;105;119;31;17;93;0;30;26;0;0;0;9;0;1
2020-10-01 19:15:00;80;76;28;24;72;0;31;20;0;0;0;9;0;0
2020-10-01 19:30:00;64;55;33;16;70;0;27;23;0;0;0;0;0;0
2020-10-01 19:45:00;60;60;31;13;69;0;24;24;0;0;2;0;0;0
2020-10-01 20:00:00;65;62;34;20;69;0;31;24;0;0;0;0;0;2
2020-10-01 20:15:00;62;55;26;15;52;0;27;18;0;0;0;0;0;0
2020-10-01 20:30:00;42;41;30;8;41;0;26;14;0;1;0;0;0;0
2020-10-01 20:45:00;38;32;34;14;36;0;17;14;0;0;0;0;0;0
2020-10-01 21:00:00;46;37;71;15;31;0;16;17;0;0;0;0;0;0
2020-10-01 21:15:00;69;46;83;9;37;0;25;13;0;0;0;0;0;0
2020-10-01 21:30:00;62;34;61;11;35;0;26;20;0;0;0;0;0;0
2020-10-01 21:45:00;49;34;27;9;23;0;56;29;0;0;2;0;0;1
2020-10-01 22:00:00;32;28;21;11;24;0;79;57;0;0;0;0;0;0
2020-10-01 22:15:00;37;30;16;14;32;0;51;46;0;5;0;0;0;0
2020-10-01 22:30:00;23;25;14;17;18;0;21;9;0;0;0;0;0;0
2020-10-01 22:45:00;22;17;10;3;14;0;7;5;0;0;0;0;0;0
2020-10-01 23:00:00;19;12;6;3;10;0;10;13;0;0;0;0;0;0
2020-10-01 23:15:00;14;14;8;6;21;0;7;2;0;0;6;0;0;0
