DATUM;1(DA1);2(DA2);3(DA3);4(DB1);5(DC1);6(DC2);7(DC3);8(DD1);9(DD2);10(DA4);11(DA5);12(DC4);13(DC5);14(DA6);15(DC6);16(TA1FBA);17(TA2FBA);18(TA1FBB);19(TA2FBB);20(TA1FBC);21(TA2FBC);22(TA1FBD);23(TA2FBD)
2020-08-18 00:00:00;9;12;2;2;7;7;2;2;1;1;2;0;0;10;9;0;0;0;0;0;0;0;0
2020-08-18 00:15:00;7;14;1;0;16;11;1;1;2;3;3;3;3;12;16;0;0;0;0;0;0;0;0
2020-08-18 00:30:00;12;4;0;0;9;10;2;2;1;2;2;1;0;12;11;0;0;0;0;0;0;0;0
2020-08-18 00:45:00;7;8;1;1;6;5;1;1;1;0;0;0;0;8;7;0;0;0;0;0;0;0;0
2020-08-18 01:00:00;7;7;0;2;8;3;0;1;0;0;0;0;0;10;8;0;0;0;0;0;0;0;0
2020-08-18 01:15:00;10;3;1;0;4;4;0;1;2;0;0;0;0;11;7;0;0;0;0;0;0;0;0
2020-08-18 01:30:00;8;3;1;1;5;0;0;1;1;0;0;0;0;9;5;0;0;0;0;0;0;0;0
2020-08-18 01:45:00;5;5;0;0;4;5;3;2;3;0;0;0;0;6;8;0;0;0;0;0;0;0;0
2020-08-18 02:00:00;4;4;1;0;3;2;0;0;0;0;0;0;0;5;4;0;0;0;0;0;0;0;0
2020-08-18 02:15:00;4;3;0;0;7;10;0;0;0;0;0;0;0;4;8;0;0;0;0;0;0;0;0
2020-08-18 02:30:00;4;3;1;0;4;1;0;1;1;0;0;0;0;4;4;0;0;0;0;0;0;0;0
2020-08-18 02:45:00;4;6;0;0;6;5;1;1;0;0;0;0;0;5;6;0;0;0;0;0;0;0;0
2020-08-18 03:00:00;4;2;0;0;6;3;0;0;0;0;0;0;0;4;7;0;0;0;0;0;0;0;0
2020-08-18 03:15:00;3;5;4;1;3;7;1;0;2;0;0;0;0;4;8;0;0;0;0;0;0;0;0
2020-08-18 03:30:00;3;1;1;0;5;0;1;0;0;0;0;0;0;3;5;0;0;0;0;0;0;0;0
2020-08-18 03:45:00;1;1;0;2;5;4;1;2;1;0;0;0;1;1;6;0;0;0;0;0;0;0;0
2020-08-18 04:00:00;6;4;0;2;6;0;0;0;0;1;0;0;0;8;6;0;0;0;0;0;0;0;0
2020-08-18 04:15:00;4;6;0;4;12;8;2;3;3;0;0;2;2;6;13;0;0;0;0;0;0;0;0
2020-08-18 04:30:00;8;3;1;1;13;6;1;2;5;0;0;0;0;10;13;0;0;0;0;0;0;0;0
2020-08-18 04:45:00;13;13;0;5;11;8;3;3;3;4;3;1;0;18;13;0;0;0;0;0;0;0;0
2020-08-18 05:00:00;25;21;2;6;16;14;0;3;4;3;2;1;1;33;24;0;0;0;0;0;0;0;0
2020-08-18 05:15:00;28;29;1;5;22;17;1;5;8;2;1;2;3;40;28;0;0;0;0;0;0;0;0
2020-08-18 05:30:00;49;53;0;4;38;20;3;6;4;2;2;4;4;71;49;0;0;0;0;0;0;0;0
2020-08-18 05:45:00;41;51;2;5;31;32;7;12;10;7;7;3;2;59;48;0;0;0;0;0;0;0;0
2020-08-18 06:00:00;55;57;0;15;40;37;1;8;4;5;6;5;6;74;60;0;0;0;0;0;0;0;0
2020-08-18 06:15:00;75;80;3;10;54;35;4;12;12;7;10;9;11;98;67;0;0;0;0;0;0;0;0
2020-08-18 06:30:00;91;104;3;24;51;41;5;18;12;10;7;15;11;124;67;0;0;0;0;0;0;0;0
2020-08-18 06:45:00;74;75;6;21;55;45;3;12;7;14;13;9;8;99;72;0;0;0;0;0;0;0;0
2020-08-18 07:00:00;79;93;1;19;55;44;6;16;14;11;9;13;12;102;64;19;1;0;0;0;0;0;0
2020-08-18 07:15:00;101;111;8;20;64;41;9;19;22;18;78;8;5;129;89;0;0;0;0;0;0;0;0
2020-08-18 07:30:00;99;106;6;21;66;44;10;30;26;11;20;7;9;132;88;0;0;0;0;0;0;0;0
