DATUM;1(DA1);2(DA2);3(DB1);4(DB2);5(DC1);6(DCL1);7(TAFBA);8(TAFBB1);9(TAFBB2);10(TAFBC)
2020-05-18 00:00:00;2;1;0;0;2;0;0;0;0;0
2020-05-18 00:15:00;6;2;3;3;1;1;0;0;0;0
2020-05-18 00:30:00;1;1;1;0;2;0;0;0;0;0
2020-05-18 00:45:00;0;1;0;3;1;3;0;0;0;0
2020-05-18 01:00:00;1;3;0;0;0;0;0;0;0;0
2020-05-18 01:15:00;1;0;0;0;0;0;0;0;0;0
2020-05-18 01:30:00;0;0;1;1;0;0;0;0;0;0
2020-05-18 01:45:00;0;0;1;1;0;0;0;0;0;0
2020-05-18 02:00:00;1;1;0;0;0;1;0;0;0;0
2020-05-18 02:15:00;1;1;0;1;0;0;0;0;0;0
2020-05-18 02:30:00;1;1;1;0;1;1;0;0;0;0
2020-05-18 02:45:00;0;0;0;1;1;1;0;0;0;0
2020-05-18 03:00:00;1;2;1;0;0;1;0;0;0;0
2020-05-18 03:15:00;0;0;0;3;2;2;0;0;0;0
2020-05-18 03:30:00;2;0;0;1;1;0;0;0;0;0
2020-05-18 03:45:00;0;0;1;1;1;1;0;0;0;0
2020-05-18 04:00:00;1;2;0;0;2;0;0;0;0;0
2020-05-18 04:15:00;0;0;0;0;0;2;0;0;0;0
2020-05-18 04:30:00;0;0;1;0;0;0;0;0;0;0
2020-05-18 04:45:00;0;1;0;1;1;3;0;0;0;0
2020-05-18 05:00:00;1;0;0;1;0;2;0;0;0;0
2020-05-18 05:15:00;4;3;1;3;5;6;0;0;0;0
2020-05-18 05:30:00;5;5;2;6;1;13;0;0;0;0
2020-05-18 05:45:00;10;8;12;11;10;23;0;0;0;0
2020-05-18 06:00:00;11;13;9;6;7;22;0;0;0;0
2020-05-18 06:15:00;11;19;20;5;26;26;0;0;0;0
2020-05-18 06:30:00;7;17;21;10;12;25;0;0;0;0
2020-05-18 06:45:00;11;23;19;8;36;48;0;0;0;0
2020-05-18 07:00:00;17;15;33;16;29;49;0;0;0;0
2020-05-18 07:15:00;17;27;71;24;40;79;0;0;0;0
2020-05-18 07:30:00;38;43;81;35;39;68;0;0;0;0
2020-05-18 07:45:00;41;45;49;28;37;84;0;0;0;0
2020-05-18 08:00:00;23;38;22;26;31;45;0;0;0;0
2020-05-18 08:15:00;23;32;27;30;36;46;0;0;0;0
2020-05-18 08:30:00;18;20;21;19;35;42;0;0;0;0
2020-05-18 08:45:00;26;29;31;28;27;29;0;0;0;0
2020-05-18 09:00:00;21;28;28;59;25;39;0;0;0;0
2020-05-18 09:15:00;20;34;27;40;21;36;0;0;0;0
2020-05-18 09:30:00;29;26;34;43;26;43;0;0;0;0
2020-05-18 09:45:00;19;24;34;47;27;37;0;0;0;0
2020-05-18 10:00:00;20;28;31;45;30;30;0;0;0;0
2020-05-18 10:15:00;32;37;30;42;22;30;0;0;0;0
2020-05-18 10:30:00;33;34;30;46;25;28;0;0;0;0
2020-05-18 10:45:00;44;40;24;39;39;39;0;0;0;0
2020-05-18 11:00:00;34;33;29;51;25;24;0;0;0;0
2020-05-18 11:15:00;43;54;24;44;35;23;0;0;0;0
2020-05-18 11:30:00;46;35;30;29;28;28;0;0;0;0
2020-05-18 11:45:00;35;49;30;44;29;23;0;0;0;0
2020-05-18 12:00:00;47;42;25;31;26;25;0;0;0;0
2020-05-18 12:15:00;40;44;35;50;30;39;0;0;0;0
2020-05-18 12:30:00;42;53;28;52;29;46;0;0;0;0
2020-05-18 12:45:00;34;59;39;52;32;36;0;0;0;0
2020-05-18 13:00:00;64;65;36;48;23;38;0;0;0;0
2020-05-18 13:15:00;33;37;29;53;35;31;0;0;0;0
2020-05-18 13:30:00;47;48;28;54;27;24;0;0;0;0
2020-05-18 13:45:00;37;52;31;56;36;38;0;0;0;0
2020-05-18 14:00:00;52;61;34;50;30;26;0;0;0;0
2020-05-18 14:15:00;41;41;24;46;15;20;0;0;0;0
2020-05-18 14:30:00;53;70;23;45;24;33;0;0;0;0
2020-05-18 14:45:00;40;46;35;53;25;24;0;0;0;0
2020-05-18 15:00:00;54;51;27;45;18;26;0;0;0;0
2020-05-18 15:15:00;69;61;31;41;23;43;0;0;0;0
2020-05-18 15:30:00;48;49;34;44;25;17;0;0;0;0
2020-05-18 15:45:00;64;52;31;50;27;33;0;0;0;0
2020-05-18 16:00:00;57;48;33;84;25;26;0;0;0;0
2020-05-18 16:15:00;61;74;46;53;30;22;0;0;0;0
2020-05-18 16:30:00;48;65;22;49;23;28;0;0;0;0
2020-05-18 16:45:00;58;74;40;85;29;30;0;0;0;0
2020-05-18 17:00:00;49;60;42;46;27;23;0;0;0;0
2020-05-18 17:15:00;60;68;36;54;20;17;0;0;0;0
2020-05-18 17:30:00;40;40;32;50;26;21;0;0;0;0
2020-05-18 17:45:00;38;45;30;53;16;28;0;0;0;0
2020-05-18 18:00:00;41;36;26;46;24;21;0;0;0;0
2020-05-18 18:15:00;40;36;34;54;19;17;0;0;0;0
2020-05-18 18:30:00;36;33;20;44;17;20;0;0;0;0
2020-05-18 18:45:00;30;28;14;28;6;8;0;0;0;0
2020-05-18 19:00:00;29;29;18;29;17;16;0;0;0;0
2020-05-18 19:15:00;28;24;25;32;22;21;0;0;0;0
2020-05-18 19:30:00;21;25;12;28;20;12;0;0;0;0
2020-05-18 19:45:00;15;21;13;20;15;16;0;0;0;0
2020-05-18 20:00:00;45;25;17;33;11;13;0;0;0;0
2020-05-18 20:15:00;27;26;14;21;16;12;0;0;0;0
2020-05-18 20:30:00;17;17;12;22;6;10;0;0;0;0
2020-05-18 20:45:00;17;26;9;11;10;11;0;0;0;0
2020-05-18 21:00:00;20;20;7;10;3;5;0;0;0;0
2020-05-18 21:15:00;14;11;9;11;5;14;0;0;0;0
2020-05-18 21:30:00;12;12;7;3;4;3;0;0;0;0
2020-05-18 21:45:00;10;12;9;4;7;3;0;0;0;0
2020-05-18 22:00:00;11;11;10;7;1;7;0;0;0;0
2020-05-18 22:15:00;11;11;3;8;5;6;0;0;0;0
2020-05-18 22:30:00;9;7;4;4;3;3;0;0;0;0
2020-05-18 22:45:00;4;8;4;5;0;0;0;0;0;0
2020-05-18 23:00:00;7;11;2;8;0;0;0;0;0;0
2020-05-18 23:15:00;2;4;1;5;1;4;0;0;0;0
2020-05-18 23:30:00;3;5;2;1;1;1;0;0;0;0
2020-05-18 23:45:00;ERROR:;ORA-12514:;TNS:listener;does;not;currently;know;of;service;requested;in;connect;descriptor;SP2-0640:;Not;connected
