DATUM;1(DA1);2(DA2);3(DA3);4(DA4);5(DB1);6(DC1);7(DC2);8(DD1);9(TAFGA)
2019-12-27 00:00:00;8;9;5;2;1;7;4;0;1
2019-12-27 00:15:00;9;7;7;2;2;7;7;0;0
2019-12-27 00:30:00;6;8;5;2;2;15;7;1;2
2019-12-27 00:45:00;8;12;10;4;5;8;9;3;6
2019-12-27 01:00:00;9;10;12;7;5;4;8;1;1
2019-12-27 01:15:00;5;5;4;1;0;9;8;2;1
2019-12-27 01:30:00;12;10;6;3;2;9;3;1;1
2019-12-27 01:45:00;7;2;3;2;0;5;3;0;2
2019-12-27 02:00:00;9;3;2;0;1;11;4;0;1
2019-12-27 02:15:00;4;1;6;2;1;6;6;0;0
2019-12-27 02:30:00;2;2;4;1;0;5;4;0;0
2019-12-27 02:45:00;6;3;5;2;0;9;8;0;0
2019-12-27 03:00:00;4;8;6;2;1;6;3;0;0
2019-12-27 03:15:00;3;3;2;0;0;10;6;0;0
2019-12-27 03:30:00;1;2;1;1;1;6;0;0;0
2019-12-27 03:45:00;5;2;2;2;3;4;4;0;0
2019-12-27 04:00:00;3;7;7;5;4;4;4;0;0
2019-12-27 04:15:00;6;7;6;4;2;11;2;0;0
2019-12-27 04:30:00;4;10;5;2;3;12;5;2;2
2019-12-27 04:45:00;8;2;5;1;1;18;13;2;3
2019-12-27 05:00:00;12;9;8;2;2;35;10;2;1
2019-12-27 05:15:00;17;10;9;3;1;23;12;0;0
2019-12-27 05:30:00;31;18;13;6;3;21;13;4;6
2019-12-27 05:45:00;27;16;12;5;2;19;10;2;2
2019-12-27 06:00:00;23;16;17;5;2;23;21;0;1
2019-12-27 06:15:00;27;11;15;2;1;15;15;5;6
2019-12-27 06:30:00;22;26;17;6;9;29;19;2;2
2019-12-27 06:45:00;37;26;24;10;8;30;25;0;0
2019-12-27 07:00:00;34;41;26;7;4;27;25;2;3
2019-12-27 07:15:00;53;49;37;11;12;38;25;2;8
2019-12-27 07:30:00;41;36;30;8;11;52;33;4;8
2019-12-27 07:45:00;37;44;32;7;6;39;41;11;14
2019-12-27 08:00:00;41;43;38;11;8;39;42;7;9
2019-12-27 08:15:00;43;43;38;14;7;38;32;5;4
2019-12-27 08:30:00;59;49;42;7;10;54;49;7;10
2019-12-27 08:45:00;45;48;39;10;10;63;50;7;13
2019-12-27 09:00:00;58;56;51;10;12;67;45;10;10
2019-12-27 09:15:00;64;68;53;11;11;66;59;9;16
2019-12-27 09:30:00;69;72;72;11;10;73;72;11;18
2019-12-27 09:45:00;74;76;65;18;10;73;57;5;12
2019-12-27 10:00:00;85;73;76;17;12;102;82;13;21
2019-12-27 10:15:00;79;75;90;20;13;102;84;13;19
2019-12-27 10:30:00;91;106;103;19;8;100;75;10;11
2019-12-27 10:45:00;74;90;77;20;12;92;68;12;11
2019-12-27 11:00:00;89;87;91;23;10;116;75;15;20
2019-12-27 11:15:00;110;107;89;20;14;109;88;11;14
2019-12-27 11:30:00;100;122;80;27;10;117;92;8;16
2019-12-27 11:45:00;97;117;112;24;10;123;102;12;19
2019-12-27 12:00:00;95;94;103;24;10;126;103;12;22
2019-12-27 12:15:00;102;106;89;20;14;129;93;21;19
2019-12-27 12:30:00;93;117;96;19;11;125;97;18;23
2019-12-27 12:45:00;92;113;80;21;13;121;98;10;16
2019-12-27 13:00:00;110;121;80;19;13;130;108;11;22
2019-12-27 13:15:00;115;122;97;23;10;132;113;9;33
2019-12-27 13:30:00;91;107;86;18;10;109;99;11;19
2019-12-27 13:45:00;115;128;93;25;13;125;118;13;24
2019-12-27 14:00:00;89;133;87;30;14;115;106;8;14
2019-12-27 14:15:00;114;119;101;21;13;146;123;10;23
2019-12-27 14:30:00;114;124;113;24;12;139;131;6;12
2019-12-27 14:45:00;103;123;78;22;13;129;120;10;14
2019-12-27 15:00:00;113;126;106;28;11;126;110;12;21
2019-12-27 15:15:00;98;106;96;27;12;136;121;5;13
2019-12-27 15:30:00;101;110;90;22;10;131;114;9;14
2019-12-27 15:45:00;110;118;79;25;17;108;87;13;24
2019-12-27 16:00:00;103;99;83;31;12;151;116;10;12
2019-12-27 16:15:00;103;124;96;28;13;151;115;16;24
2019-12-27 16:30:00;98;126;92;25;11;137;133;17;19
2019-12-27 16:45:00;94;100;100;22;11;119;104;11;14
2019-12-27 17:00:00;96;108;98;26;14;112;92;9;20
2019-12-27 17:15:00;97;108;78;32;9;133;102;9;16
2019-12-27 17:30:00;86;100;74;19;11;112;97;13;15
2019-12-27 17:45:00;74;92;79;26;13;102;78;13;12
2019-12-27 18:00:00;82;90;74;24;12;99;70;6;10
2019-12-27 18:15:00;75;95;77;18;16;76;67;6;9
2019-12-27 18:30:00;68;62;52;11;15;77;42;9;12
