DATUM;1(DA1);2(DB1);3(DC1);4(DC11);5(TAFGB);23(TAFBB);24(TAFBC)
2020-05-14 00:00:00;6;5;0;0;0;0;0
2020-05-14 00:15:00;13;11;0;0;0;0;0
2020-05-14 00:30:00;13;2;0;0;0;0;0
2020-05-14 00:45:00;13;8;0;0;0;0;0
2020-05-14 01:00:00;8;2;0;0;0;0;0
2020-05-14 01:15:00;6;13;0;0;0;0;0
2020-05-14 01:30:00;6;3;0;0;0;0;0
2020-05-14 01:45:00;8;12;0;0;0;0;0
2020-05-14 02:00:00;3;5;1;1;0;0;0
2020-05-14 02:15:00;4;10;0;0;0;0;0
2020-05-14 02:30:00;6;6;0;0;0;0;0
2020-05-14 02:45:00;5;3;0;0;0;0;0
2020-05-14 03:00:00;5;7;0;0;0;0;0
2020-05-14 03:15:00;3;4;0;0;0;0;0
2020-05-14 03:30:00;4;6;0;0;0;0;0
2020-05-14 03:45:00;3;5;0;0;0;0;0
2020-05-14 04:00:00;6;4;1;1;0;0;0
2020-05-14 04:15:00;5;11;0;0;0;0;0
2020-05-14 04:30:00;8;11;0;0;0;0;0
2020-05-14 04:45:00;14;15;0;0;0;0;0
2020-05-14 05:00:00;22;18;1;1;0;0;0
2020-05-14 05:15:00;47;44;0;0;0;0;0
2020-05-14 05:30:00;72;59;4;4;0;0;0
2020-05-14 05:45:00;95;66;1;1;0;0;0
2020-05-14 06:00:00;60;45;1;1;0;0;0
2020-05-14 06:15:00;103;91;2;2;0;0;0
2020-05-14 06:30:00;135;100;5;5;0;0;0
2020-05-14 06:45:00;166;130;10;10;1;0;0
2020-05-14 07:00:00;169;119;7;7;0;0;0
2020-05-14 07:15:00;167;168;13;13;1;0;0
2020-05-14 07:30:00;183;179;14;14;3;0;0
2020-05-14 07:45:00;202;165;13;13;3;0;0
2020-05-14 08:00:00;173;127;8;8;5;0;0
2020-05-14 08:15:00;160;144;2;2;4;0;0
2020-05-14 08:30:00;150;144;5;5;29;0;0
2020-05-14 08:45:00;176;136;11;11;3;0;0
2020-05-14 09:00:00;171;146;6;6;2;0;0
2020-05-14 09:15:00;159;134;12;12;1;0;0
2020-05-14 09:30:00;183;174;8;8;0;0;0
2020-05-14 09:45:00;194;145;8;8;3;0;0
2020-05-14 10:00:00;193;147;13;13;0;0;0
2020-05-14 10:15:00;157;150;11;11;9;0;0
2020-05-14 10:30:00;187;159;11;11;10;0;0
2020-05-14 10:45:00;186;164;2;2;37;0;0
2020-05-14 11:00:00;193;158;8;8;0;0;0
2020-05-14 11:15:00;165;169;7;7;9;0;0
2020-05-14 11:30:00;215;211;10;10;4;0;0
2020-05-14 11:45:00;168;181;7;7;1;0;0
2020-05-14 12:00:00;201;157;4;4;5;0;0
2020-05-14 12:15:00;169;177;8;8;2;0;0
2020-05-14 12:30:00;199;156;5;5;5;0;0
2020-05-14 12:45:00;198;178;4;4;4;0;0
2020-05-14 13:00:00;188;168;13;13;25;0;0
2020-05-14 13:15:00;212;167;11;11;43;0;0
2020-05-14 13:30:00;184;164;10;10;3;0;0
2020-05-14 13:45:00;201;179;4;4;19;0;0
2020-05-14 14:00:00;148;162;10;10;0;0;0
2020-05-14 14:15:00;202;178;7;7;8;0;0
2020-05-14 14:30:00;177;178;6;6;5;0;0
2020-05-14 14:45:00;205;201;10;10;7;0;0
2020-05-14 15:00:00;191;197;11;11;2;0;0
2020-05-14 15:15:00;168;182;4;4;4;0;0
2020-05-14 15:30:00;180;204;9;9;7;0;0
2020-05-14 15:45:00;197;203;10;10;0;0;0
2020-05-14 16:00:00;216;211;10;10;27;0;0
2020-05-14 16:15:00;233;197;10;10;4;0;0
2020-05-14 16:30:00;218;208;7;7;1;0;0
2020-05-14 16:45:00;183;193;7;7;4;0;0
2020-05-14 17:00:00;218;204;7;7;10;0;0
2020-05-14 17:15:00;227;185;11;11;4;0;0
2020-05-14 17:30:00;205;181;18;18;7;0;0
2020-05-14 17:45:00;205;175;17;17;15;0;0
2020-05-14 18:00:00;190;201;14;14;5;0;0
2020-05-14 18:15:00;177;168;7;7;39;0;0
2020-05-14 18:30:00;156;152;6;6;55;0;0
2020-05-14 18:45:00;136;137;9;9;5;0;0
2020-05-14 19:00:00;133;124;6;6;4;0;0
2020-05-14 19:15:00;91;107;1;1;0;0;0
2020-05-14 19:30:00;102;125;4;4;2;0;0
2020-05-14 19:45:00;80;89;3;3;1;0;0
2020-05-14 20:00:00;88;95;7;7;1;0;0
2020-05-14 20:15:00;53;94;6;6;0;0;0
2020-05-14 20:30:00;49;64;3;3;0;0;0
2020-05-14 20:45:00;62;53;6;6;0;0;0
2020-05-14 21:00:00;51;47;0;0;0;0;0
2020-05-14 21:15:00;62;43;5;5;0;0;0
2020-05-14 21:30:00;41;30;0;0;0;0;0
2020-05-14 21:45:00;34;33;3;3;0;0;0
2020-05-14 22:00:00;23;47;2;2;0;0;0
2020-05-14 22:15:00;20;22;1;1;0;0;0
2020-05-14 22:30:00;25;30;2;2;0;0;0
2020-05-14 22:45:00;27;27;1;1;0;0;0
2020-05-14 23:00:00;35;19;0;0;0;0;0
2020-05-14 23:15:00;19;28;2;2;0;0;0
2020-05-14 23:30:00;16;15;0;0;0;0;0
2020-05-14 23:45:00;24;12;1;1;0;0;0
